source_file,unit_index,form_type,status,cross_status,issues,stat_flags
อำเภอควนขนุน/28ตำบลดอนทราย.pdf,7,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_valid is None; ballot_total differs between forms,
อำเภอควนขนุน/28ตำบลดอนทราย.pdf,8,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/28ตำบลดอนทราย.pdf,9,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,score_outlier: ศุภกร ขุนชิต
อำเภอควนขนุน/28ตำบลดอนทราย.pdf,10,constituency,FAIL,OK,scores['สมเสริม ชูรักษ์'] is None,
อำเภอศรีบรรพต/41ตำบลตะแพน.pdf,0,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
อำเภอศรีบรรพต/41ตำบลตะแพน.pdf,1,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,single_party_dominance: วรท เทอดวีระพงศ์; score_outlier: วรท เทอดวีระพงศ์
อำเภอศรีบรรพต/41ตำบลตะแพน.pdf,2,constituency,PASS,MISMATCH,ballot_total differs between forms,
อำเภอศรีบรรพต/41ตำบลตะแพน.pdf,3,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,single_party_dominance: วรท เทอดวีระพงศ์; single_party_dominance: ศุภกร ขุนชิต; single_party_dominance: ภพเอกอัคร อินทรโม; single_party_dominance: นิติศักดิ์ ธรรมเพชร
อำเภอศรีบรรพต/41ตำบลตะแพน.pdf,4,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอศรีบรรพต/41ตำบลตะแพน.pdf,7,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอศรีบรรพต/41ตำบลตะแพน.pdf,8,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,score_outlier: สมเสริม ชูรักษ์
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,0,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,1,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,2,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,3,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,single_party_dominance: วรท เทอดวีระพงศ์; score_outlier: วรท เทอดวีระพงศ์
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,4,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_valid is None; ballot_total differs between forms,
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,5,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,7,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_no_vote is None,score_outlier: สมเสริม ชูรักษ์
อำเภอควนขนุน/22ตำบลทะเลน้อย.pdf,9,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,1,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_no_vote is None,
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,3,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; ballot_total differs between forms,
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,5,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,score_outlier: ศุภกร ขุนชิต; score_outlier: อธิคม ขุนแก้ว
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,7,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,8,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,9,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,10,constituency,FAIL,OK,scores['อธิคม ขุนแก้ว'] is None; scores['สมเสริม ชูรักษ์'] is None,
อำเภอควนขนุน/29ตำบลนาขยาด.pdf,11,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; ballot_total differs between forms,
อำเภอควนขนุน/32ตำบลปันแต.pdf,1,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_valid is None; ballot_total differs between forms,
อำเภอควนขนุน/32ตำบลปันแต.pdf,2,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/32ตำบลปันแต.pdf,3,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total,
อำเภอควนขนุน/32ตำบลปันแต.pdf,4,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/32ตำบลปันแต.pdf,5,constituency,PASS,MISMATCH,ballot_total differs between forms,score_outlier: พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง
อำเภอควนขนุน/32ตำบลปันแต.pdf,7,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/32ตำบลปันแต.pdf,10,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,
