district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,pdf_page,pdf_sequence,unit_district,source_subdistrict_pdf,polling_unit_no,moo,polling_place_pdf,registered_voters_66,province,registrar,latlong_subdistrict,latlong_location,latitude,longitude,electorate,latlong_row_id,latlong_match_method,latlong_match_score,coordinate_reused_count,merge_key_subdistrict_unit,latlong_merge_status
ควนขนุน,ทะเลน้อย,8,partylist,election_day,408,382,19,7,0,5,0,0,2,0,1,1,1,49,0,164,1,0,1,0,0,2,0,0,0,0,0,0,99,0,1,2,1,0,1,0,0,0,0,1,0,0,4,22,7,1,0,0,0,1,1,2,0,6,0,3,0,2,0,1,0,1.0,270.0,ควนขนุน,ทะเลน้อย,9.0,9,ศาลาประจ าหมู่บ้านบ้านบนตก,525.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนตก,7.3838149,100.2598974,2.0,25.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|8,matched
ควนขนุน,ทะเลน้อย,9,partylist,election_day,387,356,29,2,0,1,0,1,1,0,0,0,1,36,2,148,3,0,0,1,0,3,1,0,0,1,0,0,115,0,1,1,2,0,1,0,0,0,0,1,3,0,1,17,6,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,0,1.0,271.0,ควนขนุน,ทะเลน้อย,10.0,10,ศาลาประจ าหมู่บ้านบ้านบนกลาง,502.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนกลาง,7.3838149,100.2598974,2.0,26.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|9,matched
ควนขนุน,นาขยาด,0,partylist,election_day,681,648,21,12,0,2,0,0,2,0,0,0,1,106,0,366,4,0,2,1,0,4,0,0,0,0,0,0,93,0,0,2,7,0,0,0,0,0,0,0,3,2,0,34,5,0,0,0,0,0,0,2,3,2,0,0,0,6,0,1,0,3.0,336.0,ควนขนุน,นาขยาด,1.0,1,ศาลาประจ าหมู่บ้านบ้านศาลาต้นรักษ์,821.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านศาลาต้นรักษ์,7.679982700000001,99.9576849,2.0,27.0,location_exact_normalized,1.0,1.0,นาขยาด|0,matched
ควนขนุน,นาขยาด,1,partylist,election_day,656,619,22,15,0,1,1,0,2,0,1,1,1,78,0,377,9,1,0,0,0,4,0,1,0,0,0,0,76,0,0,1,10,0,1,0,0,0,0,0,3,2,2,23,6,1,0,0,1,0,0,0,1,10,0,0,0,5,0,0,0,3.0,337.0,ควนขนุน,นาขยาด,2.0,2,ศาลาประจ าหมู่บ้านบ้านพังดาน,812.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านพังดาน,7.670382399999999,99.9823069,2.0,28.0,location_exact_normalized,1.0,1.0,นาขยาด|1,matched
ควนขนุน,นาขยาด,2,partylist,election_day,326,311,10,5,0,0,0,0,1,0,0,0,0,30,0,166,2,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,6,0,0,0,0,0,0,0,0,0,1,8,4,0,0,0,0,0,0,0,0,3,0,1,0,6,0,2,0,3.0,338.0,ควนขนุน,นาขยาด,3.0,3,ศาลาประจ าหมู่บ้านบ้านเกาะยาง,404.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเกาะยาง,7.685908899999999,99.9794414,2.0,29.0,location_exact_normalized,1.0,1.0,นาขยาด|2,matched
ควนขนุน,นาขยาด,3,partylist,election_day,380,359,13,8,0,2,0,0,0,0,1,0,0,41,0,207,4,0,1,0,0,1,0,0,0,0,0,0,75,0,1,2,4,0,0,0,0,0,0,1,1,0,1,12,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,339.0,ควนขนุน,นาขยาด,4.0,4,ศาลาประจ าหมู่บ้านบ้านหนองในวัง,505.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านหนองในวัง,7.679982700000001,99.9576849,2.0,30.0,location_exact_normalized,1.0,1.0,นาขยาด|3,matched
ควนขนุน,นาขยาด,4,partylist,election_day,471,438,20,13,0,2,0,0,1,0,1,0,0,72,1,221,3,0,2,0,0,3,0,1,0,0,0,0,69,1,0,5,6,0,0,0,0,0,0,0,2,1,0,31,7,0,0,0,0,1,1,0,1,3,0,1,0,1,1,0,0,3.0,340.0,ควนขนุน,นาขยาด,5.0,5,ศาลาประจ าหมู่บ้านบ้านนาท่อม,575.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านนาท่อม,7.591457699999999,100.0019597,2.0,31.0,location_exact_normalized,1.0,1.0,นาขยาด|4,matched
ควนขนุน,นาขยาด,5,partylist,election_day,628,602,15,11,0,3,0,0,2,0,1,1,1,68,1,407,8,0,0,0,0,4,0,0,0,0,0,0,57,0,1,2,2,1,1,0,0,0,1,0,3,2,2,11,7,1,0,0,2,0,4,0,1,5,0,1,0,1,0,0,1,3.0,341.0,ควนขนุน,นาขยาด,6.0,6,ศาลาประจ าหมู่บ้านบ้านขันหมู่,796.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านขันหมู่,7.668115999999999,99.955747,2.0,32.0,location_exact_normalized,1.0,1.0,นาขยาด|5,matched
ควนขนุน,นาขยาด,6,partylist,election_day,387,368,13,6,0,0,0,0,0,0,0,0,0,67,0,224,5,1,2,0,0,3,1,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,2,0,2,25,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3.0,342.0,ควนขนุน,นาขยาด,7.0,7,ศาลาประจ าหมู่บ้านบ้านสะพานข่อย,469.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านสะพานข่อย,7.6901421,99.9402381,2.0,33.0,location_exact_normalized,1.0,1.0,นาขยาด|6,matched
ควนขนุน,นาขยาด,7,partylist,election_day,393,384,5,4,0,1,0,0,2,0,3,0,0,58,0,221,0,0,1,0,0,1,0,0,0,0,1,0,53,0,1,1,2,1,1,0,0,0,0,0,1,2,2,11,4,0,0,0,0,2,0,1,0,6,0,0,0,6,0,1,1,3.0,343.0,ควนขนุน,นาขยาด,8.0,8,ศาลาประจ าหมู่บ้านบ้านโงกน ้า,476.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโงกน้ำ,7.707698400000001,99.9269198,2.0,34.0,location_exact_normalized,1.0,1.0,นาขยาด|7,matched
ควนขนุน,นาขยาด,8,partylist,election_day,416,400,7,9,0,1,0,1,0,0,0,0,0,46,0,255,2,0,1,0,0,4,0,0,0,0,1,0,42,0,1,4,9,0,0,0,1,0,0,0,1,0,1,22,1,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,3.0,344.0,ควนขนุน,นาขยาด,9.0,9,ศาลาประจ าหมู่บ้านบ้านทุ่งส าโรง,495.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านทุ่งสำโรง,7.679982700000001,99.9576849,2.0,35.0,location_exact_normalized,1.0,1.0,นาขยาด|8,matched
ควนขนุน,นาขยาด,9,partylist,election_day,366,347,13,6,0,1,1,0,1,0,0,0,1,55,0,188,3,0,0,0,0,0,0,1,0,0,0,0,39,0,1,1,2,0,1,0,0,0,0,1,5,0,2,26,8,0,0,1,0,2,0,0,2,4,0,1,0,0,0,0,0,3.0,345.0,ควนขนุน,นาขยาด,10.0,10,ศาลาประจ าหมู่บ้านบ้านโรงรม,448.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโรงรม,7.679982700000001,99.9576849,2.0,36.0,location_exact_normalized,1.0,1.0,นาขยาด|9,matched
ควนขนุน,นาขยาด,10,partylist,election_day,404,388,6,10,0,1,0,0,1,0,0,0,2,52,0,260,1,0,0,0,0,4,0,0,0,0,1,0,36,0,0,1,2,0,0,0,1,0,0,0,1,0,1,13,2,0,0,0,0,1,1,0,0,5,0,1,1,0,0,0,0,3.0,346.0,ควนขนุน,นาขยาด,11.0,11,ศาลาประจ าหมู่บ้านบ้านไสควายฟัน,474.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านไสควายฟัน,7.679982700000001,99.9576849,2.0,37.0,location_exact_normalized,1.0,1.0,นาขยาด|10,matched
ควนขนุน,นาขยาด,11,partylist,election_day,456,436,15,5,0,0,0,0,1,0,4,0,0,76,0,239,3,0,0,1,0,2,0,0,0,0,0,0,75,0,2,0,6,0,0,1,0,0,0,0,2,0,0,10,4,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,1,3.0,347.0,ควนขนุน,นาขยาด,12.0,12,ศาลาประจ าหมู่บ้านบ้านเขาวังทอง,522.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเขาวังทอง,7.679982700000001,99.9576849,2.0,38.0,location_exact_normalized,1.0,1.0,นาขยาด|11,matched
ศรีนครินทร์,บ้านนา,0,partylist,election_day,619,576,33,10,0,0,0,0,1,0,6,0,1,75,0,306,4,0,1,2,0,8,0,0,0,1,0,0,82,1,0,4,2,4,1,1,0,0,0,0,4,1,1,35,15,1,0,1,0,0,0,2,1,8,0,0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,1,partylist,election_day,185,182,3,0,0,0,0,0,0,0,2,0,0,0,0,88,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,29,1,0,1,22,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,2,partylist,election_day,501,468,22,11,0,2,0,0,0,0,2,0,0,60,0,252,3,0,0,0,0,5,1,0,0,0,0,0,84,0,0,0,7,1,0,0,0,0,0,0,4,0,0,32,4,0,0,1,0,2,1,0,0,0,0,1,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,3,partylist,election_day,439,413,15,11,0,0,0,1,0,0,0,0,1,35,0,247,2,0,0,0,0,11,0,0,0,0,0,0,63,0,0,0,2,0,0,0,1,1,0,0,2,2,1,20,8,0,0,0,0,4,0,0,1,11,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,4,partylist,election_day,314,288,17,9,1,0,0,0,0,0,0,0,0,44,1,135,3,0,0,0,0,3,0,0,0,0,0,0,65,0,0,1,5,0,0,1,0,1,0,0,0,0,1,15,1,1,0,0,0,0,0,0,2,3,0,0,0,4,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,5,partylist,election_day,433,414,18,1,0,0,0,0,0,0,2,0,1,48,1,210,3,0,0,0,0,2,0,1,0,0,0,0,109,0,1,1,3,0,0,0,0,0,0,1,3,2,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,6,partylist,election_day,406,391,12,3,0,1,0,0,0,0,2,0,0,37,0,245,2,0,0,0,0,4,0,0,0,0,0,0,48,0,1,4,3,0,2,0,1,0,0,0,5,0,0,21,5,0,0,1,0,0,0,0,2,2,1,1,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,7,partylist,election_day,591,574,14,3,0,2,0,0,0,1,0,0,1,91,0,329,6,0,0,0,0,2,0,0,0,1,0,0,82,0,2,4,5,0,0,0,1,0,0,0,3,0,0,27,4,2,0,2,0,1,0,0,0,2,0,2,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,8,partylist,election_day,329,309,9,11,0,1,0,1,0,0,1,0,0,68,0,99,3,0,0,0,0,5,0,0,1,0,0,1,37,0,1,0,2,0,0,0,0,0,0,0,3,0,0,76,4,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,9,partylist,election_day,341,327,12,2,0,0,0,0,0,0,0,0,0,40,0,215,4,0,2,0,0,3,0,0,0,0,0,0,23,0,1,1,2,0,0,0,0,0,0,0,1,0,2,24,1,2,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,10,partylist,election_day,427,409,14,4,0,1,0,0,0,0,3,1,0,55,0,226,1,0,0,0,0,3,0,0,0,0,0,0,78,1,0,0,2,0,0,0,0,0,0,0,3,1,0,18,3,1,0,0,0,0,1,0,3,5,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,11,partylist,election_day,387,361,21,5,0,1,0,0,0,0,1,1,0,43,0,229,3,0,1,0,0,2,0,0,0,0,0,1,36,0,0,2,3,1,0,0,0,0,0,0,2,0,3,18,5,0,2,1,0,0,0,0,1,3,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ป่าพะยอม,บ้านพร้าว,0,partylist,election_day,438,419,7,12,1,2,0,0,0,0,1,0,0,109,0,213,3,0,0,0,0,3,0,2,0,0,0,0,45,0,4,0,3,0,0,0,0,0,0,0,1,0,0,23,3,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5.0,413.0,ป่าพะยอม,บ้านพร้าว,1.0,1,เต้นท์บริเวณตลาดใหม่ป่าพะยอม,564.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,เต๊นท์บริเวณตลาดใหม่ป่าพะยอม,7.814176799999999,99.9520961,2.0,190.0,location_fuzzy,0.9643,1.0,บ้านพร้าว|0,matched
ป่าพะยอม,บ้านพร้าว,1,partylist,election_day,392,368,11,13,0,0,1,0,1,0,3,0,0,65,0,197,3,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,8,1,0,0,2,0,0,0,1,1,1,10,5,1,0,0,0,1,0,0,2,4,0,0,0,5,0,0,0,5.0,414.0,ป่าพะยอม,บ้านพร้าว,2.0,1,ศาลาประจ าหมู่บ้านบ้านพร้าว,553.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านพร้าว,7.8144408,99.9409196,2.0,191.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|1,matched
ป่าพะยอม,บ้านพร้าว,2,partylist,election_day,506,481,18,7,0,0,0,0,1,0,0,0,0,79,1,264,4,0,1,0,0,3,0,0,0,0,1,0,63,0,0,5,10,0,0,0,0,0,0,0,2,0,2,18,6,4,0,0,3,2,0,1,0,5,1,0,0,3,0,2,0,5.0,415.0,ป่าพะยอม,บ้านพร้าว,3.0,2,ศาลาประจ าหมู่บ้านบ้านตลิ่งชัน,727.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านตลิ่งชัน,7.7965689,99.92745370000002,2.0,192.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|2,matched
ป่าพะยอม,บ้านพร้าว,3,partylist,election_day,677,645,23,9,0,2,0,0,2,0,2,2,0,90,0,345,11,0,1,0,0,7,0,0,0,1,1,0,110,0,0,2,12,0,0,1,0,0,0,1,7,0,0,15,10,4,0,0,0,0,1,0,2,13,0,0,0,1,0,1,1,5.0,416.0,ป่าพะยอม,บ้านพร้าว,4.0,3,ศาลาประจ าหมู่บ้านบ้านศาลาน ้า,802.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านศาลาน้ำ,7.830872999999999,99.930464,2.0,193.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|3,matched
ป่าพะยอม,บ้านพร้าว,4,partylist,election_day,318,306,9,3,1,0,0,0,0,0,0,0,0,45,0,207,2,0,2,1,0,1,0,0,0,0,0,0,19,0,1,0,4,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,5.0,417.0,ป่าพะยอม,บ้านพร้าว,5.0,4,ศาลาประจ าหมู่บ้านบ้านบ่อทราย,419.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทราย,7.836562000000001,99.9709605,2.0,194.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|4,matched
ป่าพะยอม,บ้านพร้าว,5,partylist,election_day,243,231,8,4,0,0,1,0,0,0,1,0,1,26,0,153,2,0,0,0,0,3,0,0,0,0,0,0,24,0,0,2,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,5.0,418.0,ป่าพะยอม,บ้านพร้าว,6.0,5,ศาลาประจ าหมู่บ้านบ้านไสอ้อ,313.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสอ้อ,7.8144408,99.9409196,2.0,195.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|5,matched
ป่าพะยอม,บ้านพร้าว,6,partylist,election_day,628,603,13,12,0,2,0,0,0,0,3,0,1,81,1,346,7,0,0,0,0,5,0,1,0,2,0,0,79,0,1,0,10,2,0,0,0,0,0,0,3,1,2,34,6,1,0,0,0,0,1,0,2,10,1,0,0,1,0,0,0,5.0,419.0,ป่าพะยอม,บ้านพร้าว,7.0,6,ศาลาประจ าหมู่บ้านบ้านหาดสูง,767.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหาดสูง,7.8144408,99.9409196,2.0,196.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|6,matched
ป่าพะยอม,บ้านพร้าว,7,partylist,election_day,373,360,13,0,0,0,0,1,0,0,1,0,0,46,1,217,6,0,0,0,1,1,1,0,0,0,1,0,54,0,0,1,2,0,0,0,0,0,0,0,1,0,3,7,7,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,5.0,420.0,ป่าพะยอม,บ้านพร้าว,8.0,7,ศาลาประจ าหมู่บ้านบ้านไสกล้วย,468.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสกล้วย,7.8144408,99.9409196,2.0,197.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|7,matched
ป่าพะยอม,บ้านพร้าว,8,partylist,election_day,687,657,22,8,0,0,0,0,2,0,1,5,2,69,0,420,10,0,1,0,0,3,0,0,0,0,0,0,94,1,0,2,5,0,0,1,0,1,0,0,1,1,3,11,8,4,0,0,1,0,1,0,0,6,0,2,0,2,0,0,0,5.0,421.0,ป่าพะยอม,บ้านพร้าว,9.0,8,ศาลาประจ าหมู่บ้านบ้านหน้าป่า,833.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหน้าป่า,7.7994581,99.9130875,2.0,198.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|8,matched
ป่าพะยอม,บ้านพร้าว,9,partylist,election_day,636,605,23,8,0,1,0,0,1,0,3,0,0,99,0,366,7,0,1,1,0,2,0,0,0,0,0,0,65,1,0,1,6,1,2,1,0,0,0,0,1,0,0,15,11,2,0,1,0,0,1,1,0,9,0,1,0,5,0,0,0,5.0,422.0,ป่าพะยอม,บ้านพร้าว,10.0,9,ศาลาประจ าหมู่บ้านบ้านไผ่รอบ,810.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไผ่รอบ,7.8144408,99.9409196,2.0,199.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|9,matched
ป่าพะยอม,บ้านพร้าว,10,partylist,election_day,443,418,17,8,0,1,0,0,1,0,0,0,0,52,0,237,6,0,0,1,0,9,1,0,0,0,0,0,52,0,5,2,2,0,0,0,1,0,0,0,3,2,0,17,11,2,0,1,0,0,1,0,1,6,0,0,0,4,0,0,0,5.0,423.0,ป่าพะยอม,บ้านพร้าว,11.0,10,ศาลาประจ าหมู่บ้านบ้านบ่อทรายใน,602.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทรายใน,7.836562000000001,99.9709605,2.0,200.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|10,matched
ควนขนุน,ปันแต,0,partylist,election_day,227,217,7,3,0,0,0,0,0,0,1,0,0,27,0,133,3,0,1,0,0,3,0,1,0,0,0,0,25,0,1,0,2,0,0,0,0,0,0,0,0,0,2,11,0,0,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,4.0,364.0,ควนขนุน,ปันแต,1.0,1,ศาลาประจ าหมู่บ้านบ้านปลายคลอง,281.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปลายคลอง,7.792807099999998,100.0611429,2.0,56.0,location_exact_normalized,1.0,1.0,ปันแต|0,matched
ควนขนุน,ปันแต,1,partylist,election_day,129,126,2,1,0,0,0,0,0,0,0,0,0,15,1,77,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,365.0,ควนขนุน,ปันแต,2.0,2,ศาลาประจ าหมู่บ้านบ้านปันแต,160.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปันแต,7.791803600000001,100.0351252,2.0,57.0,location_exact_normalized,1.0,1.0,ปันแต|1,matched
ควนขนุน,ปันแต,2,partylist,election_day,493,483,5,5,0,0,0,0,0,0,2,0,0,62,0,317,5,0,2,0,0,3,0,0,0,0,0,0,57,0,0,2,3,0,0,0,0,2,0,0,1,0,0,16,3,1,0,1,0,0,0,0,1,3,0,2,0,0,0,0,0,4.0,366.0,ควนขนุน,ปันแต,3.0,3,ศาลาประจ าหมู่บ้านบ้านส านักกอ,593.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสำนักกอ,7.804429099999999,100.0067757,2.0,58.0,location_exact_normalized,1.0,1.0,ปันแต|2,matched
ควนขนุน,ปันแต,3,partylist,election_day,251,240,9,2,0,0,0,0,1,0,2,0,0,16,0,141,1,0,1,0,0,1,0,0,0,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4.0,367.0,ควนขนุน,ปันแต,4.0,4,ศาลาประจ าหมู่บ้านบ้านปากสระ,337.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปากสระ,7.804978500000001,100.0569463,2.0,59.0,location_exact_normalized,1.0,1.0,ปันแต|3,matched
ควนขนุน,ปันแต,4,partylist,election_day,490,467,13,10,0,0,0,0,0,0,2,0,0,47,2,283,5,0,1,0,0,4,1,1,0,0,0,0,80,1,1,1,4,0,1,0,0,0,0,0,3,0,3,18,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,4.0,368.0,ควนขนุน,ปันแต,5.0,5,ศาลาประจ าหมู่บ้านบ้านควนปันแต,633.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านควนปันแต,7.8043368,100.0275755,2.0,60.0,location_exact_normalized,1.0,1.0,ปันแต|4,matched
ควนขนุน,ปันแต,5,partylist,election_day,498,477,15,6,1,0,0,0,0,0,0,0,1,59,1,267,5,0,0,0,0,6,0,0,0,1,2,0,79,0,0,1,6,0,0,0,0,0,0,0,2,0,1,25,7,1,0,1,1,0,1,0,1,7,0,0,0,1,0,0,0,4.0,369.0,ควนขนุน,ปันแต,6.0,6,ศาลาประจ าหมู่บ้านบ้านในไร่,602.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านในไร่,7.7882409,100.0275755,2.0,61.0,location_exact_normalized,1.0,1.0,ปันแต|5,matched
ควนขนุน,ปันแต,6,partylist,election_day,200,195,3,2,0,1,0,0,0,0,2,0,0,23,0,104,2,0,0,1,0,2,0,0,0,0,0,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,4.0,370.0,ควนขนุน,ปันแต,7.0,7,ศาลาประจ าหมู่บ้านบ้านโพธิ์,246.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านโพธิ์,7.7850935,100.0471549,2.0,62.0,location_exact_normalized,1.0,1.0,ปันแต|6,matched
ควนขนุน,ปันแต,7,partylist,election_day,171,168,3,0,0,1,0,0,2,0,1,0,0,16,0,115,3,0,1,0,0,2,1,0,0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.0,371.0,ควนขนุน,ปันแต,8.0,8,ศาลาประจ าหมู่บ้านบ้านสุนทราออก,199.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราออก,7.782078799999999,100.0611429,2.0,63.0,location_exact_normalized,1.0,1.0,ปันแต|7,matched
ควนขนุน,ปันแต,8,partylist,election_day,349,342,5,2,0,0,0,0,0,0,1,0,0,38,0,221,4,0,1,1,0,3,0,0,0,0,0,0,44,0,0,0,2,0,0,0,0,0,0,0,0,0,1,17,1,1,0,0,1,0,2,0,0,1,0,0,1,2,0,0,0,4.0,372.0,ควนขนุน,ปันแต,9.0,9,ศาลาประจ าหมู่บ้านบ้านสุนทราตก,457.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราตก,7.782478,100.0443576,2.0,64.0,location_exact_normalized,1.0,1.0,ปันแต|8,matched
