district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,pdf_page,pdf_sequence,unit_district,source_subdistrict_pdf,polling_unit_no,moo,polling_place_pdf,registered_voters_66,province,registrar,latlong_subdistrict,latlong_location,latitude,longitude,electorate,latlong_row_id,latlong_match_method,latlong_match_score,coordinate_reused_count,merge_key_subdistrict_unit,latlong_merge_status
กงหรา2,ชะรัด,2,partylist,election_day,655,631,16,8,0,0,0,0,3,1,2,0,2,90,5,390,7,0,3,0,0,5,1,0,0,1,0,0,55,0,0,1,5,0,2,0,1,0,0,1,4,0,3,27,2,2,0,2,0,0,0,0,0,12,0,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
กงหรา2,ชะรัด,3,partylist,election_day,331,308,16,7,0,2,0,0,0,0,1,0,0,44,6,171,4,0,0,1,0,2,1,0,0,0,0,0,37,0,0,1,4,0,0,0,0,0,0,0,0,0,1,23,3,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
กงหรา2,ชะรัด,4,partylist,election_day,399,383,14,2,0,0,0,0,0,0,0,0,0,69,7,170,0,0,3,0,1,7,0,0,0,0,1,0,55,2,2,2,3,0,0,0,0,0,0,0,5,2,1,41,7,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
กงหรา2,ชะรัด,5,partylist,election_day,429,412,15,2,0,8,0,0,0,0,4,0,0,74,1,172,3,0,1,0,0,13,1,0,0,0,0,0,75,0,1,2,2,0,0,0,0,0,0,0,4,0,0,37,4,0,0,0,0,1,0,0,1,4,0,1,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,unmatched
กงหรา2,ชะรัด,6,partylist,election_day,277,271,3,3,0,1,0,0,1,0,0,0,0,26,0,153,3,0,0,0,0,0,0,0,0,1,0,0,65,0,0,1,3,0,1,0,1,0,0,0,1,0,0,9,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
กงหรา2,ชะรัด,7,partylist,election_day,617,592,15,10,0,1,0,0,3,0,2,0,0,69,1,359,6,0,1,0,0,5,1,0,0,1,0,0,99,0,2,1,5,2,1,0,0,0,0,0,2,2,1,8,4,0,0,0,0,1,2,1,2,7,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
กงหรา2,ชะรัด,8,partylist,election_day,383,360,13,10,0,0,0,0,1,0,0,0,0,49,2,222,5,0,0,0,0,7,0,1,0,0,0,0,43,0,0,1,4,0,1,0,0,0,0,0,2,0,1,11,3,0,0,0,0,1,0,0,1,3,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
กงหรา2,ชะรัด,9,partylist,election_day,517,490,22,5,0,0,0,0,1,1,3,1,3,42,3,313,1,1,0,1,0,5,0,0,1,0,0,0,69,1,1,0,5,0,2,0,0,0,0,0,4,0,2,11,5,1,0,0,1,1,0,1,0,7,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,0,partylist,election_day,645,596,25,24,0,0,0,0,0,0,3,0,1,89,1,341,3,0,0,1,0,7,0,0,0,2,1,1,63,0,3,3,7,0,2,0,2,0,0,0,2,1,2,35,8,2,0,1,1,2,0,0,5,2,0,3,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,1,partylist,election_day,345,328,12,5,1,1,1,0,0,0,1,0,1,45,1,212,4,0,0,0,0,6,0,0,0,0,1,0,15,0,1,1,2,0,0,0,0,0,0,0,2,0,0,19,5,2,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,2,partylist,election_day,363,339,16,8,0,2,0,1,0,0,0,0,0,71,0,153,5,0,2,0,0,4,1,1,0,1,0,0,30,0,2,2,7,0,0,0,0,1,0,2,1,0,1,37,7,1,0,1,0,1,0,0,2,1,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,3,partylist,election_day,418,375,19,24,1,6,2,0,0,0,13,1,1,66,1,85,5,0,0,1,0,11,0,0,0,3,0,0,45,3,3,8,8,0,0,1,0,2,0,0,24,0,0,38,18,1,0,0,0,0,1,0,1,23,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,4,partylist,election_day,402,384,13,5,0,1,1,0,1,0,3,0,1,50,0,248,5,0,1,0,0,6,0,1,0,1,0,0,27,0,1,1,2,0,0,0,1,0,0,0,2,0,0,22,1,1,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,5,partylist,election_day,493,455,22,16,0,0,0,0,1,0,1,0,0,56,1,269,7,0,0,2,0,8,2,1,0,1,0,0,53,1,2,0,6,1,0,2,0,0,0,1,1,1,0,25,2,5,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,6,partylist,election_day,274,259,5,10,0,0,0,0,0,0,1,0,0,41,0,150,2,0,0,0,0,3,0,0,0,1,1,0,25,0,0,3,2,0,1,0,0,0,0,0,1,0,1,14,8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,7,partylist,election_day,637,604,20,13,0,1,0,0,0,0,11,1,0,134,0,301,3,0,3,0,0,3,1,2,0,0,0,0,66,1,2,3,5,0,0,0,1,1,0,0,5,0,0,36,4,3,0,2,0,1,0,2,1,2,0,1,0,6,0,2,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,8,partylist,election_day,290,274,9,7,0,0,0,0,1,0,0,0,1,35,0,176,3,0,1,0,0,2,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,1,0,1,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,9,partylist,election_day,349,331,9,9,0,1,0,1,1,0,1,0,1,35,0,206,1,0,1,0,0,5,0,0,0,0,0,0,31,1,1,0,4,0,0,0,1,0,0,0,2,0,1,26,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,10,partylist,election_day,547,526,21,0,0,0,0,1,1,0,7,0,0,75,0,310,6,0,1,0,0,10,0,2,1,1,0,0,44,0,0,0,4,0,0,0,0,0,0,0,3,0,4,37,3,0,0,1,0,1,0,0,1,7,0,0,0,3,0,0,3,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,11,partylist,election_day,244,224,11,9,0,1,0,0,0,0,0,1,0,35,0,118,3,0,0,0,0,7,0,1,0,1,0,0,20,0,1,1,2,0,1,0,0,0,0,0,0,0,1,22,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,12,partylist,election_day,254,245,3,6,2,0,0,0,0,0,2,1,0,24,0,179,1,0,0,0,0,1,0,0,0,0,1,0,7,0,1,0,3,1,0,1,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,13,partylist,election_day,275,260,10,5,0,0,0,0,1,0,1,0,0,28,0,166,2,0,1,1,0,3,0,0,0,0,0,0,20,0,3,4,0,0,0,0,0,0,1,0,3,0,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,ชุมพล,14,partylist,election_day,247,242,5,0,0,0,0,0,1,0,4,0,0,33,0,154,2,1,1,0,0,2,1,0,0,0,0,0,17,0,0,1,1,0,0,1,0,0,0,0,2,1,1,14,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ควนขนุน,ดอนทราย,0,partylist,election_day,206,202,2,2,0,1,0,0,1,0,0,0,0,27,0,105,1,0,0,0,0,0,1,1,0,0,0,0,42,0,0,1,3,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,3.0,325.0,ควนขนุน,ดอนทราย,1.0,1,ศาลาประจ าหมู่บ้านบ้านเขากอย,254.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านเขากอย,7.7173634,99.9632741,2.0,80.0,location_exact_normalized,1.0,1.0,ดอนทราย|0,matched
ควนขนุน,ดอนทราย,1,partylist,election_day,372,357,10,5,1,1,0,0,1,0,3,0,0,68,0,193,4,0,1,0,0,1,0,0,0,0,0,1,52,0,0,1,3,0,0,0,1,0,0,0,0,1,1,14,3,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,3.0,326.0,ควนขนุน,ดอนทราย,2.0,2,ศาลาประจ าหมู่บ้านบ้านหม้อ,437.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านหม้อ,7.7253162,99.9828919,2.0,81.0,location_exact_normalized,1.0,1.0,ดอนทราย|1,matched
ควนขนุน,ดอนทราย,2,partylist,election_day,301,286,11,4,0,3,0,0,0,0,0,0,0,26,0,196,2,0,1,0,0,1,0,0,0,0,0,0,27,0,1,0,5,0,0,0,0,1,0,0,0,1,2,7,4,2,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,3.0,327.0,ควนขนุน,ดอนทราย,3.0,3,ศาลาประจ าหมู่บ้านบ้านเขาวัง,356.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านเขาวัง,7.7066667,99.9511111,2.0,82.0,location_exact_normalized,1.0,1.0,ดอนทราย|2,matched
ควนขนุน,ดอนทราย,3,partylist,election_day,255,246,3,6,0,1,0,0,2,0,1,0,0,30,0,109,3,0,0,0,0,1,0,0,0,0,0,0,70,0,1,2,10,0,1,0,0,0,0,0,2,0,0,3,1,1,0,0,0,0,1,0,0,3,0,2,0,2,0,0,0,3.0,328.0,ควนขนุน,ดอนทราย,4.0,4,ศาลาประจ าหมู่บ้านบ้านล ารุณ,303.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านลำรุณ,7.7173634,99.9632741,2.0,83.0,location_exact_normalized,1.0,1.0,ดอนทราย|3,matched
ควนขนุน,ดอนทราย,4,partylist,election_day,475,456,15,4,1,2,0,0,0,0,1,0,0,43,2,281,8,0,0,0,0,3,0,0,0,0,0,0,75,0,2,1,2,0,0,0,1,1,0,0,1,0,1,6,11,0,0,0,4,2,1,0,0,2,0,2,0,3,0,0,0,3.0,329.0,ควนขนุน,ดอนทราย,5.0,5,ศาลาประจ าหมู่บ้านบ้านควนเหลง,568.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านควนเหลง,7.7173634,99.9632741,2.0,84.0,location_exact_normalized,1.0,1.0,ดอนทราย|4,matched
ควนขนุน,ดอนทราย,5,partylist,election_day,284,279,2,3,0,1,0,0,1,0,1,0,0,32,0,126,1,0,1,0,0,1,0,0,0,1,0,0,76,1,1,1,8,0,0,0,0,0,0,0,3,0,1,8,1,1,0,0,0,0,0,0,0,3,0,2,0,7,0,0,1,3.0,330.0,ควนขนุน,ดอนทราย,6.0,6,ศาลาประจ าหมู่บ้านบ้านเกาะทอง,345.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านเกาะทอง,7.722331100000001,99.9800438,2.0,85.0,location_exact_normalized,1.0,1.0,ดอนทราย|5,matched
ควนขนุน,ดอนทราย,6,partylist,election_day,528,504,20,4,0,0,1,0,1,1,5,1,1,68,0,257,2,0,0,2,0,1,1,0,0,1,0,1,114,0,1,2,9,0,0,0,0,0,0,0,1,0,0,16,6,2,0,0,0,0,0,1,0,3,1,1,0,1,0,1,2,3.0,331.0,ควนขนุน,ดอนทราย,7.0,7,ศาลาประจ าหมู่บ้านบ้านควนดินแดง,668.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านควนดินแดง,7.7186105,99.9665503,2.0,86.0,location_exact_normalized,1.0,1.0,ดอนทราย|6,matched
ควนขนุน,ดอนทราย,7,partylist,election_day,262,255,5,2,0,0,0,0,0,0,0,0,0,34,1,120,3,0,0,0,0,3,0,0,0,0,0,0,63,1,0,0,2,0,0,0,1,0,0,1,0,0,0,15,3,1,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,3.0,332.0,ควนขนุน,ดอนทราย,8.0,8,ศาลาประจ าหมู่บ้านบ้านจันนา,319.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านจันนา,7.7290582,99.9418062,2.0,87.0,location_exact_normalized,1.0,1.0,ดอนทราย|7,matched
ควนขนุน,ดอนทราย,8,partylist,election_day,586,568,15,3,1,9,1,0,1,0,1,0,0,68,0,368,5,0,0,0,0,3,0,0,0,0,0,0,68,1,2,1,1,0,0,0,2,2,0,0,1,1,2,15,2,2,0,1,0,2,1,0,1,3,0,0,0,3,0,0,0,3.0,333.0,ควนขนุน,ดอนทราย,9.0,9,ศาลาประจ าหมู่บ้านบ้านไสอ้อย,698.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านไสอ้อย,7.706008700000001,99.9771524,2.0,88.0,location_exact_normalized,1.0,1.0,ดอนทราย|8,matched
ควนขนุน,ดอนทราย,9,partylist,election_day,379,367,6,6,0,0,0,0,0,0,1,0,0,42,0,214,1,0,0,0,0,0,0,1,0,0,0,0,74,1,0,0,2,0,0,0,0,0,0,0,1,0,2,10,6,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3.0,334.0,ควนขนุน,ดอนทราย,10.0,10,ศาลาประจ าหมู่บ้านบ้านไสโพธิ์,463.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,7.7714851,100.0555474,2.0,89.0,location_exact_normalized,1.0,1.0,ดอนทราย|9,matched
ควนขนุน,ดอนทราย,10,partylist,election_day,264,252,10,2,1,0,0,0,2,0,0,0,0,23,0,151,1,0,1,0,0,3,0,0,0,0,0,0,36,0,0,1,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,2,0,5,0,1,0,3,0,0,0,3.0,335.0,ควนขนุน,ดอนทราย,11.0,11,ศาลาประจ าหมู่บ้านบ้านจันนาตก,325.0,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านจันนาตก,7.7290582,99.9418062,2.0,90.0,location_exact_normalized,1.0,1.0,ดอนทราย|10,matched
ศรีบรรพต,ตะแพน,0,partylist,election_day,340,329,9,2,0,2,0,0,0,0,2,0,1,31,0,208,3,0,2,0,0,3,0,0,0,0,0,0,40,0,0,0,3,0,0,1,0,0,0,1,2,0,0,19,5,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,6.0,455.0,ศรีบรรพต,ตะแพน,1.0,1,ศาลาประจ าหมู่บ้าน บ้านสวนโหนด,397.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านสวนโหนด หมู่ที่ 1,7.6514478,99.9629591,2.0,158.0,location_fuzzy,0.875,1.0,ตะแพน|0,matched
ศรีบรรพต,ตะแพน,1,partylist,election_day,603,582,15,6,0,0,0,0,0,0,2,0,0,98,2,272,4,0,0,0,0,4,0,0,0,0,0,0,121,0,1,1,3,1,0,1,0,0,0,0,3,2,0,40,9,0,0,2,0,0,0,1,2,8,0,0,0,3,0,1,1,6.0,456.0,ศรีบรรพต,ตะแพน,2.0,2,โรงอาหารโรงเรียนวัดตะแพน,713.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,โรงอาหารโรงเรียนวัดตะแพน,7.6554624,99.8766586,2.0,159.0,location_exact_normalized,1.0,1.0,ตะแพน|1,matched
ศรีบรรพต,ตะแพน,2,partylist,election_day,335,323,4,8,0,0,0,1,1,0,0,0,0,55,2,208,3,0,0,0,0,8,0,0,0,0,0,0,15,0,0,1,1,0,0,0,0,0,0,0,1,0,2,15,2,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,6.0,457.0,ศรีบรรพต,ตะแพน,3.0,3,ศาลาประจ าหมู่บ้าน บ้านวังยาว,398.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านวังยาว หมู่ที่ 3,7.639195399999998,99.8683073,2.0,160.0,location_fuzzy,0.871,1.0,ตะแพน|2,matched
ศรีบรรพต,ตะแพน,3,partylist,election_day,144,143,1,0,0,0,0,0,0,0,1,0,0,24,0,86,1,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,458.0,ศรีบรรพต,ตะแพน,4.0,4,ศาลาประจ าหมู่บ้าน บ้านห้วยครก,161.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,7.6452374,99.8090063,2.0,161.0,location_fuzzy,0.875,1.0,ตะแพน|3,matched
ศรีบรรพต,ตะแพน,4,partylist,election_day,549,522,18,9,0,5,0,1,0,1,3,0,0,111,0,297,5,0,1,0,1,6,0,0,0,0,0,0,40,0,1,1,3,2,1,0,0,0,0,0,2,1,1,20,5,1,0,0,1,0,0,1,2,7,0,0,0,2,0,0,0,6.0,459.0,ศรีบรรพต,ตะแพน,5.0,5,ศาลาประจ าหมู่บ้าน บ้านท่ายูง,633.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านท่ายูง หมู่ที่ 5,7.618795599999999,99.8236533,2.0,162.0,location_fuzzy,0.871,1.0,ตะแพน|4,matched
ศรีบรรพต,ตะแพน,5,partylist,election_day,376,369,5,2,0,1,0,0,2,0,2,0,0,50,0,227,0,0,0,0,0,8,0,0,0,0,0,1,36,0,1,3,4,0,2,0,1,0,0,1,0,2,0,11,5,1,0,2,0,0,0,0,0,6,0,0,0,2,0,1,0,6.0,460.0,ศรีบรรพต,ตะแพน,6.0,6,ศาลาประจ าหมู่บ้าน บ้านหน้าควน,460.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านหน้าควน หมู่ที่ 6,7.6508473,99.9437136,2.0,163.0,location_fuzzy,0.875,1.0,ตะแพน|5,matched
ศรีบรรพต,ตะแพน,6,partylist,election_day,614,602,6,6,0,0,0,0,0,0,1,0,0,65,0,435,3,1,1,0,2,5,0,0,0,0,0,0,46,2,1,1,4,0,1,1,0,0,0,0,2,0,2,16,5,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,6.0,461.0,ศรีบรรพต,ตะแพน,7.0,7,โรงอาหารโรงเรียนบ้านหัสคุณ,742.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,โรงอาหารโรงเรียนบ้านหัสคุณ,7.6497788,99.9285556,2.0,164.0,location_exact_normalized,1.0,1.0,ตะแพน|6,matched
ศรีบรรพต,ตะแพน,7,partylist,election_day,343,336,5,2,0,2,0,0,1,0,1,1,0,32,1,202,5,0,0,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,1,0,1,0,0,0,1,3,4,28,1,2,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,6.0,462.0,ศรีบรรพต,ตะแพน,8.0,8,ส านักสงฆ์บ้านท่าข้าม,389.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,สำนักสงฆ์บ้านท่าข้าม,7.6775386,99.8988081,2.0,165.0,location_exact_normalized,1.0,1.0,ตะแพน|7,matched
ศรีบรรพต,ตะแพน,8,partylist,election_day,339,320,12,7,0,1,0,0,0,0,2,0,1,54,0,196,2,0,0,1,0,2,0,0,0,0,0,0,36,0,1,0,8,0,0,0,1,0,0,0,0,1,0,7,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,7.0,463.0,ศรีบรรพต,ตะแพน,9.0,9,อาคารโรงเรียนบ้านสวนโหนด,429.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,อาคารโรงเรียนบ้านสวนโหนด,7.6514478,99.9629591,2.0,166.0,location_exact_normalized,1.0,1.0,ตะแพน|8,matched
ควนขนุน,ทะเลน้อย,0,partylist,election_day,614,578,30,6,0,2,0,1,1,0,4,0,0,56,0,287,6,0,2,0,1,10,1,0,0,2,1,0,110,1,1,2,4,1,1,0,2,0,0,0,6,1,1,59,2,1,0,0,0,0,0,0,0,7,0,0,0,2,0,2,1,1.0,262.0,ควนขนุน,ทะเลน้อย,1.0,1,ศาลาประจ าหมู่บ้านบ้านทะเลน้อย,857.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,7.7777536,100.1167953,2.0,17.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|0,matched
ควนขนุน,ทะเลน้อย,1,partylist,election_day,330,314,12,4,0,0,0,0,3,0,0,0,0,46,0,130,0,0,0,0,0,4,1,0,0,0,1,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,1,0,0,0,7,0,2,0,1,0,0,0,1.0,263.0,ควนขนุน,ทะเลน้อย,2.0,2,ศาลากลางบ้านหัวเลี้ยว,402.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลากลางบ้านหัวเลี้ยว,7.782416400000001,100.1591213,2.0,18.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|1,matched
ควนขนุน,ทะเลน้อย,2,partylist,election_day,341,320,17,4,0,0,0,2,0,0,2,0,0,41,0,138,1,0,2,0,0,1,1,0,0,0,0,0,63,0,1,1,1,0,1,0,0,0,0,1,0,0,0,49,3,0,0,1,0,1,0,0,0,7,0,0,0,3,0,0,0,1.0,264.0,ควนขนุน,ทะเลน้อย,3.0,3,ศาลาทวดวิรุฬเจ้าแม่อุบล,480.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาทวดวิรุฬเจ้าแม่อุบล,7.7872498,100.1162419,2.0,19.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|2,matched
ควนขนุน,ทะเลน้อย,3,partylist,election_day,377,355,18,4,0,0,0,2,2,0,0,0,0,30,1,131,8,0,0,0,0,1,0,0,0,0,0,0,139,1,1,2,1,0,0,1,1,0,0,0,2,1,0,17,2,1,0,0,0,2,0,2,1,6,0,0,0,0,0,0,0,1.0,265.0,ควนขนุน,ทะเลน้อย,4.0,4,ศาลาประจ าหมู่บ้านบ้านบนออก,434.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนออก,7.3838149,100.2598974,2.0,20.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|3,matched
ควนขนุน,ทะเลน้อย,4,partylist,election_day,508,476,29,3,0,1,0,0,0,0,0,1,0,58,1,202,4,0,1,1,0,1,3,0,0,2,0,0,110,0,2,1,2,1,0,1,1,0,0,0,1,0,0,56,9,2,0,1,0,0,0,1,1,8,0,2,0,2,0,0,0,1.0,266.0,ควนขนุน,ทะเลน้อย,5.0,5,ศาลาประจ าหมู่บ้านบ้านปลายตรอก,691.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านปลายตรอก,7.3838149,100.2598974,2.0,21.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|4,matched
ควนขนุน,ทะเลน้อย,5,partylist,election_day,296,278,15,3,0,2,0,0,0,0,1,0,0,21,0,138,2,0,1,0,0,2,2,0,0,0,0,0,64,1,0,1,4,0,2,1,0,0,0,0,2,1,0,24,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1.0,267.0,ควนขนุน,ทะเลน้อย,6.0,6,ศาลาประจ าหมู่บ้านบ้านโคกศักดิ์,380.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านโคกศักดิ์,7.814868300000001,100.1479182,2.0,22.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|5,matched
ควนขนุน,ทะเลน้อย,6,partylist,election_day,337,315,17,5,0,1,0,0,0,0,0,0,0,27,1,173,8,0,0,0,0,2,1,0,0,0,0,0,64,0,2,1,1,0,0,1,0,0,0,0,3,0,1,22,0,0,0,2,0,0,0,0,1,2,0,0,1,1,0,0,0,1.0,268.0,ควนขนุน,ทะเลน้อย,7.0,7,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,443.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,7.876837900000001,100.0242995,2.0,23.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|6,matched
ควนขนุน,ทะเลน้อย,7,partylist,election_day,456,429,19,8,0,4,0,0,0,0,0,0,0,55,1,230,4,0,0,1,1,1,0,1,0,0,1,0,84,0,0,6,2,0,0,0,0,0,0,2,4,1,2,13,5,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,1.0,269.0,ควนขนุน,ทะเลน้อย,8.0,8,ศาลาประจ าหมู่บ้านบ้านโคกเมา,557.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านโคกเมา,7.814868300000001,100.1479182,2.0,24.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|7,matched
