district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,pdf_page,pdf_sequence,unit_district,source_subdistrict_pdf,polling_unit_no,moo,polling_place_pdf,registered_voters_66,province,registrar,latlong_subdistrict,latlong_location,latitude,longitude,electorate,latlong_row_id,latlong_match_method,latlong_match_score,coordinate_reused_count,merge_key_subdistrict_unit,latlong_merge_status,latlong_result_match_method
ควนขนุน,ดอนทราย,1,constituency,election_day,372,365,2,5,81,2,39,207,30,0,6,3,326,ควนขนุน,ดอนทราย,2,2,ศาลาประจ าหมู่บ้านบ้านหม้อ,437,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านหม้อ,7.7253162,99.9828919,2,81,location_exact_normalized,1.0,1,ดอนทราย|1,matched,exact_key
ควนขนุน,ดอนทราย,2,constituency,election_day,301,290,7,4,53,0,22,208,7,0,0,3,327,ควนขนุน,ดอนทราย,3,3,ศาลาประจ าหมู่บ้านบ้านเขาวัง,356,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านเขาวัง,7.7066667,99.9511111,2,82,location_exact_normalized,1.0,1,ดอนทราย|2,matched,exact_key
ควนขนุน,ดอนทราย,3,constituency,election_day,255,250,1,4,30,1,9,204,6,0,0,3,328,ควนขนุน,ดอนทราย,4,4,ศาลาประจ าหมู่บ้านบ้านล ารุณ,303,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านลำรุณ,7.7173634,99.9632741,2,83,location_exact_normalized,1.0,1,ดอนทราย|3,matched,exact_key
ควนขนุน,ดอนทราย,4,constituency,election_day,475,452,14,9,76,2,49,306,19,0,0,3,329,ควนขนุน,ดอนทราย,5,5,ศาลาประจ าหมู่บ้านบ้านควนเหลง,568,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านควนเหลง,7.7173634,99.9632741,2,84,location_exact_normalized,1.0,1,ดอนทราย|4,matched,exact_key
ควนขนุน,ดอนทราย,5,constituency,election_day,284,272,5,7,29,0,12,215,13,1,2,3,330,ควนขนุน,ดอนทราย,6,6,ศาลาประจ าหมู่บ้านบ้านเกาะทอง,345,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านเกาะทอง,7.722331100000001,99.9800438,2,85,location_exact_normalized,1.0,1,ดอนทราย|5,matched,exact_key
ควนขนุน,ดอนทราย,6,constituency,election_day,528,519,5,4,44,2,22,434,17,0,0,3,331,ควนขนุน,ดอนทราย,7,7,ศาลาประจ าหมู่บ้านบ้านควนดินแดง,668,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านควนดินแดง,7.7186105,99.9665503,2,86,location_exact_normalized,1.0,1,ดอนทราย|6,matched,exact_key
ควนขนุน,ดอนทราย,7,constituency,election_day,262,251,6,5,39,7,10,187,8,0,0,3,332,ควนขนุน,ดอนทราย,8,8,ศาลาประจ าหมู่บ้านบ้านจันนา,319,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านจันนา,7.7290582,99.9418062,2,87,location_exact_normalized,1.0,1,ดอนทราย|7,matched,exact_key
ควนขนุน,ดอนทราย,8,constituency,election_day,586,566,7,13,106,2,56,370,28,1,3,3,333,ควนขนุน,ดอนทราย,9,9,ศาลาประจ าหมู่บ้านบ้านไสอ้อย,698,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านไสอ้อย,7.706008700000001,99.9771524,2,88,location_exact_normalized,1.0,1,ดอนทราย|8,matched,exact_key
ควนขนุน,ดอนทราย,9,constituency,election_day,379,369,3,7,58,2,22,276,11,0,0,3,334,ควนขนุน,ดอนทราย,10,10,ศาลาประจ าหมู่บ้านบ้านไสโพธิ์,463,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,7.7714851,100.0555474,2,89,location_exact_normalized,1.0,1,ดอนทราย|9,matched,exact_key
ควนขนุน,ดอนทราย,10,constituency,election_day,264,257,5,2,57,5,11,175,7,0,2,3,335,ควนขนุน,ดอนทราย,11,11,ศาลาประจ าหมู่บ้านบ้านจันนาตก,325,พัทลุง,อำเภอควนขนุน,ดอนทราย,ศาลาประจำหมู่บ้านบ้านจันนาตก,7.7290582,99.9418062,2,90,location_exact_normalized,1.0,1,ดอนทราย|10,matched,exact_key
ศรีบรรพต,ตะแพน,0,constituency,election_day,340,335,2,3,136,3,31,143,21,0,1,6,455,ศรีบรรพต,ตะแพน,1,1,ศาลาประจ าหมู่บ้าน บ้านสวนโหนด,397,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านสวนโหนด หมู่ที่ 1,7.6514478,99.9629591,2,158,location_fuzzy,0.875,1,ตะแพน|0,matched,exact_key
ศรีบรรพต,ตะแพน,1,constituency,election_day,603,583,16,4,147,3,47,344,42,0,0,6,456,ศรีบรรพต,ตะแพน,2,2,โรงอาหารโรงเรียนวัดตะแพน,713,พัทลุง,อำเภอศรีบรรพต,ตะแพน,โรงอาหารโรงเรียนวัดตะแพน,7.6554624,99.8766586,2,159,location_exact_normalized,1.0,1,ตะแพน|1,matched,exact_key
ศรีบรรพต,ตะแพน,2,constituency,election_day,335,326,2,7,145,0,27,136,16,2,0,6,457,ศรีบรรพต,ตะแพน,3,3,ศาลาประจ าหมู่บ้าน บ้านวังยาว,398,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านวังยาว หมู่ที่ 3,7.639195399999998,99.8683073,2,160,location_fuzzy,0.871,1,ตะแพน|2,matched,exact_key
ศรีบรรพต,ตะแพน,3,constituency,election_day,144,142,2,0,62,0,3,72,5,0,0,6,458,ศรีบรรพต,ตะแพน,4,4,ศาลาประจ าหมู่บ้าน บ้านห้วยครก,161,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,7.6452374,99.8090063,2,161,location_fuzzy,0.875,1,ตะแพน|3,matched,exact_key
ศรีบรรพต,ตะแพน,4,constituency,election_day,549,531,10,8,199,3,56,235,33,1,4,6,459,ศรีบรรพต,ตะแพน,5,5,ศาลาประจ าหมู่บ้าน บ้านท่ายูง,633,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านท่ายูง หมู่ที่ 5,7.618795599999999,99.8236533,2,162,location_fuzzy,0.871,1,ตะแพน|4,matched,exact_key
ศรีบรรพต,ตะแพน,5,constituency,election_day,376,369,4,3,128,2,56,147,35,1,0,6,460,ศรีบรรพต,ตะแพน,6,6,ศาลาประจ าหมู่บ้าน บ้านหน้าควน,460,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านหน้าควน หมู่ที่ 6,7.6508473,99.9437136,2,163,location_fuzzy,0.875,1,ตะแพน|5,matched,exact_key
ศรีบรรพต,ตะแพน,6,constituency,election_day,614,602,4,8,238,2,98,230,31,2,1,6,461,ศรีบรรพต,ตะแพน,7,7,โรงอาหารโรงเรียนบ้านหัสคุณ,742,พัทลุง,อำเภอศรีบรรพต,ตะแพน,โรงอาหารโรงเรียนบ้านหัสคุณ,7.6497788,99.9285556,2,164,location_exact_normalized,1.0,1,ตะแพน|6,matched,exact_key
ศรีบรรพต,ตะแพน,7,constituency,election_day,343,335,5,3,121,3,9,190,10,1,1,6,462,ศรีบรรพต,ตะแพน,8,8,ส านักสงฆ์บ้านท่าข้าม,389,พัทลุง,อำเภอศรีบรรพต,ตะแพน,สำนักสงฆ์บ้านท่าข้าม,7.6775386,99.8988081,2,165,location_exact_normalized,1.0,1,ตะแพน|7,matched,exact_key
ศรีบรรพต,ตะแพน,8,constituency,election_day,339,324,6,9,109,5,33,155,21,0,1,7,463,ศรีบรรพต,ตะแพน,9,9,อาคารโรงเรียนบ้านสวนโหนด,429,พัทลุง,อำเภอศรีบรรพต,ตะแพน,อาคารโรงเรียนบ้านสวนโหนด,7.6514478,99.9629591,2,166,location_exact_normalized,1.0,1,ตะแพน|8,matched,exact_key
ควนขนุน,ทะเลน้อย,0,constituency,election_day,614,584,21,9,239,6,36,280,18,3,2,1,262,ควนขนุน,ทะเลน้อย,1,1,ศาลาประจ าหมู่บ้านบ้านทะเลน้อย,857,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,7.7777536,100.1167953,2,17,location_exact_normalized,1.0,1,ทะเลน้อย|0,matched,exact_key
ควนขนุน,ทะเลน้อย,1,constituency,election_day,330,319,3,8,95,3,18,184,19,0,0,1,263,ควนขนุน,ทะเลน้อย,2,2,ศาลากลางบ้านหัวเลี้ยว,402,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลากลางบ้านหัวเลี้ยว,7.782416400000001,100.1591213,2,18,location_exact_normalized,1.0,1,ทะเลน้อย|1,matched,exact_key
ควนขนุน,ทะเลน้อย,2,constituency,election_day,341,329,6,6,123,6,13,164,22,1,0,1,264,ควนขนุน,ทะเลน้อย,3,3,ศาลาทวดวิรุฬเจ้าแม่อุบล,480,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาทวดวิรุฬเจ้าแม่อุบล,7.7872498,100.1162419,2,19,location_exact_normalized,1.0,1,ทะเลน้อย|2,matched,exact_key
ควนขนุน,ทะเลน้อย,3,constituency,election_day,377,363,13,1,69,2,20,263,8,0,1,1,265,ควนขนุน,ทะเลน้อย,4,4,ศาลาประจ าหมู่บ้านบ้านบนออก,434,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนออก,7.3838149,100.2598974,2,20,location_exact_normalized,1.0,1,ทะเลน้อย|3,matched,exact_key
ควนขนุน,ทะเลน้อย,4,constituency,election_day,508,491,12,5,211,11,26,222,19,0,2,1,266,ควนขนุน,ทะเลน้อย,5,5,ศาลาประจ าหมู่บ้านบ้านปลายตรอก,691,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านปลายตรอก,7.3838149,100.2598974,2,21,location_exact_normalized,1.0,1,ทะเลน้อย|4,matched,exact_key
ควนขนุน,ทะเลน้อย,5,constituency,election_day,296,278,6,12,91,10,20,150,6,0,1,1,267,ควนขนุน,ทะเลน้อย,6,6,ศาลาประจ าหมู่บ้านบ้านโคกศักดิ์,380,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านโคกศักดิ์,7.814868300000001,100.1479182,2,22,location_exact_normalized,1.0,1,ทะเลน้อย|5,matched,exact_key
ควนขนุน,ทะเลน้อย,6,constituency,election_day,337,327,6,4,77,2,33,205,10,0,0,1,268,ควนขนุน,ทะเลน้อย,7,7,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,443,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,7.876837900000001,100.0242995,2,23,location_exact_normalized,1.0,1,ทะเลน้อย|6,matched,exact_key
ควนขนุน,ทะเลน้อย,7,constituency,election_day,456,433,10,13,107,5,28,269,20,2,2,1,269,ควนขนุน,ทะเลน้อย,8,8,ศาลาประจ าหมู่บ้านบ้านโคกเมา,557,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านโคกเมา,7.814868300000001,100.1479182,2,24,location_exact_normalized,1.0,1,ทะเลน้อย|7,matched,exact_key
ควนขนุน,ทะเลน้อย,8,constituency,election_day,408,393,5,10,121,15,26,213,18,0,0,1,270,ควนขนุน,ทะเลน้อย,9,9,ศาลาประจ าหมู่บ้านบ้านบนตก,525,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนตก,7.3838149,100.2598974,2,25,location_exact_normalized,1.0,1,ทะเลน้อย|8,matched,exact_key
ควนขนุน,ทะเลน้อย,9,constituency,election_day,387,374,12,1,98,4,21,236,14,0,1,1,271,ควนขนุน,ทะเลน้อย,10,10,ศาลาประจ าหมู่บ้านบ้านบนกลาง,502,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนกลาง,7.3838149,100.2598974,2,26,location_exact_normalized,1.0,1,ทะเลน้อย|9,matched,exact_key
ควนขนุน,นาขยาด,0,constituency,election_day,681,653,13,15,178,0,95,312,60,4,4,3,336,ควนขนุน,นาขยาด,1,1,ศาลาประจ าหมู่บ้านบ้านศาลาต้นรักษ์,821,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านศาลาต้นรักษ์,7.679982700000001,99.9576849,2,27,location_exact_normalized,1.0,1,นาขยาด|0,matched,exact_key
ควนขนุน,นาขยาด,1,constituency,election_day,656,625,9,22,130,1,64,374,49,6,1,3,337,ควนขนุน,นาขยาด,2,2,ศาลาประจ าหมู่บ้านบ้านพังดาน,812,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านพังดาน,7.670382399999999,99.9823069,2,28,location_exact_normalized,1.0,1,นาขยาด|1,matched,exact_key
ควนขนุน,นาขยาด,2,constituency,election_day,326,316,3,7,49,1,36,207,20,2,1,3,338,ควนขนุน,นาขยาด,3,3,ศาลาประจ าหมู่บ้านบ้านเกาะยาง,404,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเกาะยาง,7.685908899999999,99.9794414,2,29,location_exact_normalized,1.0,1,นาขยาด|2,matched,exact_key
ควนขนุน,นาขยาด,3,constituency,election_day,380,357,9,14,62,3,53,216,23,0,0,3,339,ควนขนุน,นาขยาด,4,4,ศาลาประจ าหมู่บ้านบ้านหนองในวัง,505,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านหนองในวัง,7.679982700000001,99.9576849,2,30,location_exact_normalized,1.0,1,นาขยาด|3,matched,exact_key
ควนขนุน,นาขยาด,4,constituency,election_day,471,434,14,23,115,11,60,212,34,1,1,3,340,ควนขนุน,นาขยาด,5,5,ศาลาประจ าหมู่บ้านบ้านนาท่อม,575,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านนาท่อม,7.591457699999999,100.0019597,2,31,location_exact_normalized,1.0,1,นาขยาด|4,matched,exact_key
ควนขนุน,นาขยาด,5,constituency,election_day,628,591,18,19,168,5,100,278,33,4,3,3,341,ควนขนุน,นาขยาด,6,6,ศาลาประจ าหมู่บ้านบ้านขันหมู่,796,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านขันหมู่,7.668115999999999,99.955747,2,32,location_exact_normalized,1.0,1,นาขยาด|5,matched,exact_key
ควนขนุน,นาขยาด,6,constituency,election_day,387,371,9,7,201,2,28,119,21,0,0,3,342,ควนขนุน,นาขยาด,7,7,ศาลาประจ าหมู่บ้านบ้านสะพานข่อย,469,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านสะพานข่อย,7.6901421,99.9402381,2,33,location_exact_normalized,1.0,1,นาขยาด|6,matched,exact_key
ควนขนุน,นาขยาด,7,constituency,election_day,393,376,5,12,58,9,65,209,35,0,0,3,343,ควนขนุน,นาขยาด,8,8,ศาลาประจ าหมู่บ้านบ้านโงกน ้า,476,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโงกน้ำ,7.707698400000001,99.9269198,2,34,location_exact_normalized,1.0,1,นาขยาด|7,matched,exact_key
ควนขนุน,นาขยาด,8,constituency,election_day,416,399,4,13,114,1,48,210,18,3,5,3,344,ควนขนุน,นาขยาด,9,9,ศาลาประจ าหมู่บ้านบ้านทุ่งส าโรง,495,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านทุ่งสำโรง,7.679982700000001,99.9576849,2,35,location_exact_normalized,1.0,1,นาขยาด|8,matched,exact_key
ควนขนุน,นาขยาด,9,constituency,election_day,366,345,14,7,92,8,47,167,26,2,3,3,345,ควนขนุน,นาขยาด,10,10,ศาลาประจ าหมู่บ้านบ้านโรงรม,448,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโรงรม,7.679982700000001,99.9576849,2,36,location_exact_normalized,1.0,1,นาขยาด|9,matched,exact_key
ควนขนุน,นาขยาด,10,constituency,election_day,404,379,10,15,97,15,60,185,22,0,0,3,346,ควนขนุน,นาขยาด,11,11,ศาลาประจ าหมู่บ้านบ้านไสควายฟัน,474,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านไสควายฟัน,7.679982700000001,99.9576849,2,37,location_exact_normalized,1.0,1,นาขยาด|10,matched,exact_key
ควนขนุน,นาขยาด,11,constituency,election_day,456,443,5,8,129,4,22,248,38,0,2,3,347,ควนขนุน,นาขยาด,12,12,ศาลาประจ าหมู่บ้านบ้านเขาวังทอง,522,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเขาวังทอง,7.679982700000001,99.9576849,2,38,location_exact_normalized,1.0,1,นาขยาด|11,matched,exact_key
ศรีนครินทร์,บ้านนา,0,constituency,election_day,619,582,23,14,189,4,90,250,46,2,1,7,481,ศรีนครินทร์,บ้านนา(เทศบาล),1,1,ศาลาอเนกประสงค์  ร.ร.บ้านนาวง,837,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาอเนกประสงค์ ร.ร.บ้านนาวง,7.586495599999999,99.8579768,2,242,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|0,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,1,constituency,election_day,185,182,2,1,58,0,10,102,9,3,0,7,482,ศรีนครินทร์,บ้านนา(เทศบาล),2,2,ศาลาประจ าหมู่บ้านบ้านล าใน,215,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาประจำหมู่บ้านบ้านลำใน,7.55964,99.885151,2,243,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|1,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,2,constituency,election_day,501,482,12,7,152,1,68,225,33,0,3,7,483,ศรีนครินทร์,บ้านนา(เทศบาล),3,3,ศาลาการเปรียญวัดบ้านนา,652,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาการเปรียญวัดบ้านนา,7.562269,99.9131441,2,244,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|2,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,3,constituency,election_day,439,422,14,3,135,1,79,194,12,1,0,7,484,ศรีนครินทร์,บ้านนา(เทศบาล),4,4,ศูนย์ส่งเสริมสุขภาพราษฎร,497,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศูนย์ส่งเสริมสุขภาพราษฎร,7.5640073,99.8794744,2,245,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|3,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,4,constituency,election_day,314,298,6,10,118,0,31,124,23,2,0,7,485,ศรีนครินทร์,บ้านนา(เทศบาล),5,5,ศาลาประจ าหมู่บ้านบ้านต้นไทร,389,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาประจำหมู่บ้านบ้านต้นไทร,7.569812799999999,99.8929252,2,246,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|4,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,5,constituency,election_day,433,418,6,9,107,1,42,247,19,0,2,7,486,ศรีนครินทร์,บ้านนา(เทศบาล),6,6,ศาลาอเนกประสงค์บ้านตีนนา,534,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาอเนกประสงค์บ้านตีนนา,7.5640073,99.8794744,2,247,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|5,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,6,constituency,election_day,406,395,6,5,158,2,53,161,17,1,3,7,487,ศรีนครินทร์,บ้านนา(เทศบาล),7,7,ศาลาอเนกประสงค์บ้านหนองเหรียง,492,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาอเนกประสงค์บ้านหนองเหรียง,7.5621172,99.8859108,2,248,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|6,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,7,constituency,election_day,591,576,8,7,143,1,113,273,42,0,4,7,488,ศรีนครินทร์,บ้านนา(เทศบาล),8,8,ศาลาประจ าหมู่บ้านบ้านคอกเสือ,723,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาประจำหมู่บ้านบ้านคอกเสือ,7.5640073,99.8794744,2,249,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|7,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,8,constituency,election_day,329,317,5,7,140,0,25,117,35,0,0,7,489,ศรีนครินทร์,บ้านนา(เทศบาล),9,9,ศาลาประจ าหมู่บ้านบ้านวงศ์,407,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาประจำหมู่บ้านบ้านวงค์,7.5640073,99.8794744,2,250,location_fuzzy,0.96,1,บ้านนา(เทศบาล)|8,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,9,constituency,election_day,341,336,3,2,137,1,80,94,23,0,1,7,490,ศรีนครินทร์,บ้านนา(เทศบาล),10,10,ศาลาอเนกประสงค์บ้านป่าสน,424,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาอเนกประสงค์บ้านป่าสน,7.5640073,99.8794744,2,251,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|9,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,10,constituency,election_day,427,413,10,4,108,0,42,233,28,0,2,7,491,ศรีนครินทร์,บ้านนา(เทศบาล),11,11,ศาลาประจ าหมู่บ้านบ้านน ้าใต้บ่อ,519,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ศาลาประจำหมู่บ้านบ้านน้ำใต้บ่อ,7.576822099999999,99.8753746,2,252,location_exact_normalized,1.0,1,บ้านนา(เทศบาล)|10,matched,fallback_unique_subdistrict_key
ศรีนครินทร์,บ้านนา,11,constituency,election_day,387,362,14,11,202,2,38,100,18,1,1,7,492,ศรีนครินทร์,บ้านนา(เทศบาล),12,12,ที่ท าการกลุ่มสตรีบ้านล าในใต้,454,พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,ที่ทำการกลุ่มแม่บ้านลำในใต้,7.5640073,99.8794744,2,253,location_fuzzy,0.8727,1,บ้านนา(เทศบาล)|11,matched,fallback_unique_subdistrict_key
ป่าพะยอม,บ้านพร้าว,0,constituency,election_day,438,416,0,22,116,3,76,153,64,0,4,5,413,ป่าพะยอม,บ้านพร้าว,1,1,เต้นท์บริเวณตลาดใหม่ป่าพะยอม,564,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,เต๊นท์บริเวณตลาดใหม่ป่าพะยอม,7.814176799999999,99.9520961,2,190,location_fuzzy,0.9643,1,บ้านพร้าว|0,matched,exact_key
ป่าพะยอม,บ้านพร้าว,1,constituency,election_day,392,366,3,23,104,4,62,161,34,0,1,5,414,ป่าพะยอม,บ้านพร้าว,2,1,ศาลาประจ าหมู่บ้านบ้านพร้าว,553,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านพร้าว,7.8144408,99.9409196,2,191,location_exact_normalized,1.0,1,บ้านพร้าว|1,matched,exact_key
ป่าพะยอม,บ้านพร้าว,2,constituency,election_day,506,479,11,16,117,7,54,269,30,1,1,5,415,ป่าพะยอม,บ้านพร้าว,3,2,ศาลาประจ าหมู่บ้านบ้านตลิ่งชัน,727,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านตลิ่งชัน,7.7965689,99.92745370000002,2,192,location_exact_normalized,1.0,1,บ้านพร้าว|2,matched,exact_key
ป่าพะยอม,บ้านพร้าว,3,constituency,election_day,677,648,13,16,134,5,61,408,38,2,0,5,416,ป่าพะยอม,บ้านพร้าว,4,3,ศาลาประจ าหมู่บ้านบ้านศาลาน ้า,802,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านศาลาน้ำ,7.830872999999999,99.930464,2,193,location_exact_normalized,1.0,1,บ้านพร้าว|3,matched,exact_key
ป่าพะยอม,บ้านพร้าว,4,constituency,election_day,318,297,8,13,118,8,53,87,27,2,2,5,417,ป่าพะยอม,บ้านพร้าว,5,4,ศาลาประจ าหมู่บ้านบ้านบ่อทราย,419,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทราย,7.836562000000001,99.9709605,2,194,location_exact_normalized,1.0,1,บ้านพร้าว|4,matched,exact_key
ป่าพะยอม,บ้านพร้าว,5,constituency,election_day,243,225,7,11,40,3,38,132,10,1,1,5,418,ป่าพะยอม,บ้านพร้าว,6,5,ศาลาประจ าหมู่บ้านบ้านไสอ้อ,313,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสอ้อ,7.8144408,99.9409196,2,195,location_exact_normalized,1.0,1,บ้านพร้าว|5,matched,exact_key
ป่าพะยอม,บ้านพร้าว,6,constituency,election_day,628,613,5,10,164,2,47,363,33,2,2,5,419,ป่าพะยอม,บ้านพร้าว,7,6,ศาลาประจ าหมู่บ้านบ้านหาดสูง,767,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหาดสูง,7.8144408,99.9409196,2,196,location_exact_normalized,1.0,1,บ้านพร้าว|6,matched,exact_key
ป่าพะยอม,บ้านพร้าว,7,constituency,election_day,373,356,13,4,73,0,31,232,18,0,2,5,420,ป่าพะยอม,บ้านพร้าว,8,7,ศาลาประจ าหมู่บ้านบ้านไสกล้วย,468,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสกล้วย,7.8144408,99.9409196,2,197,location_exact_normalized,1.0,1,บ้านพร้าว|7,matched,exact_key
ป่าพะยอม,บ้านพร้าว,8,constituency,election_day,687,657,21,9,122,8,59,437,24,4,3,5,421,ป่าพะยอม,บ้านพร้าว,9,8,ศาลาประจ าหมู่บ้านบ้านหน้าป่า,833,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหน้าป่า,7.7994581,99.9130875,2,198,location_exact_normalized,1.0,1,บ้านพร้าว|8,matched,exact_key
