district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,pdf_page,pdf_sequence,unit_district,source_subdistrict_pdf,polling_unit_no,moo,polling_place_pdf,registered_voters_66,province,registrar,latlong_subdistrict,latlong_location,latitude,longitude,electorate,latlong_row_id,latlong_match_method,latlong_match_score,coordinate_reused_count,merge_key_subdistrict_unit,latlong_merge_status,latlong_result_match_method
ป่าพะยอม,บ้านพร้าว,9,constituency,election_day,636,605,14,17,138,5,66,341,51,2,2,5,422,ป่าพะยอม,บ้านพร้าว,10,9,ศาลาประจ าหมู่บ้านบ้านไผ่รอบ,810,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไผ่รอบ,7.8144408,99.9409196,2,199,location_exact_normalized,1.0,1,บ้านพร้าว|9,matched,exact_key
ป่าพะยอม,บ้านพร้าว,10,constituency,election_day,443,419,12,12,98,4,65,227,22,2,1,5,423,ป่าพะยอม,บ้านพร้าว,11,10,ศาลาประจ าหมู่บ้านบ้านบ่อทรายใน,602,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทรายใน,7.836562000000001,99.9709605,2,200,location_exact_normalized,1.0,1,บ้านพร้าว|10,matched,exact_key
ควนขนุน,ปันแต,0,constituency,election_day,227,219,6,2,124,2,21,63,8,0,1,4,364,ควนขนุน,ปันแต,1,1,ศาลาประจ าหมู่บ้านบ้านปลายคลอง,281,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปลายคลอง,7.792807099999998,100.0611429,2,56,location_exact_normalized,1.0,1,ปันแต|0,matched,exact_key
ควนขนุน,ปันแต,1,constituency,election_day,129,127,1,1,100,0,0,25,2,0,0,4,365,ควนขนุน,ปันแต,2,2,ศาลาประจ าหมู่บ้านบ้านปันแต,160,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปันแต,7.791803600000001,100.0351252,2,57,location_exact_normalized,1.0,1,ปันแต|1,matched,exact_key
ควนขนุน,ปันแต,2,constituency,election_day,493,478,7,8,136,3,51,271,15,0,2,4,366,ควนขนุน,ปันแต,3,3,ศาลาประจ าหมู่บ้านบ้านส านักกอ,593,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสำนักกอ,7.804429099999999,100.0067757,2,58,location_exact_normalized,1.0,1,ปันแต|2,matched,exact_key
ควนขนุน,ปันแต,3,constituency,election_day,251,236,3,12,63,12,23,135,3,0,0,4,367,ควนขนุน,ปันแต,4,4,ศาลาประจ าหมู่บ้านบ้านปากสระ,337,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปากสระ,7.804978500000001,100.0569463,2,59,location_exact_normalized,1.0,1,ปันแต|3,matched,exact_key
ควนขนุน,ปันแต,4,constituency,election_day,490,479,6,5,193,0,29,237,19,1,0,4,368,ควนขนุน,ปันแต,5,5,ศาลาประจ าหมู่บ้านบ้านควนปันแต,633,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านควนปันแต,7.8043368,100.0275755,2,60,location_exact_normalized,1.0,1,ปันแต|4,matched,exact_key
ควนขนุน,ปันแต,5,constituency,election_day,498,481,11,6,123,24,14,308,10,1,1,4,369,ควนขนุน,ปันแต,6,6,ศาลาประจ าหมู่บ้านบ้านในไร่,602,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านในไร่,7.7882409,100.0275755,2,61,location_exact_normalized,1.0,1,ปันแต|5,matched,exact_key
ควนขนุน,ปันแต,6,constituency,election_day,200,192,4,4,72,2,14,92,12,0,0,4,370,ควนขนุน,ปันแต,7,7,ศาลาประจ าหมู่บ้านบ้านโพธิ์,246,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านโพธิ์,7.7850935,100.0471549,2,62,location_exact_normalized,1.0,1,ปันแต|6,matched,exact_key
ควนขนุน,ปันแต,7,constituency,election_day,171,167,1,3,89,3,18,53,4,0,0,4,371,ควนขนุน,ปันแต,8,8,ศาลาประจ าหมู่บ้านบ้านสุนทราออก,199,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราออก,7.782078799999999,100.0611429,2,63,location_exact_normalized,1.0,1,ปันแต|7,matched,exact_key
ควนขนุน,ปันแต,8,constituency,election_day,349,341,3,5,179,7,32,111,11,0,1,4,372,ควนขนุน,ปันแต,9,9,ศาลาประจ าหมู่บ้านบ้านสุนทราตก,457,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราตก,7.782478,100.0443576,2,64,location_exact_normalized,1.0,1,ปันแต|8,matched,exact_key
ควนขนุน,ปันแต,9,constituency,election_day,353,346,3,4,85,1,11,229,19,0,1,4,373,ควนขนุน,ปันแต,10,10,สถานปฏิบัติธรรมบ้านไสหลวง,444,พัทลุง,อำเภอควนขนุน,ปันแต,สถานปฏิบัติธรรมบ้านไสหลวง,7.7735798,100.0289689,2,65,location_exact_normalized,1.0,1,ปันแต|9,matched,exact_key
ควนขนุน,ปันแต,10,constituency,election_day,384,374,8,2,215,0,15,130,11,1,2,4,374,ควนขนุน,ปันแต,11,11,ศาลาประจ าหมู่บ้านบ้านทุ่งลาน,473,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,7.734939400000001,100.0100936,2,66,location_exact_normalized,1.0,1,ปันแต|10,matched,exact_key
ควนขนุน,ปันแต,11,constituency,election_day,336,331,3,2,101,1,41,166,20,1,1,4,375,ควนขนุน,ปันแต,12,12,ศาลาประจ าหมู่บ้านบ้านหารเจ,383,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านหารเจ,7.791652699999999,99.9968167,2,67,location_exact_normalized,1.0,1,ปันแต|11,matched,exact_key
ควนขนุน,ปันแต,12,constituency,election_day,188,183,2,3,38,0,6,132,5,0,2,4,376,ควนขนุน,ปันแต,13,13,ศาลาประจ าหมู่บ้านบ้านเขากลาง,242,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านเขากลาง,7.762721,100.0576457,2,68,location_exact_normalized,1.0,1,ปันแต|12,matched,exact_key
ป่าพะยอม,ป่าพะยอม,0,constituency,election_day,453,438,11,4,81,4,49,275,27,2,0,5,405,ป่าพะยอม,ป่าพะยอม,1,1,ศาลาประจ าหมู่บ้านบ้านสังแกระ,617,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านสังแกระ,7.8521588,99.9353318,2,167,location_exact_normalized,1.0,1,ป่าพะยอม|0,matched,exact_key
ป่าพะยอม,ป่าพะยอม,1,constituency,election_day,337,319,11,7,36,0,67,192,23,1,0,5,406,ป่าพะยอม,ป่าพะยอม,2,2,ศาลาประจ าหมู่บ้านบ้านป่าพะยอม,418,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,7.7542239,99.8194682,2,168,location_exact_normalized,1.0,1,ป่าพะยอม|1,matched,exact_key
ป่าพะยอม,ป่าพะยอม,2,constituency,election_day,357,327,10,20,46,2,54,198,25,1,1,5,407,ป่าพะยอม,ป่าพะยอม,3,2,โรงเรียนอนุบาลป่าพะยอม,532,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,โรงเรียนอนุบาลป่าพะยอม,7.841230299999999,99.9385037,2,169,location_exact_normalized,1.0,1,ป่าพะยอม|2,matched,exact_key
ป่าพะยอม,ป่าพะยอม,3,constituency,election_day,511,462,16,33,92,5,108,214,37,4,2,5,408,ป่าพะยอม,ป่าพะยอม,4,3,ศาลาประจ าหมู่บ้านบ้านทุ่ง,691,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านทุง,7.8521588,99.9353318,2,170,location_fuzzy,0.9796,1,ป่าพะยอม|3,matched,exact_key
ป่าพะยอม,ป่าพะยอม,4,constituency,election_day,397,382,6,9,124,0,37,198,22,1,0,5,409,ป่าพะยอม,ป่าพะยอม,5,4,ศาลาประจ าหมู่บ้านบ้านประดู่หอม,505,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านประดู่หอม,7.851793,99.964334,2,171,location_exact_normalized,1.0,1,ป่าพะยอม|4,matched,exact_key
ป่าพะยอม,ป่าพะยอม,5,constituency,election_day,531,487,14,30,78,10,91,268,38,0,2,5,410,ป่าพะยอม,ป่าพะยอม,6,5,ศาลาประจ าหมู่บ้านบ้านนาทราย,705,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านนาทราย,7.838677,99.863101,2,172,location_exact_normalized,1.0,1,ป่าพะยอม|5,matched,exact_key
ป่าพะยอม,ป่าพะยอม,6,constituency,election_day,498,481,6,11,104,3,78,260,32,0,4,5,411,ป่าพะยอม,ป่าพะยอม,7,6,ศาลาประจ าหมู่บ้านบ้านโคกกอ,619,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านโคกกอ,7.8521588,99.9353318,2,173,location_exact_normalized,1.0,1,ป่าพะยอม|6,matched,exact_key
ป่าพะยอม,ป่าพะยอม,7,constituency,election_day,571,553,8,10,145,2,74,310,21,0,1,5,412,ป่าพะยอม,ป่าพะยอม,8,7,ศาลาประจ าหมู่บ้านบ้านไสกุน,743,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านไสกุน,7.8654527,99.959434,2,174,location_exact_normalized,1.0,1,ป่าพะยอม|7,matched,exact_key
ควนขนุน,พนมวังก์,0,constituency,election_day,400,390,3,7,162,3,38,167,17,1,2,3,348,ควนขนุน,พนมวังก์,1,1,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),455,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),7.6738819,100.0809748,2,39,location_exact_normalized,1.0,1,พนมวังก์|0,matched,exact_key
ควนขนุน,พนมวังก์,1,constituency,election_day,631,604,13,14,196,0,71,297,35,1,4,3,349,ควนขนุน,พนมวังก์,2,2,ศาลาประจ าหมู่บ้านบ้านระหว่างควน,821,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านระหว่างควน,7.6920875,100.0469114,2,40,location_exact_normalized,1.0,1,พนมวังก์|1,matched,exact_key
ควนขนุน,พนมวังก์,2,constituency,election_day,574,555,6,13,168,3,67,253,62,0,2,3,350,ควนขนุน,พนมวังก์,3,3,ศาลาประจ าหมู่บ้านบ้านควนปริง,693,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านควนปริง,7.681553500000001,100.0052044,2,41,location_exact_normalized,1.0,1,พนมวังก์|2,matched,exact_key
ควนขนุน,พนมวังก์,3,constituency,election_day,530,508,14,8,117,2,49,302,36,1,1,3,351,ควนขนุน,พนมวังก์,4,4,โรงเรียนทุ่งยางเปล,656,พัทลุง,อำเภอควนขนุน,พนมวังก์,โรงเรียนทุ่งยางเปล,7.653512500000001,100.0357031,2,42,location_exact_normalized,1.0,1,พนมวังก์|3,matched,exact_key
ควนขนุน,พนมวังก์,4,constituency,election_day,398,374,15,9,197,1,27,130,18,0,1,3,352,ควนขนุน,พนมวังก์,5,5,ศาลาประจ าหมู่บ้านบ้านพนมวังก์,485,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านพนมวังก์,7.3838149,100.2598974,2,43,location_exact_normalized,1.0,1,พนมวังก์|4,matched,exact_key
ควนขนุน,พนมวังก์,5,constituency,election_day,628,607,6,15,173,2,44,350,38,0,0,3,353,ควนขนุน,พนมวังก์,6,6,ศาลาประจ าหมู่บ้านบ้านทุ่งขึงหนัง,771,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,7.6731922,100.0191857,2,44,location_exact_normalized,1.0,1,พนมวังก์|5,matched,exact_key
ควนขนุน,พนมวังก์,6,constituency,election_day,516,491,8,17,139,4,93,215,36,1,3,3,354,ควนขนุน,พนมวังก์,7,7,ศาลาประจ าหมู่บ้านบ้านไสยวน,631,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านไสยวน,7.688851199999999,100.0064228,2,45,location_exact_normalized,1.0,1,พนมวังก์|6,matched,exact_key
ควนขนุน,พนมวังก์,7,constituency,election_day,551,530,13,8,192,4,47,255,27,2,3,3,355,ควนขนุน,พนมวังก์,8,8,ศาลาประจ าหมู่บ้านบ้านเกาะอ้ายเฒ่า,708,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านเกาะอ้ายเฒ่า,7.697101200000001,100.0275755,2,46,location_exact_normalized,1.0,1,พนมวังก์|7,matched,exact_key
ควนขนุน,พนางตุง,0,constituency,election_day,412,392,16,4,169,1,14,192,15,0,1,1,272,ควนขนุน,พนางตุง,1,1,ศาลาประจ าหมู่บ้านบ้านทะเลน้อย,531,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,7.7777536,100.1167953,2,101,location_exact_normalized,1.0,1,พนางตุง|0,matched,exact_key
ควนขนุน,พนางตุง,1,constituency,election_day,352,336,10,6,106,2,12,198,18,0,0,1,273,ควนขนุน,พนางตุง,2,2,ศาลาประจ าหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,496,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,7.7777536,100.1167953,2,102,location_exact_normalized,1.0,1,พนางตุง|1,matched,exact_key
ควนขนุน,พนางตุง,2,constituency,election_day,650,624,16,10,218,3,48,311,40,3,1,1,274,ควนขนุน,พนางตุง,3,3,โรงเรียนควนพนางตุง,859,พัทลุง,อำเภอควนขนุน,พนางตุง,โรงเรียนควนพนางตุง,7.777721799999999,100.1033782,2,103,location_exact_normalized,1.0,1,พนางตุง|2,matched,exact_key
ควนขนุน,พนางตุง,3,constituency,election_day,367,349,9,9,96,3,46,187,17,0,0,1,275,ควนขนุน,พนางตุง,4,4,ศาลาประจ าหมู่บ้านบ้านชายคลอง,450,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านชายคลอง,7.7346142,100.1285201,2,104,location_exact_normalized,1.0,1,พนางตุง|3,matched,exact_key
ควนขนุน,พนางตุง,4,constituency,election_day,659,645,10,4,203,3,35,368,29,4,3,1,276,ควนขนุน,พนางตุง,5,5,ศาลาประจ าหมู่บ้านบ้านท่าช้าง,841,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านท่าช้าง,7.7462876,100.1069393,2,105,location_exact_normalized,1.0,1,พนางตุง|4,matched,exact_key
ควนขนุน,พนางตุง,5,constituency,election_day,680,655,17,8,186,8,22,417,21,0,1,1,277,ควนขนุน,พนางตุง,6,6,ศาลาประจ าหมู่บ้านบ้านไสคลิ้ง,815,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านไสคลิ้ง,7.7615069,100.1367166,2,106,location_exact_normalized,1.0,1,พนางตุง|5,matched,exact_key
ควนขนุน,พนางตุง,6,constituency,election_day,483,464,11,8,23,2,15,412,10,0,2,1,278,ควนขนุน,พนางตุง,7,7,ศาลาประจ าหมู่บ้านบ้านค่าย,633,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านค่าย,7.767323999999999,100.08837,2,107,location_exact_normalized,1.0,1,พนางตุง|6,matched,exact_key
ควนขนุน,พนางตุง,7,constituency,election_day,726,696,21,9,246,0,56,361,31,2,0,1,279,ควนขนุน,พนางตุง,8,8,ที่ท าการก านันต าบลพนางตุง,915,พัทลุง,อำเภอควนขนุน,พนางตุง,ที่ทำการกำนันตำบลพนางตุง,7.7801171,100.0898175,2,108,location_exact_normalized,1.0,1,พนางตุง|7,matched,exact_key
ควนขนุน,พนางตุง,8,constituency,election_day,166,163,0,3,49,2,8,96,2,0,6,1,280,ควนขนุน,พนางตุง,9,9,ศาลาประจ าหมู่บ้านบ้านปากคลองเก่า,205,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,7.734145599999999,100.0256023,2,109,location_exact_normalized,1.0,1,พนางตุง|8,matched,exact_key
ควนขนุน,พนางตุง,9,constituency,election_day,632,609,16,7,85,8,42,443,26,4,1,1,281,ควนขนุน,พนางตุง,10,10,โรงเรียนบ้านธรรมเถียร,785,พัทลุง,อำเภอควนขนุน,พนางตุง,โรงเรียนบ้านธรรมเถียร,7.789683200000001,100.0953331,2,110,location_exact_normalized,1.0,1,พนางตุง|9,matched,exact_key
ควนขนุน,พนางตุง,10,constituency,election_day,338,328,4,6,86,2,24,205,10,1,0,1,282,ควนขนุน,พนางตุง,11,11,ศาลาประจ าหมู่บ้านบ้านไทรงาม,431,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาประจำหมู่บ้านบ้านไทรงาม,7.7781796,100.118286,2,111,location_exact_normalized,1.0,1,พนางตุง|10,matched,exact_key
ควนขนุน,พนางตุง,11,constituency,election_day,548,525,17,6,112,2,24,365,19,0,3,1,283,ควนขนุน,พนางตุง,12,12,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,686,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,7.7615069,100.1367166,2,112,location_exact_normalized,1.0,1,พนางตุง|11,matched,exact_key
ควนขนุน,พนางตุง,12,constituency,election_day,510,485,16,9,152,3,24,266,37,0,3,1,284,ควนขนุน,พนางตุง,13,13,ศาลาอเนกประสงค์หมู่ที่ 13,645,พัทลุง,อำเภอควนขนุน,พนางตุง,ศาลาเอนกประสงค์ หมู่ที่ 13,7.7615069,100.1367166,2,113,location_fuzzy,0.9583,1,พนางตุง|12,matched,exact_key
ควนขนุน,มะกอกเหนือ(เทศบาล),0,constituency,election_day,400,389,6,5,56,0,33,276,22,1,1,1,285,ควนขนุน,มะกอกเหนือ(เทศบาล),1,1,วัดประดู่เรียง,492,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,วัดประดู่เรียง,7.7391571,100.0863987,2,264,location_exact_normalized,1.0,1,มะกอกเหนือ(เทศบาล)|0,matched,exact_key
ควนขนุน,มะกอกเหนือ(เทศบาล),1,constituency,election_day,307,296,1,10,67,0,36,174,17,0,2,1,286,ควนขนุน,มะกอกเหนือ(เทศบาล),2,1,อาคารศูนย์ออกก าลังกาย (Fitness) ทต.มะกอกเหนือ,412,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,7.7416636,100.0695367,2,265,location_exact_normalized,1.0,1,มะกอกเหนือ(เทศบาล)|1,matched,exact_key
ควนขนุน,มะกอกเหนือ(เทศบาล),2,constituency,election_day,374,359,5,10,72,6,49,198,33,0,1,1,287,ควนขนุน,มะกอกเหนือ(เทศบาล),3,1,อาคารอเนกประสงค์ (ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),563,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),7.736405899999999,100.0686586,2,266,location_exact_normalized,1.0,1,มะกอกเหนือ(เทศบาล)|2,matched,exact_key
ควนขนุน,มะกอกเหนือ(เทศบาล),3,constituency,election_day,229,222,5,2,67,0,14,131,10,0,0,2,288,ควนขนุน,มะกอกเหนือ(เทศบาล),4,1,ศาลาเฉลิมพระเกียรติ ร.9,366,พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,ศาลาเฉลิมพระเกียรติ ร.9,7.7416636,100.0695367,2,267,location_exact_normalized,1.0,1,มะกอกเหนือ(เทศบาล)|3,matched,exact_key
ควนขนุน,มะกอกเหนือ,0,constituency,election_day,478,458,9,11,95,5,60,263,33,0,2,2,289,ควนขนุน,มะกอกเหนือ,1,1,โรงอาหารโรงเรียนประดู่เรียง,676,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,โรงอาหารโรงเรียนประดู่เรียง,7.7409914,100.0858852,2,91,location_exact_normalized,1.0,1,มะกอกเหนือ|0,matched,exact_key
ควนขนุน,มะกอกเหนือ,1,constituency,election_day,93,92,0,1,14,1,3,66,8,0,0,2,290,ควนขนุน,มะกอกเหนือ,2,2,ศาลาประจ าหมู่บ้านบ้านปากคลองเก่า,127,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,7.739052,100.0712741,2,92,location_exact_normalized,1.0,1,มะกอกเหนือ|1,matched,exact_key
ควนขนุน,มะกอกเหนือ,2,constituency,election_day,113,107,1,5,40,0,12,53,2,0,0,2,291,ควนขนุน,มะกอกเหนือ,3,3,ศาลาประจ าหมู่บ้านบ้านเขาอ้อ,132,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาประจำหมู่บ้านบ้านเขาอ้อ,7.7544444,100.0663889,2,93,location_exact_normalized,1.0,1,มะกอกเหนือ|2,matched,exact_key
ควนขนุน,มะกอกเหนือ,3,constituency,election_day,259,254,1,4,83,2,15,133,19,1,1,2,292,ควนขนุน,มะกอกเหนือ,4,4,ศาลาประจ าหมู่บ้านบ้านค่ายเสือ,329,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาประจำหมู่บ้านบ้านค่ายเสือ,7.7416636,100.0695367,2,94,location_exact_normalized,1.0,1,มะกอกเหนือ|3,matched,exact_key
ควนขนุน,มะกอกเหนือ,4,constituency,election_day,461,441,9,11,243,1,49,110,30,0,8,2,293,ควนขนุน,มะกอกเหนือ,5,5,ศาลาประจ าหมู่บ้านบ้านนาสวน,565,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาประจำหมู่บ้านบ้านนาสวน,7.7416636,100.0695367,2,95,location_exact_normalized,1.0,1,มะกอกเหนือ|4,matched,exact_key
ควนขนุน,มะกอกเหนือ,5,constituency,election_day,477,452,11,14,189,2,58,162,31,0,10,2,294,ควนขนุน,มะกอกเหนือ,6,6,ศาลาเอนกประสงค์โรงเรียนวัดบ้านสวน,663,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาเอนกประสงค์โรงเรียนวัดบ้านสวน,7.734133699999999,100.0518935,2,96,location_exact_normalized,1.0,1,มะกอกเหนือ|5,matched,exact_key
ควนขนุน,มะกอกเหนือ,6,constituency,election_day,485,472,1,12,169,5,73,177,40,1,7,2,295,ควนขนุน,มะกอกเหนือ,7,6,ศาลาการเปรียญวัดบ้านสวน,607,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาการเปรียญวัดบ้านสวน,7.7335541,100.051063,2,97,location_exact_normalized,1.0,1,มะกอกเหนือ|6,matched,exact_key
ควนขนุน,มะกอกเหนือ,7,constituency,election_day,420,409,3,8,117,1,41,225,21,1,3,2,296,ควนขนุน,มะกอกเหนือ,8,7,วัดมะกอกเหนือ,510,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,วัดมะกอกเหนือ,7.713126,100.086706,2,98,location_exact_normalized,1.0,1,มะกอกเหนือ|7,matched,exact_key
ควนขนุน,มะกอกเหนือ,8,constituency,election_day,413,400,8,5,188,4,41,137,24,1,5,2,297,ควนขนุน,มะกอกเหนือ,9,8,ศาลาประจ าหมู่บ้านบ้านดอนศาลา,530,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ศาลาประจำหมู่บ้านบ้านดอนศาลา,7.755263100000001,100.0397776,2,99,location_exact_normalized,1.0,1,มะกอกเหนือ|8,matched,exact_key
ควนขนุน,มะกอกเหนือ,9,constituency,election_day,162,156,3,3,78,1,18,43,15,0,1,2,298,ควนขนุน,มะกอกเหนือ,10,9,ที่อ่านหนังสือประจ าหมู่บ้านบ้านไสเลียบ,209,พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,ที่อ่านหนังสือประจำหมู่บ้านบ้านไสเลียบ,7.7416636,100.0695367,2,100,location_exact_normalized,1.0,1,มะกอกเหนือ|9,matched,exact_key
ป่าพะยอม,ลานข่อย,0,constituency,election_day,328,312,9,7,111,0,35,135,27,2,2,5,424,ป่าพะยอม,ลานข่อย,1,1,ศาลาประจ าหมู่บ้านบ้านลานข่อย,440,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาประจำหมู่บ้านบ้านลานข่อย,7.8872993,99.8553365,2,254,location_exact_normalized,1.0,1,ลานข่อย|0,matched,exact_key
ป่าพะยอม,ลานข่อย,1,constituency,election_day,438,424,10,4,155,1,53,186,28,0,1,5,425,ป่าพะยอม,ลานข่อย,2,1,ศาลาการเปรียญวัดลานข่อย,580,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาการเปรียญวัดลานข่อย,7.8875764,99.87482,2,255,location_exact_normalized,1.0,1,ลานข่อย|1,matched,exact_key
ป่าพะยอม,ลานข่อย,2,constituency,election_day,361,350,4,7,131,0,23,174,19,3,0,5,426,ป่าพะยอม,ลานข่อย,3,2,ศาลาประจ าหมู่บ้านบ้านห้วยหลุด,978,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาประจำหมู่บ้านบ้านห้วยหลุด,7.8553141,99.8013351,2,256,location_exact_normalized,1.0,1,ลานข่อย|2,matched,exact_key
ป่าพะยอม,ลานข่อย,3,constituency,election_day,355,343,6,6,118,2,34,178,9,2,0,5,427,ป่าพะยอม,ลานข่อย,4,3,ศาลาประจ าหมู่บ้านบ้านทุ่งชุมพล,921,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาประจำหมู่บ้านบ้านทุ่งชุมพล,7.8808168,99.8327582,2,257,location_exact_normalized,1.0,1,ลานข่อย|3,matched,exact_key
ป่าพะยอม,ลานข่อย,4,constituency,election_day,365,354,8,3,141,0,40,155,12,5,1,6,428,ป่าพะยอม,ลานข่อย,5,4,ศาลาประจ าหมู่บ้านบ้านห้วยเรียน,842,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาประจำหมู่บ้านบ้านห้วยเรียน,7.821256099999999,99.8794744,2,258,location_exact_normalized,1.0,1,ลานข่อย|4,matched,exact_key
ป่าพะยอม,ลานข่อย,5,constituency,election_day,364,350,9,5,152,0,32,144,22,0,0,6,429,ป่าพะยอม,ลานข่อย,6,5,ศาลาประจ าหมู่บ้านบ้านถ ้าลา,488,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาประจำหมู่บ้านบ้านถ้ำลา,7.852371,99.797831,2,259,location_exact_normalized,1.0,1,ลานข่อย|5,matched,exact_key
