district,subdistrict,unit_index,form_type,vote_phase,latitude,longitude,latlong_location,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,candidate_or_party,votes,vote_share
ควนขนุน,ควนขนุน(เทศบาล),0,partylist,election_day,7.734476799999999,100.0124479,อาคารอเนกประสงค์ สำนักงานเทศบาลตำบลควนขนุน,256,238,11,7,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน(เทศบาล),1,partylist,election_day,7.733656099999999,100.007411,อาคารหอประชุม โรงเรียนบ้านควนขนุน,337,320,8,9,สร้างอนาคตไทย,1,0.003125
ควนขนุน,ควนขนุน(เทศบาล),2,partylist,election_day,7.737481399999999,100.0066003,ศาลาการเปรียญ วัดสุวรรณวิชัย,403,390,8,5,สร้างอนาคตไทย,1,0.002564102564102564
ควนขนุน,ควนขนุน(เทศบาล),3,partylist,election_day,7.7484794,100.0080005,อาคารพ่อท่านนะ วัดสุวรรณวิชัย,206,199,3,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,0,partylist,election_day,7.7485644,100.007979,ศาลาประจำหมู่บ้านบ้านควนบก,384,365,11,8,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,1,partylist,election_day,7.7484794,100.0080005,ศาลา อพป.บ้านดอนนูด,305,301,4,0,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,2,partylist,election_day,7.747440399999999,99.9966606,ศาลาประจำหมู่บ้านบ้านโคกวัด,639,612,17,10,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,3,partylist,election_day,7.7516832,100.0132899,ศาลาประจำหมู่บ้านบ้านโคกวา,707,671,32,4,สร้างอนาคตไทย,1,0.0014903129657228018
ควนขนุน,ควนขนุน,4,partylist,election_day,7.764699,100.0024084,ศาลาประจำหมู่บ้านบ้านเพิง,381,368,8,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,5,partylist,election_day,7.7625474,100.0007649,ศาลาประจำหมู่บ้านบ้านควนพลี,623,599,22,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,6,partylist,election_day,7.764699,100.0024084,ศาลาประจำหมู่บ้านบ้านโพธิ์,374,361,8,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,7,partylist,election_day,7.764699,100.0024084,ศาลาประจำหมู่บ้านบ้านข่อยม้า,208,204,4,0,สร้างอนาคตไทย,0,0.0
ควนขนุน,ควนขนุน,8,partylist,election_day,7.735698699999999,100.0077949,ศาลาประจำหมู่บ้าน หมู่ที่ 9 บ้านควนขนุน,80,78,1,1,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,0,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านชะมวง,573,564,7,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,1,partylist,election_day,7.7408104,99.9839132,ศาลาการเปรียญวัดพิกุลทอง,194,177,11,6,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,2,partylist,election_day,7.7885424,99.9643809,ศาลาประจำหมู่บ้านบ้านศาลาตำเสา,545,523,13,9,สร้างอนาคตไทย,1,0.0019120458891013384
ควนขนุน,ชะมวง,3,partylist,election_day,7.7419453,99.9723573,ศาลาประจำหมู่บ้านบ้านหนักขัน,185,180,2,3,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,4,partylist,election_day,7.753196000000001,99.9551971,ศาลาประจำหมู่บ้านบ้านไสเตียน,511,490,16,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,5,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านค่ายไพออก,326,317,4,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,6,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านค่ายไพตก,394,376,13,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,7,partylist,election_day,7.7372374,99.973056,ศาลาประจำหมู่บ้านบ้านไทรโกบ,360,342,16,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,8,partylist,election_day,7.736974900000001,99.9842367,ศาลาประจำหมู่บ้านบ้านหัวถนน,328,316,8,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,9,partylist,election_day,7.737530199999998,99.9891287,ศาลาประจำหมู่บ้านบ้านปาบ,196,188,6,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,10,partylist,election_day,7.771804299999999,99.9381744,ศาลาประจำหมู่บ้านบ้านสามหนอง,486,463,18,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,11,partylist,election_day,7.7427958,99.9646715,ศาลาประจำหมู่บ้านบ้านศาลาม่วง,296,276,13,7,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,12,partylist,election_day,7.7851689,99.9546944,ศาลาประจำหมู่บ้านบ้านไสตอ,462,445,10,7,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,13,partylist,election_day,7.769434400000001,99.9700718,ศาลาประจำหมู่บ้านบ้านหยีใน,588,555,28,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ชะมวง,14,partylist,election_day,7.7851689,99.9546944,ศาลาประจำหมู่บ้านบ้านไสตอตก,366,351,9,6,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,0,partylist,election_day,7.4710752,99.9927726,ศาลาประจำหมู่บ้านบ้านต้นประดู่,593,562,17,14,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,1,partylist,election_day,7.477495999999999,100.0135447,ศาลาประจำหมู่บ้านบ้านวังปริง,419,398,20,1,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,2,partylist,election_day,7.471108099999999,100.0050042,ศาลาประจำหมู่บ้านบ้านหัวหรั่ง,655,631,16,8,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,3,partylist,election_day,7.470731900000001,99.9856344,ศาลาประจำหมู่บ้านบ้านท่ายาง,331,308,16,7,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,4,partylist,election_day,7.471220799999999,99.979161,อาคารสำนักงานเทศบาลตำบลชะรัด,399,383,14,2,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,5,partylist,election_day,7.471220799999999,99.979161,อาคารสำนักงานเทศบาลตำบลชะรัด,429,412,15,2,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,6,partylist,election_day,7.470731900000001,99.9856344,ศาลาอเนกประสงค์บ้านนามะพร้าว,277,271,3,3,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,7,partylist,election_day,7.470731900000001,99.9856344,ศูนย์ถ่ายทอดเทคโนโลยีตำบลชะรัด,617,592,15,10,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,8,partylist,election_day,7.470731900000001,99.9856344,ศาลาประจำหมู่บ้านบ้านหูเล่,383,360,13,10,สร้างอนาคตไทย,0,0.0
กงหรา2,ชะรัด,9,partylist,election_day,7.470731900000001,99.9856344,ศาลาประจำหมู่บ้านบ้านสะพานแต้ว,517,490,22,5,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,0,partylist,election_day,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านชุมพล,645,596,25,24,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,1,partylist,election_day,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านหนองปริง,345,328,12,5,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,2,partylist,election_day,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองเสม็ด,363,339,16,8,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,3,partylist,election_day,7.5827562,99.9618832,ศาลาการเปรียญวัดลำกะ,418,375,19,24,สร้างอนาคตไทย,1,0.0026666666666666666
ศรีนครินทร์,ชุมพล,4,partylist,election_day,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านห้วยไทร,402,384,13,5,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,5,partylist,election_day,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านหนองหาญ (หนองโหล๊ะ),493,455,22,16,สร้างอนาคตไทย,2,0.004395604395604396
ศรีนครินทร์,ชุมพล,6,partylist,election_day,7.6050041,99.9493424,ศาลาอเนกประสงค์บ้านทุ่งยวน,274,259,5,10,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,7,partylist,election_day,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านควนดินสอ,637,604,20,13,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,8,partylist,election_day,7.650070299999999,99.9772486,ศาลาอเนกประสงค์บ้านสวนโหนด,290,274,9,7,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,9,partylist,election_day,17.0245089,102.9780981,ศาลาประจำหมู่บ้านบ้านหนองหว้า,349,331,9,9,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,10,partylist,election_day,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านลำกะ,547,526,21,0,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,11,partylist,election_day,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านต้นธง,244,224,11,9,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,12,partylist,election_day,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านนารา,254,245,3,6,สร้างอนาคตไทย,1,0.004081632653061225
ศรีนครินทร์,ชุมพล,13,partylist,election_day,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองโหรง,275,260,10,5,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,ชุมพล,14,partylist,election_day,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านชุมทอง,247,242,5,0,สร้างอนาคตไทย,1,0.004132231404958678
ควนขนุน,ดอนทราย,0,partylist,election_day,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านเขากอย,206,202,2,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,1,partylist,election_day,7.7253162,99.9828919,ศาลาประจำหมู่บ้านบ้านหม้อ,372,357,10,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,2,partylist,election_day,7.7066667,99.9511111,ศาลาประจำหมู่บ้านบ้านเขาวัง,301,286,11,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,3,partylist,election_day,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านลำรุณ,255,246,3,6,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,4,partylist,election_day,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านควนเหลง,475,456,15,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,5,partylist,election_day,7.722331100000001,99.9800438,ศาลาประจำหมู่บ้านบ้านเกาะทอง,284,279,2,3,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,6,partylist,election_day,7.7186105,99.9665503,ศาลาประจำหมู่บ้านบ้านควนดินแดง,528,504,20,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,7,partylist,election_day,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนา,262,255,5,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,8,partylist,election_day,7.706008700000001,99.9771524,ศาลาประจำหมู่บ้านบ้านไสอ้อย,586,568,15,3,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,9,partylist,election_day,7.7714851,100.0555474,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,379,367,6,6,สร้างอนาคตไทย,0,0.0
ควนขนุน,ดอนทราย,10,partylist,election_day,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนาตก,264,252,10,2,สร้างอนาคตไทย,0,0.0
ศรีบรรพต,ตะแพน,0,partylist,election_day,7.6514478,99.9629591,ศาลาประจำหมู่บ้าน บ้านสวนโหนด หมู่ที่ 1,340,329,9,2,สร้างอนาคตไทย,1,0.00303951367781155
ศรีบรรพต,ตะแพน,1,partylist,election_day,7.6554624,99.8766586,โรงอาหารโรงเรียนวัดตะแพน,603,582,15,6,สร้างอนาคตไทย,1,0.001718213058419244
ศรีบรรพต,ตะแพน,2,partylist,election_day,7.639195399999998,99.8683073,ศาลาประจำหมู่บ้าน บ้านวังยาว หมู่ที่ 3,335,323,4,8,สร้างอนาคตไทย,0,0.0
ศรีบรรพต,ตะแพน,3,partylist,election_day,7.6452374,99.8090063,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,144,143,1,0,สร้างอนาคตไทย,0,0.0
ศรีบรรพต,ตะแพน,4,partylist,election_day,7.618795599999999,99.8236533,ศาลาประจำหมู่บ้าน บ้านท่ายูง หมู่ที่ 5,549,522,18,9,สร้างอนาคตไทย,0,0.0
ศรีบรรพต,ตะแพน,5,partylist,election_day,7.6508473,99.9437136,ศาลาประจำหมู่บ้าน บ้านหน้าควน หมู่ที่ 6,376,369,5,2,สร้างอนาคตไทย,0,0.0
ศรีบรรพต,ตะแพน,6,partylist,election_day,7.6497788,99.9285556,โรงอาหารโรงเรียนบ้านหัสคุณ,614,602,6,6,สร้างอนาคตไทย,1,0.0016611295681063123
ศรีบรรพต,ตะแพน,7,partylist,election_day,7.6775386,99.8988081,สำนักสงฆ์บ้านท่าข้าม,343,336,5,2,สร้างอนาคตไทย,0,0.0
ศรีบรรพต,ตะแพน,8,partylist,election_day,7.6514478,99.9629591,อาคารโรงเรียนบ้านสวนโหนด,339,320,12,7,สร้างอนาคตไทย,0,0.0
ควนขนุน,ทะเลน้อย,0,partylist,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,614,578,30,6,สร้างอนาคตไทย,0,0.0
ควนขนุน,ทะเลน้อย,1,partylist,election_day,7.782416400000001,100.1591213,ศาลากลางบ้านหัวเลี้ยว,330,314,12,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,ทะเลน้อย,2,partylist,election_day,7.7872498,100.1162419,ศาลาทวดวิรุฬเจ้าแม่อุบล,341,320,17,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,ทะเลน้อย,3,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนออก,377,355,18,4,สร้างอนาคตไทย,1,0.0028169014084507044
ควนขนุน,ทะเลน้อย,4,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านปลายตรอก,508,476,29,3,สร้างอนาคตไทย,1,0.0021008403361344537
ควนขนุน,ทะเลน้อย,5,partylist,election_day,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกศักดิ์,296,278,15,3,สร้างอนาคตไทย,1,0.0035971223021582736
ควนขนุน,ทะเลน้อย,6,partylist,election_day,7.876837900000001,100.0242995,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,337,315,17,5,สร้างอนาคตไทย,1,0.0031746031746031746
ควนขนุน,ทะเลน้อย,7,partylist,election_day,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกเมา,456,429,19,8,สร้างอนาคตไทย,0,0.0
ควนขนุน,ทะเลน้อย,8,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนตก,408,382,19,7,สร้างอนาคตไทย,0,0.0
ควนขนุน,ทะเลน้อย,9,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนกลาง,387,356,29,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,0,partylist,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านศาลาต้นรักษ์,681,648,21,12,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,1,partylist,election_day,7.670382399999999,99.9823069,ศาลาประจำหมู่บ้านบ้านพังดาน,656,619,22,15,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,2,partylist,election_day,7.685908899999999,99.9794414,ศาลาประจำหมู่บ้านบ้านเกาะยาง,326,311,10,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,3,partylist,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองในวัง,380,359,13,8,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,4,partylist,election_day,7.591457699999999,100.0019597,ศาลาประจำหมู่บ้านบ้านนาท่อม,471,438,20,13,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,5,partylist,election_day,7.668115999999999,99.955747,ศาลาประจำหมู่บ้านบ้านขันหมู่,628,602,15,11,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,6,partylist,election_day,7.6901421,99.9402381,ศาลาประจำหมู่บ้านบ้านสะพานข่อย,387,368,13,6,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,7,partylist,election_day,7.707698400000001,99.9269198,ศาลาประจำหมู่บ้านบ้านโงกน้ำ,393,384,5,4,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,8,partylist,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านทุ่งสำโรง,416,400,7,9,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,9,partylist,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านโรงรม,366,347,13,6,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,10,partylist,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านไสควายฟัน,404,388,6,10,สร้างอนาคตไทย,0,0.0
ควนขนุน,นาขยาด,11,partylist,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านเขาวังทอง,456,436,15,5,สร้างอนาคตไทย,1,0.0022935779816513763
ศรีนครินทร์,บ้านนา,0,partylist,election_day,7.586495599999999,99.8579768,ศาลาอเนกประสงค์ ร.ร.บ้านนาวง,619,576,33,10,สร้างอนาคตไทย,1,0.001736111111111111
ศรีนครินทร์,บ้านนา,1,partylist,election_day,7.55964,99.885151,ศาลาประจำหมู่บ้านบ้านลำใน,185,182,3,0,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,2,partylist,election_day,7.562269,99.9131441,ศาลาการเปรียญวัดบ้านนา,501,468,22,11,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,3,partylist,election_day,7.5640073,99.8794744,ศูนย์ส่งเสริมสุขภาพราษฎร,439,413,15,11,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,4,partylist,election_day,7.569812799999999,99.8929252,ศาลาประจำหมู่บ้านบ้านต้นไทร,314,288,17,9,สร้างอนาคตไทย,1,0.003472222222222222
ศรีนครินทร์,บ้านนา,5,partylist,election_day,7.5640073,99.8794744,ศาลาอเนกประสงค์บ้านตีนนา,433,414,18,1,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,6,partylist,election_day,7.5621172,99.8859108,ศาลาอเนกประสงค์บ้านหนองเหรียง,406,391,12,3,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,7,partylist,election_day,7.5640073,99.8794744,ศาลาประจำหมู่บ้านบ้านคอกเสือ,591,574,14,3,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,8,partylist,election_day,7.5640073,99.8794744,ศาลาประจำหมู่บ้านบ้านวงค์,329,309,9,11,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,9,partylist,election_day,7.5640073,99.8794744,ศาลาอเนกประสงค์บ้านป่าสน,341,327,12,2,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,10,partylist,election_day,7.576822099999999,99.8753746,ศาลาประจำหมู่บ้านบ้านน้ำใต้บ่อ,427,409,14,4,สร้างอนาคตไทย,0,0.0
ศรีนครินทร์,บ้านนา,11,partylist,election_day,7.5640073,99.8794744,ที่ทำการกลุ่มแม่บ้านลำในใต้,387,361,21,5,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,0,partylist,election_day,7.814176799999999,99.9520961,เต๊นท์บริเวณตลาดใหม่ป่าพะยอม,438,419,7,12,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,1,partylist,election_day,7.8144408,99.9409196,ศาลาประจำหมู่บ้านบ้านพร้าว,392,368,11,13,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,2,partylist,election_day,7.7965689,99.92745370000002,ศาลาประจำหมู่บ้านบ้านตลิ่งชัน,506,481,18,7,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,3,partylist,election_day,7.830872999999999,99.930464,ศาลาประจำหมู่บ้านบ้านศาลาน้ำ,677,645,23,9,สร้างอนาคตไทย,1,0.0015503875968992248
ป่าพะยอม,บ้านพร้าว,4,partylist,election_day,7.836562000000001,99.9709605,ศาลาประจำหมู่บ้านบ้านบ่อทราย,318,306,9,3,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,5,partylist,election_day,7.8144408,99.9409196,ศาลาประจำหมู่บ้านบ้านไสอ้อ,243,231,8,4,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,6,partylist,election_day,7.8144408,99.9409196,ศาลาประจำหมู่บ้านบ้านหาดสูง,628,603,13,12,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,7,partylist,election_day,7.8144408,99.9409196,ศาลาประจำหมู่บ้านบ้านไสกล้วย,373,360,13,0,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,บ้านพร้าว,8,partylist,election_day,7.7994581,99.9130875,ศาลาประจำหมู่บ้านบ้านหน้าป่า,687,657,22,8,สร้างอนาคตไทย,1,0.0015220700152207
ป่าพะยอม,บ้านพร้าว,9,partylist,election_day,7.8144408,99.9409196,ศาลาประจำหมู่บ้านบ้านไผ่รอบ,636,605,23,8,สร้างอนาคตไทย,1,0.001652892561983471
ป่าพะยอม,บ้านพร้าว,10,partylist,election_day,7.836562000000001,99.9709605,ศาลาประจำหมู่บ้านบ้านบ่อทรายใน,443,418,17,8,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,0,partylist,election_day,7.792807099999998,100.0611429,ศาลาประจำหมู่บ้านบ้านปลายคลอง,227,217,7,3,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,1,partylist,election_day,7.791803600000001,100.0351252,ศาลาประจำหมู่บ้านบ้านปันแต,129,126,2,1,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,2,partylist,election_day,7.804429099999999,100.0067757,ศาลาประจำหมู่บ้านบ้านสำนักกอ,493,483,5,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,3,partylist,election_day,7.804978500000001,100.0569463,ศาลาประจำหมู่บ้านบ้านปากสระ,251,240,9,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,4,partylist,election_day,7.8043368,100.0275755,ศาลาประจำหมู่บ้านบ้านควนปันแต,490,467,13,10,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,5,partylist,election_day,7.7882409,100.0275755,ศาลาประจำหมู่บ้านบ้านในไร่,498,477,15,6,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,6,partylist,election_day,7.7850935,100.0471549,ศาลาประจำหมู่บ้านบ้านโพธิ์,200,195,3,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,7,partylist,election_day,7.782078799999999,100.0611429,ศาลาประจำหมู่บ้านบ้านสุนทราออก,171,168,3,0,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,8,partylist,election_day,7.782478,100.0443576,ศาลาประจำหมู่บ้านบ้านสุนทราตก,349,342,5,2,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,9,partylist,election_day,7.7735798,100.0289689,สถานปฏิบัติธรรมบ้านไสหลวง,353,338,10,5,สร้างอนาคตไทย,0,0.0
ควนขนุน,ปันแต,10,partylist,election_day,7.734939400000001,100.0100936,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,384,358,23,3,สร้างอนาคตไทย,2,0.00558659217877095
ควนขนุน,ปันแต,11,partylist,election_day,7.791652699999999,99.9968167,ศาลาประจำหมู่บ้านบ้านหารเจ,336,328,4,4,สร้างอนาคตไทย,1,0.003048780487804878
ควนขนุน,ปันแต,12,partylist,election_day,7.762721,100.0576457,ศาลาประจำหมู่บ้านบ้านเขากลาง,188,180,8,0,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,0,partylist,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านสังแกระ,453,432,16,5,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,1,partylist,election_day,7.7542239,99.8194682,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,337,318,11,8,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,2,partylist,election_day,7.841230299999999,99.9385037,โรงเรียนอนุบาลป่าพะยอม,357,342,11,4,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,3,partylist,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านทุง,511,486,14,11,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,4,partylist,election_day,7.851793,99.964334,ศาลาประจำหมู่บ้านบ้านประดู่หอม,397,389,7,1,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,5,partylist,election_day,7.838677,99.863101,ศาลาประจำหมู่บ้านบ้านนาทราย,531,499,12,20,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,6,partylist,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านโคกกอ,498,478,13,7,สร้างอนาคตไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,7,partylist,election_day,7.8654527,99.959434,ศาลาประจำหมู่บ้านบ้านไสกุน,571,557,7,7,สร้างอนาคตไทย,1,0.0017953321364452424
ควนขนุน,พนมวังก์,0,partylist,election_day,7.6738819,100.0809748,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),400,393,4,3,สร้างอนาคตไทย,0,0.0
ควนขนุน,พนมวังก์,1,partylist,election_day,7.6920875,100.0469114,ศาลาประจำหมู่บ้านบ้านระหว่างควน,631,596,23,12,สร้างอนาคตไทย,0,0.0
ควนขนุน,พนมวังก์,2,partylist,election_day,7.681553500000001,100.0052044,ศาลาประจำหมู่บ้านบ้านควนปริง,574,545,17,12,สร้างอนาคตไทย,0,0.0
ควนขนุน,พนมวังก์,3,partylist,election_day,7.653512500000001,100.0357031,โรงเรียนทุ่งยางเปล,530,502,20,8,สร้างอนาคตไทย,0,0.0
ควนขนุน,พนมวังก์,4,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านพนมวังก์,398,371,19,8,สร้างอนาคตไทย,0,0.0
ควนขนุน,พนมวังก์,5,partylist,election_day,7.6731922,100.0191857,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,628,596,23,9,สร้างอนาคตไทย,0,0.0
ควนขนุน,พนมวังก์,6,partylist,election_day,7.688851199999999,100.0064228,ศาลาประจำหมู่บ้านบ้านไสยวน,516,492,14,10,สร้างอนาคตไทย,0,0.0
