district,subdistrict,unit_index,form_type,vote_phase,latitude,longitude,latlong_location,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,candidate_or_party,votes,vote_share
ควนขนุน,ปันแต,10,partylist,election_day,7.734939400000001,100.0100936,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,384,358,23,3,ทางเลือกไทย,1,0.002793296089385475
ควนขนุน,ปันแต,11,partylist,election_day,7.791652699999999,99.9968167,ศาลาประจำหมู่บ้านบ้านหารเจ,336,328,4,4,ทางเลือกไทย,1,0.003048780487804878
ควนขนุน,ปันแต,12,partylist,election_day,7.762721,100.0576457,ศาลาประจำหมู่บ้านบ้านเขากลาง,188,180,8,0,ทางเลือกไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,0,partylist,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านสังแกระ,453,432,16,5,ทางเลือกไทย,1,0.0023148148148148147
ป่าพะยอม,ป่าพะยอม,1,partylist,election_day,7.7542239,99.8194682,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,337,318,11,8,ทางเลือกไทย,1,0.0031446540880503146
ป่าพะยอม,ป่าพะยอม,2,partylist,election_day,7.841230299999999,99.9385037,โรงเรียนอนุบาลป่าพะยอม,357,342,11,4,ทางเลือกไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,3,partylist,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านทุง,511,486,14,11,ทางเลือกไทย,3,0.006172839506172839
ป่าพะยอม,ป่าพะยอม,4,partylist,election_day,7.851793,99.964334,ศาลาประจำหมู่บ้านบ้านประดู่หอม,397,389,7,1,ทางเลือกไทย,1,0.002570694087403599
ป่าพะยอม,ป่าพะยอม,5,partylist,election_day,7.838677,99.863101,ศาลาประจำหมู่บ้านบ้านนาทราย,531,499,12,20,ทางเลือกไทย,4,0.008016032064128256
ป่าพะยอม,ป่าพะยอม,6,partylist,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านโคกกอ,498,478,13,7,ทางเลือกไทย,0,0.0
ป่าพะยอม,ป่าพะยอม,7,partylist,election_day,7.8654527,99.959434,ศาลาประจำหมู่บ้านบ้านไสกุน,571,557,7,7,ทางเลือกไทย,3,0.005385996409335727
ควนขนุน,พนมวังก์,0,partylist,election_day,7.6738819,100.0809748,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),400,393,4,3,ทางเลือกไทย,1,0.002544529262086514
ควนขนุน,พนมวังก์,1,partylist,election_day,7.6920875,100.0469114,ศาลาประจำหมู่บ้านบ้านระหว่างควน,631,596,23,12,ทางเลือกไทย,1,0.0016778523489932886
ควนขนุน,พนมวังก์,2,partylist,election_day,7.681553500000001,100.0052044,ศาลาประจำหมู่บ้านบ้านควนปริง,574,545,17,12,ทางเลือกไทย,0,0.0
ควนขนุน,พนมวังก์,3,partylist,election_day,7.653512500000001,100.0357031,โรงเรียนทุ่งยางเปล,530,502,20,8,ทางเลือกไทย,4,0.00796812749003984
ควนขนุน,พนมวังก์,4,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านพนมวังก์,398,371,19,8,ทางเลือกไทย,1,0.0026954177897574125
ควนขนุน,พนมวังก์,5,partylist,election_day,7.6731922,100.0191857,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,628,596,23,9,ทางเลือกไทย,2,0.003355704697986577
ควนขนุน,พนมวังก์,6,partylist,election_day,7.688851199999999,100.0064228,ศาลาประจำหมู่บ้านบ้านไสยวน,516,492,14,10,ทางเลือกไทย,1,0.0020325203252032522
ควนขนุน,พนมวังก์,7,partylist,election_day,7.697101200000001,100.0275755,ศาลาประจำหมู่บ้านบ้านเกาะอ้ายเฒ่า,551,523,23,5,ทางเลือกไทย,0,0.0
ควนขนุน,พนางตุง,0,partylist,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,412,384,18,10,ทางเลือกไทย,1,0.0026041666666666665
ควนขนุน,พนางตุง,1,partylist,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,352,326,22,4,ทางเลือกไทย,0,0.0
ควนขนุน,พนางตุง,2,partylist,election_day,7.777721799999999,100.1033782,โรงเรียนควนพนางตุง,650,629,14,7,ทางเลือกไทย,3,0.0047694753577106515
ควนขนุน,พนางตุง,3,partylist,election_day,7.7346142,100.1285201,ศาลาประจำหมู่บ้านบ้านชายคลอง,367,356,7,4,ทางเลือกไทย,0,0.0
ควนขนุน,พนางตุง,4,partylist,election_day,7.7462876,100.1069393,ศาลาประจำหมู่บ้านบ้านท่าช้าง,659,634,19,6,ทางเลือกไทย,3,0.00473186119873817
ควนขนุน,พนางตุง,5,partylist,election_day,7.7615069,100.1367166,ศาลาประจำหมู่บ้านบ้านไสคลิ้ง,680,655,19,6,ทางเลือกไทย,4,0.0061068702290076335
ควนขนุน,พนางตุง,6,partylist,election_day,7.767323999999999,100.08837,ศาลาประจำหมู่บ้านบ้านค่าย,483,455,25,3,ทางเลือกไทย,1,0.002197802197802198
ควนขนุน,พนางตุง,7,partylist,election_day,7.7801171,100.0898175,ที่ทำการกำนันตำบลพนางตุง,726,682,38,6,ทางเลือกไทย,3,0.004398826979472141
ควนขนุน,พนางตุง,8,partylist,election_day,7.734145599999999,100.0256023,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,166,160,3,3,ทางเลือกไทย,0,0.0
ควนขนุน,พนางตุง,9,partylist,election_day,7.789683200000001,100.0953331,โรงเรียนบ้านธรรมเถียร,632,592,31,9,ทางเลือกไทย,3,0.005067567567567568
ควนขนุน,พนางตุง,10,partylist,election_day,7.7781796,100.118286,ศาลาประจำหมู่บ้านบ้านไทรงาม,338,324,8,6,ทางเลือกไทย,2,0.006172839506172839
ควนขนุน,พนางตุง,11,partylist,election_day,7.7615069,100.1367166,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,548,515,27,6,ทางเลือกไทย,1,0.001941747572815534
ควนขนุน,พนางตุง,12,partylist,election_day,7.7615069,100.1367166,ศาลาเอนกประสงค์ หมู่ที่ 13,510,466,34,10,ทางเลือกไทย,1,0.002145922746781116
ควนขนุน,มะกอกเหนือ(เทศบาล),0,partylist,election_day,7.7391571,100.0863987,วัดประดู่เรียง,400,392,6,2,ทางเลือกไทย,0,0.0
ควนขนุน,มะกอกเหนือ(เทศบาล),1,partylist,election_day,7.7416636,100.0695367,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,307,296,4,7,ทางเลือกไทย,3,0.010135135135135136
ควนขนุน,มะกอกเหนือ(เทศบาล),2,partylist,election_day,7.736405899999999,100.0686586,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),374,366,3,5,ทางเลือกไทย,1,0.00273224043715847
ควนขนุน,มะกอกเหนือ(เทศบาล),3,partylist,election_day,7.7416636,100.0695367,ศาลาเฉลิมพระเกียรติ ร.9,229,226,3,0,ทางเลือกไทย,0,0.0
ควนขนุน,มะกอกเหนือ,0,partylist,election_day,7.7409914,100.0858852,โรงอาหารโรงเรียนประดู่เรียง,478,458,11,9,ทางเลือกไทย,2,0.004366812227074236
ควนขนุน,มะกอกเหนือ,1,partylist,election_day,7.739052,100.0712741,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,93,90,1,2,ทางเลือกไทย,0,0.0
ควนขนุน,มะกอกเหนือ,2,partylist,election_day,7.7544444,100.0663889,ศาลาประจำหมู่บ้านบ้านเขาอ้อ,113,108,1,4,ทางเลือกไทย,1,0.009259259259259259
ควนขนุน,มะกอกเหนือ,3,partylist,election_day,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านค่ายเสือ,259,249,2,8,ทางเลือกไทย,3,0.012048192771084338
ควนขนุน,มะกอกเหนือ,4,partylist,election_day,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านนาสวน,461,440,11,10,ทางเลือกไทย,1,0.0022727272727272726
ควนขนุน,มะกอกเหนือ,5,partylist,election_day,7.734133699999999,100.0518935,ศาลาเอนกประสงค์โรงเรียนวัดบ้านสวน,477,463,9,5,ทางเลือกไทย,1,0.0021598272138228943
ควนขนุน,มะกอกเหนือ,6,partylist,election_day,7.7335541,100.051063,ศาลาการเปรียญวัดบ้านสวน,485,466,8,11,ทางเลือกไทย,2,0.004291845493562232
ควนขนุน,มะกอกเหนือ,7,partylist,election_day,7.713126,100.086706,วัดมะกอกเหนือ,420,405,10,5,ทางเลือกไทย,1,0.0024691358024691358
ควนขนุน,มะกอกเหนือ,8,partylist,election_day,7.755263100000001,100.0397776,ศาลาประจำหมู่บ้านบ้านดอนศาลา,413,399,9,5,ทางเลือกไทย,0,0.0
ควนขนุน,มะกอกเหนือ,9,partylist,election_day,7.7416636,100.0695367,ที่อ่านหนังสือประจำหมู่บ้านบ้านไสเลียบ,162,153,6,3,ทางเลือกไทย,1,0.006535947712418301
ป่าพะยอม,ลานข่อย,0,partylist,election_day,7.8872993,99.8553365,ศาลาประจำหมู่บ้านบ้านลานข่อย,328,311,14,3,ทางเลือกไทย,1,0.003215434083601286
ป่าพะยอม,ลานข่อย,1,partylist,election_day,7.8875764,99.87482,ศาลาการเปรียญวัดลานข่อย,438,422,9,7,ทางเลือกไทย,2,0.004739336492890996
ป่าพะยอม,ลานข่อย,2,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านห้วยหลุด,361,347,11,3,ทางเลือกไทย,2,0.005763688760806916
ป่าพะยอม,ลานข่อย,3,partylist,election_day,7.8808168,99.8327582,ศาลาประจำหมู่บ้านบ้านทุ่งชุมพล,355,341,10,4,ทางเลือกไทย,2,0.005865102639296188
ป่าพะยอม,ลานข่อย,4,partylist,election_day,7.821256099999999,99.8794744,ศาลาประจำหมู่บ้านบ้านห้วยเรียน,365,350,13,2,ทางเลือกไทย,0,0.0
ป่าพะยอม,ลานข่อย,5,partylist,election_day,7.852371,99.797831,ศาลาประจำหมู่บ้านบ้านถ้ำลา,364,356,6,2,ทางเลือกไทย,3,0.008426966292134831
ป่าพะยอม,ลานข่อย,6,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านมาดนั่ง,628,600,22,6,ทางเลือกไทย,2,0.0033333333333333335
ป่าพะยอม,ลานข่อย,7,partylist,election_day,7.8684401,99.902977,ศาลาประจำหมู่บ้านบ้านห้วยศรีเกษร,361,349,7,5,ทางเลือกไทย,1,0.0028653295128939827
ป่าพะยอม,ลานข่อย,8,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านห้วยรำพึง,513,488,17,8,ทางเลือกไทย,0,0.0
ป่าพะยอม,ลานข่อย,9,partylist,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านควนยาว,507,489,11,7,ทางเลือกไทย,3,0.006134969325153374
ป่าพะยอม,ลานข่อย,10,partylist,election_day,,,,342,336,6,0,ทางเลือกไทย,1,0.002976190476190476
ป่าพะยอม,ลานข่อย,11,partylist,election_day,,,,595,572,13,10,ทางเลือกไทย,3,0.005244755244755245
ศรีนครินทร์,ลำสินธ์ุ,0,partylist,election_day,7.565728799999999,99.9318053,ศาลาประจำหมู่บ้านบ้านคลองหมวย,561,533,11,17,ทางเลือกไทย,0,0.0
ศรีนครินทร์,ลำสินธ์ุ,1,partylist,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านสวนหมาก,399,380,15,4,ทางเลือกไทย,1,0.002631578947368421
ศรีนครินทร์,ลำสินธ์ุ,2,partylist,election_day,7.533063,99.937284,ศาลาประจำหมู่บ้านบ้านลำสินธุ์,536,508,28,0,ทางเลือกไทย,0,0.0
ศรีนครินทร์,ลำสินธ์ุ,3,partylist,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านห้วยทำผัง,221,209,10,2,ทางเลือกไทย,0,0.0
ศรีนครินทร์,ลำสินธ์ุ,4,partylist,election_day,7.507218399999999,99.9070129,ศาลาประจำหมู่บ้านบ้านโหล๊ะไฟ,417,401,14,2,ทางเลือกไทย,1,0.0024937655860349127
ศรีนครินทร์,ลำสินธ์ุ,5,partylist,election_day,7.501031,99.9085119,ศาลาประจำหมู่บ้านบ้านโตน,591,567,19,5,ทางเลือกไทย,2,0.003527336860670194
ศรีนครินทร์,ลำสินธ์ุ,6,partylist,election_day,7.508669999999999,99.921707,ศาลาประจำหมู่บ้านบ้านขาม,604,567,33,4,ทางเลือกไทย,0,0.0
ศรีนครินทร์,ลำสินธ์ุ,7,partylist,election_day,7.533063,99.937284,ศาลาประจำหมู่บ้านบ้านลำสินธุ์เหนือ,563,535,17,11,ทางเลือกไทย,1,0.001869158878504673
ศรีนครินทร์,ลำสินธ์ุ,8,partylist,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านโหล๊ะอม,233,214,19,0,ทางเลือกไทย,0,0.0
กงหรา2,สมหวัง,0,partylist,election_day,7.5077431,100.0024084,ศาลาประจำหมู่บ้านบ้านคลองลำ,316,301,9,6,ทางเลือกไทย,0,0.0
กงหรา2,สมหวัง,1,partylist,election_day,7.5077431,100.0024084,ศาลาประชาร่วมใจ (ช่องเตย),665,631,23,11,ทางเลือกไทย,2,0.003169572107765452
กงหรา2,สมหวัง,2,partylist,election_day,7.52108,100.008,ศาลาประจำหมู่บ้านบ้านสมหวังตก,396,376,18,2,ทางเลือกไทย,2,0.005319148936170213
กงหรา2,สมหวัง,3,partylist,election_day,7.5076504,99.9837692,โรงเรียนวัดหวัง,358,322,31,5,ทางเลือกไทย,0,0.0
กงหรา2,สมหวัง,4,partylist,election_day,7.507084499999999,99.9848915,ศาลาการเปรียญวัดสมหวัง,413,394,9,10,ทางเลือกไทย,1,0.0025380710659898475
กงหรา2,สมหวัง,5,partylist,election_day,7.4978326,100.015403,ศาลาประจำหมู่บ้านบ้านไสคุณเปลือย,374,347,16,11,ทางเลือกไทย,2,0.005763688760806916
กงหรา2,สมหวัง,6,partylist,election_day,7.4922222,100.0025,ศาลาประจำหมู่บ้านบ้านพรุนาแด้,427,404,19,4,ทางเลือกไทย,1,0.0024752475247524753
กงหรา2,สมหวัง,7,partylist,election_day,7.550502400000001,100.0024084,ศาลาประจำหมู่บ้านบ้านทุ่งเลียบ,197,187,4,6,ทางเลือกไทย,0,0.0
ศรีนครินทร์,อ่างทอง,0,partylist,election_day,7.5629896,99.9241575,ศาลาประจำหมู่บ้านบ้านประดู่,450,421,22,7,ทางเลือกไทย,6,0.014251781472684086
ศรีนครินทร์,อ่างทอง,1,partylist,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านสวนหลวง,379,366,10,3,ทางเลือกไทย,2,0.00546448087431694
ศรีนครินทร์,อ่างทอง,2,partylist,election_day,7.5564909,99.9744535,ศาลาประจำหมู่บ้านบ้านอ่างทอง,498,476,16,6,ทางเลือกไทย,5,0.01050420168067227
ศรีนครินทร์,อ่างทอง,3,partylist,election_day,7.5505741,99.9603319,ศาลาอเนกประสงค์บ้านโหล๊ะหนุน,538,516,14,8,ทางเลือกไทย,1,0.001937984496124031
ศรีนครินทร์,อ่างทอง,4,partylist,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านปากแพรก,300,295,5,0,ทางเลือกไทย,5,0.01694915254237288
ศรีนครินทร์,อ่างทอง,5,partylist,election_day,7.5629896,99.9241575,ศาลาประจำหมู่บ้านบ้านเกาะเหรียง,223,217,3,3,ทางเลือกไทย,3,0.013824884792626729
ศรีนครินทร์,อ่างทอง,6,partylist,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านต้นตอ,299,282,10,7,ทางเลือกไทย,10,0.03546099290780142
ศรีนครินทร์,อ่างทอง,7,partylist,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านเกาะขัน,250,229,21,0,ทางเลือกไทย,0,0.0
ป่าพะยอม,เกาะเต่า,0,partylist,election_day,7.8113025,99.8459774,ศาลาประจำหมู่บ้านบ้านไร่เจ็ดสิบ,530,495,26,9,ทางเลือกไทย,1,0.00202020202020202
ป่าพะยอม,เกาะเต่า,1,partylist,election_day,7.8554397,99.9101915,ศาลาประจำหมู่บ้านบ้านห้วยกรวด,334,320,9,5,ทางเลือกไทย,1,0.003125
ป่าพะยอม,เกาะเต่า,2,partylist,election_day,7.791444299999999,99.8295765,ศาลาประจำหมู่บ้านบ้านบางหล่อ,339,327,5,7,ทางเลือกไทย,0,0.0
ป่าพะยอม,เกาะเต่า,3,partylist,election_day,7.791444299999999,99.8295765,ศูนย์สาธิตการตลาดบ้านบางหล่อ,556,532,14,10,ทางเลือกไทย,1,0.0018796992481203006
ป่าพะยอม,เกาะเต่า,4,partylist,election_day,7.8265429,99.8689005,ศาลาประจำหมู่บ้านบ้านคลองใหญ่,381,370,6,5,ทางเลือกไทย,2,0.005405405405405406
ป่าพะยอม,เกาะเต่า,5,partylist,election_day,7.8321524,99.8957282,ศาลาประจำหมู่บ้านบ้านไสเลียบ,411,390,13,8,ทางเลือกไทย,1,0.002564102564102564
ป่าพะยอม,เกาะเต่า,6,partylist,election_day,7.8321524,99.8957282,ศูนย์เรียนรู้บ้านไสเลียบ,352,340,8,4,ทางเลือกไทย,0,0.0
ป่าพะยอม,เกาะเต่า,7,partylist,election_day,7.77781,99.8342437,ศาลาประจำหมู่บ้านบ้านปากเหมือง,500,492,6,2,ทางเลือกไทย,2,0.0040650406504065045
ป่าพะยอม,เกาะเต่า,8,partylist,election_day,7.7700709,99.8878507,ศาลาประจำหมู่บ้านบ้านประชาสามัคคี,424,403,12,9,ทางเลือกไทย,1,0.0024813895781637717
ป่าพะยอม,เกาะเต่า,9,partylist,election_day,7.784332600000001,99.8515593,ศาลาประจำหมู่บ้านบ้านหนำวัว,380,364,11,5,ทางเลือกไทย,2,0.005494505494505495
ป่าพะยอม,เกาะเต่า,10,partylist,election_day,7.849026500000001,99.8403959,ศาลาประจำหมู่บ้านบ้านควนตะแบก,503,483,16,4,ทางเลือกไทย,0,0.0
ป่าพะยอม,เกาะเต่า,11,partylist,election_day,7.819731300000001,99.9013657,ศาลาประจำหมู่บ้านบ้านห้วยปริง,579,553,21,5,ทางเลือกไทย,2,0.003616636528028933
ป่าพะยอม,เกาะเต่า,12,partylist,election_day,7.8504642,99.8934354,ศาลาประจำหมู่บ้านบ้านเกาะยวน,658,635,19,4,ทางเลือกไทย,4,0.006299212598425197
ป่าพะยอม,เกาะเต่า,13,partylist,election_day,7.76993,99.835768,ศาลาประจำหมู่บ้านบ้านห้วยไม้ไผ่,493,471,14,8,ทางเลือกไทย,4,0.008492569002123142
ป่าพะยอม,เกาะเต่า,14,partylist,election_day,7.838677,99.863101,ศาลาประจำหมู่บ้านบ้านนา,600,579,19,2,ทางเลือกไทย,1,0.0017271157167530224
ป่าพะยอม,เกาะเต่า,15,partylist,election_day,,,,371,360,11,0,ทางเลือกไทย,0,0.0
ป่าพะยอม,เกาะเต่า,16,partylist,election_day,,,,380,356,14,10,ทางเลือกไทย,4,0.011235955056179775
ศรีบรรพต,เขาปู่,0,partylist,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านหน้าวัด หมู่ที่ 1,359,345,7,7,ทางเลือกไทย,1,0.002898550724637681
ศรีบรรพต,เขาปู่,1,partylist,election_day,7.664779900000001,99.8385881,ศาลาประจำหมู่บ้าน บ้านใสประดู่ หมู่ที่ 2,494,466,21,7,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาปู่,2,partylist,election_day,7.729098599999999,99.8041245,ศาลาประจำหมู่บ้าน บ้านควนลม หมู่ที่ 3,198,187,7,4,ทางเลือกไทย,2,0.0106951871657754
ศรีบรรพต,เขาปู่,3,partylist,election_day,7.7451902,99.8041245,ศาลาประจำหมู่บ้าน บ้านทุ่งยูง หมู่ที่ 4,298,274,11,13,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาปู่,4,partylist,election_day,7.717472799999999,99.8431866,ศาลาประจำหมู่บ้าน บ้านด่าน หมู่ที่ 5,253,233,9,11,ทางเลือกไทย,1,0.004291845493562232
ศรีบรรพต,เขาปู่,5,partylist,election_day,7.7169567,99.8655158,ศาลาประจำหมู่บ้าน บ้านเหรียงงาม หมู่ที่ 6,499,471,18,10,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาปู่,6,partylist,election_day,7.741928,99.8292338,ศาลาประจำหมู่บ้าน บ้านเขาป้าแหร้ หมู่ที่ 7,361,348,11,2,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาปู่,7,partylist,election_day,7.699030199999999,99.8292338,ศาลาประจำหมู่บ้าน บ้านป่าตอ หมู่ที่ 8,435,405,17,13,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาปู่,8,partylist,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านในวัง หมู่ที่ 9,290,278,2,10,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาปู่,9,partylist,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านโหล๊ะปราง หมู่ที่ 10,283,271,8,4,ทางเลือกไทย,2,0.007380073800738007
ศรีบรรพต,เขาปู่,10,partylist,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านเขาปู่ หมู่ที่ 11,357,348,5,4,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาย่า,0,partylist,election_day,7.728210699999999,99.9004167,ศาลาประจำหมู่บ้าน บ้านสำนักปราง หมู่ที่ 1,404,385,15,4,ทางเลือกไทย,3,0.007792207792207792
ศรีบรรพต,เขาย่า,1,partylist,election_day,7.747962100000001,99.9157776,ศาลาประจำหมู่บ้าน บ้านสะพานยาง หมู่ที่ 2,396,378,13,5,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาย่า,2,partylist,election_day,7.7458666,99.890643,ศาลาประจำหมู่บ้าน บ้านม่วง หมู่ที่ 3,537,524,9,4,ทางเลือกไทย,3,0.0057251908396946565
ศรีบรรพต,เขาย่า,3,partylist,election_day,7.7197137,99.9199675,ศาลาประจำหมู่บ้าน บ้านเขาย่าออก หมู่ที่ 4,474,453,17,4,ทางเลือกไทย,3,0.006622516556291391
ศรีบรรพต,เขาย่า,4,partylist,election_day,7.7576419,99.9032094,ศาลาประจำหมู่บ้าน บ้านโหล๊ะเร็ดตกหมู่ที่ 5,451,431,19,1,ทางเลือกไทย,1,0.002320185614849188
ศรีบรรพต,เขาย่า,5,partylist,election_day,7.710689700000001,99.9046058,ศาลาประจำหมู่บ้าน บ้านเขาย่าตก หมู่ที่ 6,496,476,17,3,ทางเลือกไทย,1,0.0021008403361344537
ศรีบรรพต,เขาย่า,6,partylist,election_day,7.729908200000001,99.8850586,ศาลาประจำหมู่บ้าน บ้านโพรงงู หมู่ที่ 7,552,525,16,11,ทางเลือกไทย,0,0.0
ศรีบรรพต,เขาย่า,7,partylist,election_day,7.776026099999999,99.9199675,ศาลาประจำหมู่บ้าน บ้านโหล๊ะเร็ดออก หมู่ที่ 8,537,519,13,5,ทางเลือกไทย,1,0.0019267822736030828
ศรีบรรพต,เขาย่า,8,partylist,election_day,7.7206497,99.8865912,ศาลาประจำหมู่บ้าน บ้านสำนักวา หมู่ที่ 9,375,360,10,5,ทางเลือกไทย,2,0.005555555555555556
ศรีบรรพต,เขาย่า,9,partylist,election_day,7.737366799999999,99.9101915,ศาลาประจำหมู่บ้าน บ้านหูหนาน หมู่ที่ 10,446,416,22,8,ทางเลือกไทย,1,0.002403846153846154
ควนขนุน,แพรกหา,0,partylist,election_day,7.666126299999999,100.0230734,ศาลาประจำหมู่บ้านบ้านม่วงเตี้ย,622,593,21,8,ทางเลือกไทย,5,0.008431703204047217
ควนขนุน,แพรกหา,1,partylist,election_day,7.6506734,99.988483,ศาลาประจำหมู่บ้านบ้านไสขาม,346,330,8,8,ทางเลือกไทย,0,0.0
ควนขนุน,แพรกหา,2,partylist,election_day,7.6503234,99.9875214,ศาลาประจำหมู่บ้านบ้านแพรกหา,575,549,20,6,ทางเลือกไทย,2,0.0036429872495446266
ควนขนุน,แพรกหา,3,partylist,election_day,7.6641667,100.0083333,ศาลา อพป.บ้านเขาโต๊ะบุญ,680,642,23,15,ทางเลือกไทย,1,0.001557632398753894
ควนขนุน,แพรกหา,4,partylist,election_day,7.6511029,100.0082279,ศาลาประจำหมู่บ้านบ้านเขาพังอิฐ,677,643,25,9,ทางเลือกไทย,7,0.01088646967340591
ควนขนุน,แพรกหา,5,partylist,election_day,7.6520326,100.0080005,ศาลาประจำหมู่บ้านบ้านเขาป้าเจ้,417,403,9,5,ทางเลือกไทย,1,0.0024813895781637717
ควนขนุน,แพรกหา,6,partylist,election_day,7.6520326,100.0080005,ศาลาประจำหมู่บ้านบ้านไสหยี,434,414,12,8,ทางเลือกไทย,0,0.0
ควนขนุน,แพรกหา,7,partylist,election_day,7.674832,100.003384,ศาลาประจำหมู่บ้านบ้านควนน้อย,385,371,8,6,ทางเลือกไทย,1,0.0026954177897574125
ควนขนุน,แหลมโตนด,0,partylist,election_day,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านกองเกวียน,512,492,17,3,ทางเลือกไทย,2,0.0040650406504065045
ควนขนุน,แหลมโตนด,1,partylist,election_day,7.812371,100.049519,ศาลาประจำหมู่บ้านบ้านแหลมโตนด,386,364,14,8,ทางเลือกไทย,1,0.0027472527472527475
ควนขนุน,แหลมโตนด,2,partylist,election_day,7.838152273124791,100.0744355760674,ศาลาประจำหมู่บ้านบ้านมาบเนียน,326,313,9,4,ทางเลือกไทย,0,0.0
ควนขนุน,แหลมโตนด,3,partylist,election_day,7.838233,100.0031462,ศาลาประจำหมู่บ้านบ้านเตง(โคกถิน),590,555,29,6,ทางเลือกไทย,1,0.0018018018018018018
ควนขนุน,แหลมโตนด,4,partylist,election_day,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านหนองสามก้อน,305,290,10,5,ทางเลือกไทย,0,0.0
ควนขนุน,แหลมโตนด,5,partylist,election_day,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านทุ่งใน,224,217,7,0,ทางเลือกไทย,0,0.0
ควนขนุน,แหลมโตนด,6,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนลาน,323,313,8,2,ทางเลือกไทย,0,0.0
ควนขนุน,แหลมโตนด,7,partylist,election_day,7.828554299999999,100.0247788,ศาลประจำหมู่บ้านบ้านเสือสะอาด,276,263,13,0,ทางเลือกไทย,0,0.0
ควนขนุน,แหลมโตนด,8,partylist,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านในตลาด,232,223,6,3,ทางเลือกไทย,0,0.0
ควนขนุน,โตนดด้วน,0,partylist,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสคำ,262,248,7,7,ทางเลือกไทย,0,0.0
ควนขนุน,โตนดด้วน,1,partylist,election_day,7.713701899999998,100.0255558,ศาลาประจำหมู่บ้านบ้านโคกโดน,596,559,37,0,ทางเลือกไทย,6,0.01073345259391771
ควนขนุน,โตนดด้วน,2,partylist,election_day,7.7243442,100.0433388,ศาลาประจำหมู่บ้านบ้านหนองฟ้าผ่า,246,235,11,0,ทางเลือกไทย,2,0.00851063829787234
ควนขนุน,โตนดด้วน,3,partylist,election_day,7.7285293,100.0221358,ศาลาประจำหมู่บ้านบ้านป่าตอ,231,226,4,1,ทางเลือกไทย,1,0.004424778761061947
ควนขนุน,โตนดด้วน,4,partylist,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านวังจระเข้,558,535,14,9,ทางเลือกไทย,2,0.003738317757009346
