district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,pdf_page,pdf_sequence,unit_district,source_subdistrict_pdf,polling_unit_no,moo,polling_place_pdf,registered_voters_66,province,registrar,latlong_subdistrict,latlong_location,latitude,longitude,electorate,latlong_row_id,latlong_match_method,latlong_match_score,coordinate_reused_count,merge_key_subdistrict_unit,latlong_merge_status
ศรีบรรพต,ตะแพน,2,constituency,election_day,335,326,2,7,145,0,27,136,16,2,0,6.0,457.0,ศรีบรรพต,ตะแพน,3.0,3,ศาลาประจ าหมู่บ้าน บ้านวังยาว,398.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านวังยาว หมู่ที่ 3,7.639195399999998,99.8683073,2.0,160.0,location_fuzzy,0.871,1.0,ตะแพน|2,matched
ศรีบรรพต,ตะแพน,3,constituency,election_day,144,142,2,0,62,0,3,72,5,0,0,6.0,458.0,ศรีบรรพต,ตะแพน,4.0,4,ศาลาประจ าหมู่บ้าน บ้านห้วยครก,161.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,7.6452374,99.8090063,2.0,161.0,location_fuzzy,0.875,1.0,ตะแพน|3,matched
ศรีบรรพต,ตะแพน,4,constituency,election_day,549,531,10,8,199,3,56,235,33,1,4,6.0,459.0,ศรีบรรพต,ตะแพน,5.0,5,ศาลาประจ าหมู่บ้าน บ้านท่ายูง,633.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านท่ายูง หมู่ที่ 5,7.618795599999999,99.8236533,2.0,162.0,location_fuzzy,0.871,1.0,ตะแพน|4,matched
ศรีบรรพต,ตะแพน,5,constituency,election_day,376,369,4,3,128,2,56,147,35,1,0,6.0,460.0,ศรีบรรพต,ตะแพน,6.0,6,ศาลาประจ าหมู่บ้าน บ้านหน้าควน,460.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,ศาลาประจำหมู่บ้าน บ้านหน้าควน หมู่ที่ 6,7.6508473,99.9437136,2.0,163.0,location_fuzzy,0.875,1.0,ตะแพน|5,matched
ศรีบรรพต,ตะแพน,6,constituency,election_day,614,602,4,8,238,2,98,230,31,2,1,6.0,461.0,ศรีบรรพต,ตะแพน,7.0,7,โรงอาหารโรงเรียนบ้านหัสคุณ,742.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,โรงอาหารโรงเรียนบ้านหัสคุณ,7.6497788,99.9285556,2.0,164.0,location_exact_normalized,1.0,1.0,ตะแพน|6,matched
ศรีบรรพต,ตะแพน,7,constituency,election_day,343,335,5,3,121,3,9,190,10,1,1,6.0,462.0,ศรีบรรพต,ตะแพน,8.0,8,ส านักสงฆ์บ้านท่าข้าม,389.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,สำนักสงฆ์บ้านท่าข้าม,7.6775386,99.8988081,2.0,165.0,location_exact_normalized,1.0,1.0,ตะแพน|7,matched
ศรีบรรพต,ตะแพน,8,constituency,election_day,339,324,6,9,109,5,33,155,21,0,1,7.0,463.0,ศรีบรรพต,ตะแพน,9.0,9,อาคารโรงเรียนบ้านสวนโหนด,429.0,พัทลุง,อำเภอศรีบรรพต,ตะแพน,อาคารโรงเรียนบ้านสวนโหนด,7.6514478,99.9629591,2.0,166.0,location_exact_normalized,1.0,1.0,ตะแพน|8,matched
ควนขนุน,ทะเลน้อย,0,constituency,election_day,614,584,21,9,239,6,36,280,18,3,2,1.0,262.0,ควนขนุน,ทะเลน้อย,1.0,1,ศาลาประจ าหมู่บ้านบ้านทะเลน้อย,857.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,7.7777536,100.1167953,2.0,17.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|0,matched
ควนขนุน,ทะเลน้อย,1,constituency,election_day,330,319,3,8,95,3,18,184,19,0,0,1.0,263.0,ควนขนุน,ทะเลน้อย,2.0,2,ศาลากลางบ้านหัวเลี้ยว,402.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลากลางบ้านหัวเลี้ยว,7.782416400000001,100.1591213,2.0,18.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|1,matched
ควนขนุน,ทะเลน้อย,2,constituency,election_day,341,329,6,6,123,6,13,164,22,1,0,1.0,264.0,ควนขนุน,ทะเลน้อย,3.0,3,ศาลาทวดวิรุฬเจ้าแม่อุบล,480.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาทวดวิรุฬเจ้าแม่อุบล,7.7872498,100.1162419,2.0,19.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|2,matched
ควนขนุน,ทะเลน้อย,3,constituency,election_day,377,363,13,1,69,2,20,263,8,0,1,1.0,265.0,ควนขนุน,ทะเลน้อย,4.0,4,ศาลาประจ าหมู่บ้านบ้านบนออก,434.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนออก,7.3838149,100.2598974,2.0,20.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|3,matched
ควนขนุน,ทะเลน้อย,4,constituency,election_day,508,491,12,5,211,11,26,222,19,0,2,1.0,266.0,ควนขนุน,ทะเลน้อย,5.0,5,ศาลาประจ าหมู่บ้านบ้านปลายตรอก,691.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านปลายตรอก,7.3838149,100.2598974,2.0,21.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|4,matched
ควนขนุน,ทะเลน้อย,5,constituency,election_day,296,278,6,12,91,10,20,150,6,0,1,1.0,267.0,ควนขนุน,ทะเลน้อย,6.0,6,ศาลาประจ าหมู่บ้านบ้านโคกศักดิ์,380.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านโคกศักดิ์,7.814868300000001,100.1479182,2.0,22.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|5,matched
ควนขนุน,ทะเลน้อย,6,constituency,election_day,337,327,6,4,77,2,33,205,10,0,0,1.0,268.0,ควนขนุน,ทะเลน้อย,7.0,7,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,443.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,7.876837900000001,100.0242995,2.0,23.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|6,matched
ควนขนุน,ทะเลน้อย,7,constituency,election_day,456,433,10,13,107,5,28,269,20,2,2,1.0,269.0,ควนขนุน,ทะเลน้อย,8.0,8,ศาลาประจ าหมู่บ้านบ้านโคกเมา,557.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านโคกเมา,7.814868300000001,100.1479182,2.0,24.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|7,matched
ควนขนุน,ทะเลน้อย,8,constituency,election_day,408,393,5,10,121,15,26,213,18,0,0,1.0,270.0,ควนขนุน,ทะเลน้อย,9.0,9,ศาลาประจ าหมู่บ้านบ้านบนตก,525.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนตก,7.3838149,100.2598974,2.0,25.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|8,matched
ควนขนุน,ทะเลน้อย,9,constituency,election_day,387,374,12,1,98,4,21,236,14,0,1,1.0,271.0,ควนขนุน,ทะเลน้อย,10.0,10,ศาลาประจ าหมู่บ้านบ้านบนกลาง,502.0,พัทลุง,อำเภอควนขนุน,ทะเลน้อย,ศาลาประจำหมู่บ้านบ้านบนกลาง,7.3838149,100.2598974,2.0,26.0,location_exact_normalized,1.0,1.0,ทะเลน้อย|9,matched
ควนขนุน,นาขยาด,0,constituency,election_day,681,653,13,15,178,0,95,312,60,4,4,3.0,336.0,ควนขนุน,นาขยาด,1.0,1,ศาลาประจ าหมู่บ้านบ้านศาลาต้นรักษ์,821.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านศาลาต้นรักษ์,7.679982700000001,99.9576849,2.0,27.0,location_exact_normalized,1.0,1.0,นาขยาด|0,matched
ควนขนุน,นาขยาด,1,constituency,election_day,656,625,9,22,130,1,64,374,49,6,1,3.0,337.0,ควนขนุน,นาขยาด,2.0,2,ศาลาประจ าหมู่บ้านบ้านพังดาน,812.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านพังดาน,7.670382399999999,99.9823069,2.0,28.0,location_exact_normalized,1.0,1.0,นาขยาด|1,matched
ควนขนุน,นาขยาด,2,constituency,election_day,326,316,3,7,49,1,36,207,20,2,1,3.0,338.0,ควนขนุน,นาขยาด,3.0,3,ศาลาประจ าหมู่บ้านบ้านเกาะยาง,404.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเกาะยาง,7.685908899999999,99.9794414,2.0,29.0,location_exact_normalized,1.0,1.0,นาขยาด|2,matched
ควนขนุน,นาขยาด,3,constituency,election_day,380,357,9,14,62,3,53,216,23,0,0,3.0,339.0,ควนขนุน,นาขยาด,4.0,4,ศาลาประจ าหมู่บ้านบ้านหนองในวัง,505.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านหนองในวัง,7.679982700000001,99.9576849,2.0,30.0,location_exact_normalized,1.0,1.0,นาขยาด|3,matched
ควนขนุน,นาขยาด,4,constituency,election_day,471,434,14,23,115,11,60,212,34,1,1,3.0,340.0,ควนขนุน,นาขยาด,5.0,5,ศาลาประจ าหมู่บ้านบ้านนาท่อม,575.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านนาท่อม,7.591457699999999,100.0019597,2.0,31.0,location_exact_normalized,1.0,1.0,นาขยาด|4,matched
ควนขนุน,นาขยาด,5,constituency,election_day,628,591,18,19,168,5,100,278,33,4,3,3.0,341.0,ควนขนุน,นาขยาด,6.0,6,ศาลาประจ าหมู่บ้านบ้านขันหมู่,796.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านขันหมู่,7.668115999999999,99.955747,2.0,32.0,location_exact_normalized,1.0,1.0,นาขยาด|5,matched
ควนขนุน,นาขยาด,6,constituency,election_day,387,371,9,7,201,2,28,119,21,0,0,3.0,342.0,ควนขนุน,นาขยาด,7.0,7,ศาลาประจ าหมู่บ้านบ้านสะพานข่อย,469.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านสะพานข่อย,7.6901421,99.9402381,2.0,33.0,location_exact_normalized,1.0,1.0,นาขยาด|6,matched
ควนขนุน,นาขยาด,7,constituency,election_day,393,376,5,12,58,9,65,209,35,0,0,3.0,343.0,ควนขนุน,นาขยาด,8.0,8,ศาลาประจ าหมู่บ้านบ้านโงกน ้า,476.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโงกน้ำ,7.707698400000001,99.9269198,2.0,34.0,location_exact_normalized,1.0,1.0,นาขยาด|7,matched
ควนขนุน,นาขยาด,8,constituency,election_day,416,399,4,13,114,1,48,210,18,3,5,3.0,344.0,ควนขนุน,นาขยาด,9.0,9,ศาลาประจ าหมู่บ้านบ้านทุ่งส าโรง,495.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านทุ่งสำโรง,7.679982700000001,99.9576849,2.0,35.0,location_exact_normalized,1.0,1.0,นาขยาด|8,matched
ควนขนุน,นาขยาด,9,constituency,election_day,366,345,14,7,92,8,47,167,26,2,3,3.0,345.0,ควนขนุน,นาขยาด,10.0,10,ศาลาประจ าหมู่บ้านบ้านโรงรม,448.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโรงรม,7.679982700000001,99.9576849,2.0,36.0,location_exact_normalized,1.0,1.0,นาขยาด|9,matched
ควนขนุน,นาขยาด,10,constituency,election_day,404,379,10,15,97,15,60,185,22,0,0,3.0,346.0,ควนขนุน,นาขยาด,11.0,11,ศาลาประจ าหมู่บ้านบ้านไสควายฟัน,474.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านไสควายฟัน,7.679982700000001,99.9576849,2.0,37.0,location_exact_normalized,1.0,1.0,นาขยาด|10,matched
ควนขนุน,นาขยาด,11,constituency,election_day,456,443,5,8,129,4,22,248,38,0,2,3.0,347.0,ควนขนุน,นาขยาด,12.0,12,ศาลาประจ าหมู่บ้านบ้านเขาวังทอง,522.0,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเขาวังทอง,7.679982700000001,99.9576849,2.0,38.0,location_exact_normalized,1.0,1.0,นาขยาด|11,matched
ศรีนครินทร์,บ้านนา,0,constituency,election_day,619,582,23,14,189,4,90,250,46,2,1,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,1,constituency,election_day,185,182,2,1,58,0,10,102,9,3,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,2,constituency,election_day,501,482,12,7,152,1,68,225,33,0,3,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,3,constituency,election_day,439,422,14,3,135,1,79,194,12,1,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,4,constituency,election_day,314,298,6,10,118,0,31,124,23,2,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,5,constituency,election_day,433,418,6,9,107,1,42,247,19,0,2,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,6,constituency,election_day,406,395,6,5,158,2,53,161,17,1,3,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,7,constituency,election_day,591,576,8,7,143,1,113,273,42,0,4,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,8,constituency,election_day,329,317,5,7,140,0,25,117,35,0,0,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,9,constituency,election_day,341,336,3,2,137,1,80,94,23,0,1,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,10,constituency,election_day,427,413,10,4,108,0,42,233,28,0,2,,,,,,,,,,,,,,,,,,,,,unmatched
ศรีนครินทร์,บ้านนา,11,constituency,election_day,387,362,14,11,202,2,38,100,18,1,1,,,,,,,,,,,,,,,,,,,,,unmatched
ป่าพะยอม,บ้านพร้าว,0,constituency,election_day,438,416,0,22,116,3,76,153,64,0,4,5.0,413.0,ป่าพะยอม,บ้านพร้าว,1.0,1,เต้นท์บริเวณตลาดใหม่ป่าพะยอม,564.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,เต๊นท์บริเวณตลาดใหม่ป่าพะยอม,7.814176799999999,99.9520961,2.0,190.0,location_fuzzy,0.9643,1.0,บ้านพร้าว|0,matched
ป่าพะยอม,บ้านพร้าว,1,constituency,election_day,392,366,3,23,104,4,62,161,34,0,1,5.0,414.0,ป่าพะยอม,บ้านพร้าว,2.0,1,ศาลาประจ าหมู่บ้านบ้านพร้าว,553.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านพร้าว,7.8144408,99.9409196,2.0,191.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|1,matched
ป่าพะยอม,บ้านพร้าว,2,constituency,election_day,506,479,11,16,117,7,54,269,30,1,1,5.0,415.0,ป่าพะยอม,บ้านพร้าว,3.0,2,ศาลาประจ าหมู่บ้านบ้านตลิ่งชัน,727.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านตลิ่งชัน,7.7965689,99.92745370000002,2.0,192.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|2,matched
ป่าพะยอม,บ้านพร้าว,3,constituency,election_day,677,648,13,16,134,5,61,408,38,2,0,5.0,416.0,ป่าพะยอม,บ้านพร้าว,4.0,3,ศาลาประจ าหมู่บ้านบ้านศาลาน ้า,802.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านศาลาน้ำ,7.830872999999999,99.930464,2.0,193.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|3,matched
ป่าพะยอม,บ้านพร้าว,4,constituency,election_day,318,297,8,13,118,8,53,87,27,2,2,5.0,417.0,ป่าพะยอม,บ้านพร้าว,5.0,4,ศาลาประจ าหมู่บ้านบ้านบ่อทราย,419.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทราย,7.836562000000001,99.9709605,2.0,194.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|4,matched
ป่าพะยอม,บ้านพร้าว,5,constituency,election_day,243,225,7,11,40,3,38,132,10,1,1,5.0,418.0,ป่าพะยอม,บ้านพร้าว,6.0,5,ศาลาประจ าหมู่บ้านบ้านไสอ้อ,313.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสอ้อ,7.8144408,99.9409196,2.0,195.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|5,matched
ป่าพะยอม,บ้านพร้าว,6,constituency,election_day,628,613,5,10,164,2,47,363,33,2,2,5.0,419.0,ป่าพะยอม,บ้านพร้าว,7.0,6,ศาลาประจ าหมู่บ้านบ้านหาดสูง,767.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหาดสูง,7.8144408,99.9409196,2.0,196.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|6,matched
ป่าพะยอม,บ้านพร้าว,7,constituency,election_day,373,356,13,4,73,0,31,232,18,0,2,5.0,420.0,ป่าพะยอม,บ้านพร้าว,8.0,7,ศาลาประจ าหมู่บ้านบ้านไสกล้วย,468.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสกล้วย,7.8144408,99.9409196,2.0,197.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|7,matched
ป่าพะยอม,บ้านพร้าว,8,constituency,election_day,687,657,21,9,122,8,59,437,24,4,3,5.0,421.0,ป่าพะยอม,บ้านพร้าว,9.0,8,ศาลาประจ าหมู่บ้านบ้านหน้าป่า,833.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหน้าป่า,7.7994581,99.9130875,2.0,198.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|8,matched
ป่าพะยอม,บ้านพร้าว,9,constituency,election_day,636,605,14,17,138,5,66,341,51,2,2,5.0,422.0,ป่าพะยอม,บ้านพร้าว,10.0,9,ศาลาประจ าหมู่บ้านบ้านไผ่รอบ,810.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไผ่รอบ,7.8144408,99.9409196,2.0,199.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|9,matched
ป่าพะยอม,บ้านพร้าว,10,constituency,election_day,443,419,12,12,98,4,65,227,22,2,1,5.0,423.0,ป่าพะยอม,บ้านพร้าว,11.0,10,ศาลาประจ าหมู่บ้านบ้านบ่อทรายใน,602.0,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทรายใน,7.836562000000001,99.9709605,2.0,200.0,location_exact_normalized,1.0,1.0,บ้านพร้าว|10,matched
ควนขนุน,ปันแต,0,constituency,election_day,227,219,6,2,124,2,21,63,8,0,1,4.0,364.0,ควนขนุน,ปันแต,1.0,1,ศาลาประจ าหมู่บ้านบ้านปลายคลอง,281.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปลายคลอง,7.792807099999998,100.0611429,2.0,56.0,location_exact_normalized,1.0,1.0,ปันแต|0,matched
ควนขนุน,ปันแต,1,constituency,election_day,129,127,1,1,100,0,0,25,2,0,0,4.0,365.0,ควนขนุน,ปันแต,2.0,2,ศาลาประจ าหมู่บ้านบ้านปันแต,160.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปันแต,7.791803600000001,100.0351252,2.0,57.0,location_exact_normalized,1.0,1.0,ปันแต|1,matched
ควนขนุน,ปันแต,2,constituency,election_day,493,478,7,8,136,3,51,271,15,0,2,4.0,366.0,ควนขนุน,ปันแต,3.0,3,ศาลาประจ าหมู่บ้านบ้านส านักกอ,593.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสำนักกอ,7.804429099999999,100.0067757,2.0,58.0,location_exact_normalized,1.0,1.0,ปันแต|2,matched
ควนขนุน,ปันแต,3,constituency,election_day,251,236,3,12,63,12,23,135,3,0,0,4.0,367.0,ควนขนุน,ปันแต,4.0,4,ศาลาประจ าหมู่บ้านบ้านปากสระ,337.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปากสระ,7.804978500000001,100.0569463,2.0,59.0,location_exact_normalized,1.0,1.0,ปันแต|3,matched
ควนขนุน,ปันแต,4,constituency,election_day,490,479,6,5,193,0,29,237,19,1,0,4.0,368.0,ควนขนุน,ปันแต,5.0,5,ศาลาประจ าหมู่บ้านบ้านควนปันแต,633.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านควนปันแต,7.8043368,100.0275755,2.0,60.0,location_exact_normalized,1.0,1.0,ปันแต|4,matched
ควนขนุน,ปันแต,5,constituency,election_day,498,481,11,6,123,24,14,308,10,1,1,4.0,369.0,ควนขนุน,ปันแต,6.0,6,ศาลาประจ าหมู่บ้านบ้านในไร่,602.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านในไร่,7.7882409,100.0275755,2.0,61.0,location_exact_normalized,1.0,1.0,ปันแต|5,matched
ควนขนุน,ปันแต,6,constituency,election_day,200,192,4,4,72,2,14,92,12,0,0,4.0,370.0,ควนขนุน,ปันแต,7.0,7,ศาลาประจ าหมู่บ้านบ้านโพธิ์,246.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านโพธิ์,7.7850935,100.0471549,2.0,62.0,location_exact_normalized,1.0,1.0,ปันแต|6,matched
ควนขนุน,ปันแต,7,constituency,election_day,171,167,1,3,89,3,18,53,4,0,0,4.0,371.0,ควนขนุน,ปันแต,8.0,8,ศาลาประจ าหมู่บ้านบ้านสุนทราออก,199.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราออก,7.782078799999999,100.0611429,2.0,63.0,location_exact_normalized,1.0,1.0,ปันแต|7,matched
ควนขนุน,ปันแต,8,constituency,election_day,349,341,3,5,179,7,32,111,11,0,1,4.0,372.0,ควนขนุน,ปันแต,9.0,9,ศาลาประจ าหมู่บ้านบ้านสุนทราตก,457.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราตก,7.782478,100.0443576,2.0,64.0,location_exact_normalized,1.0,1.0,ปันแต|8,matched
ควนขนุน,ปันแต,9,constituency,election_day,353,346,3,4,85,1,11,229,19,0,1,4.0,373.0,ควนขนุน,ปันแต,10.0,10,สถานปฏิบัติธรรมบ้านไสหลวง,444.0,พัทลุง,อำเภอควนขนุน,ปันแต,สถานปฏิบัติธรรมบ้านไสหลวง,7.7735798,100.0289689,2.0,65.0,location_exact_normalized,1.0,1.0,ปันแต|9,matched
ควนขนุน,ปันแต,10,constituency,election_day,384,374,8,2,215,0,15,130,11,1,2,4.0,374.0,ควนขนุน,ปันแต,11.0,11,ศาลาประจ าหมู่บ้านบ้านทุ่งลาน,473.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,7.734939400000001,100.0100936,2.0,66.0,location_exact_normalized,1.0,1.0,ปันแต|10,matched
ควนขนุน,ปันแต,11,constituency,election_day,336,331,3,2,101,1,41,166,20,1,1,4.0,375.0,ควนขนุน,ปันแต,12.0,12,ศาลาประจ าหมู่บ้านบ้านหารเจ,383.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านหารเจ,7.791652699999999,99.9968167,2.0,67.0,location_exact_normalized,1.0,1.0,ปันแต|11,matched
ควนขนุน,ปันแต,12,constituency,election_day,188,183,2,3,38,0,6,132,5,0,2,4.0,376.0,ควนขนุน,ปันแต,13.0,13,ศาลาประจ าหมู่บ้านบ้านเขากลาง,242.0,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านเขากลาง,7.762721,100.0576457,2.0,68.0,location_exact_normalized,1.0,1.0,ปันแต|12,matched
ป่าพะยอม,ป่าพะยอม,0,constituency,election_day,453,438,11,4,81,4,49,275,27,2,0,5.0,405.0,ป่าพะยอม,ป่าพะยอม,1.0,1,ศาลาประจ าหมู่บ้านบ้านสังแกระ,617.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านสังแกระ,7.8521588,99.9353318,2.0,167.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|0,matched
ป่าพะยอม,ป่าพะยอม,1,constituency,election_day,337,319,11,7,36,0,67,192,23,1,0,5.0,406.0,ป่าพะยอม,ป่าพะยอม,2.0,2,ศาลาประจ าหมู่บ้านบ้านป่าพะยอม,418.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,7.7542239,99.8194682,2.0,168.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|1,matched
ป่าพะยอม,ป่าพะยอม,2,constituency,election_day,357,327,10,20,46,2,54,198,25,1,1,5.0,407.0,ป่าพะยอม,ป่าพะยอม,3.0,2,โรงเรียนอนุบาลป่าพะยอม,532.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,โรงเรียนอนุบาลป่าพะยอม,7.841230299999999,99.9385037,2.0,169.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|2,matched
ป่าพะยอม,ป่าพะยอม,3,constituency,election_day,511,462,16,33,92,5,108,214,37,4,2,5.0,408.0,ป่าพะยอม,ป่าพะยอม,4.0,3,ศาลาประจ าหมู่บ้านบ้านทุ่ง,691.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านทุง,7.8521588,99.9353318,2.0,170.0,location_fuzzy,0.9796,1.0,ป่าพะยอม|3,matched
ป่าพะยอม,ป่าพะยอม,4,constituency,election_day,397,382,6,9,124,0,37,198,22,1,0,5.0,409.0,ป่าพะยอม,ป่าพะยอม,5.0,4,ศาลาประจ าหมู่บ้านบ้านประดู่หอม,505.0,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านประดู่หอม,7.851793,99.964334,2.0,171.0,location_exact_normalized,1.0,1.0,ป่าพะยอม|4,matched
