province,registrar,subdistrict,electorate,location,latitude,longitude,district,source_subdistrict_pdf,polling_unit_no,unit_index,moo,polling_place_pdf,registered_voters_66,pdf_sequence,pdf_page,unit_match_method,unit_match_score,unit_match_note
พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,2,ศาลาประจำหมู่บ้านบ้านนาสวน,7.7416636,100.0695367,ควนขนุน,มะกอกเหนือ,5,4,5,ศาลาประจ าหมู่บ้านบ้านนาสวน,565,293,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,2,ศาลาเอนกประสงค์โรงเรียนวัดบ้านสวน,7.734133699999999,100.0518935,ควนขนุน,มะกอกเหนือ,6,5,6,ศาลาเอนกประสงค์โรงเรียนวัดบ้านสวน,663,294,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,2,ศาลาการเปรียญวัดบ้านสวน,7.7335541,100.051063,ควนขนุน,มะกอกเหนือ,7,6,6,ศาลาการเปรียญวัดบ้านสวน,607,295,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,2,วัดมะกอกเหนือ,7.713126,100.086706,ควนขนุน,มะกอกเหนือ,8,7,7,วัดมะกอกเหนือ,510,296,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,2,ศาลาประจำหมู่บ้านบ้านดอนศาลา,7.755263100000001,100.0397776,ควนขนุน,มะกอกเหนือ,9,8,8,ศาลาประจ าหมู่บ้านบ้านดอนศาลา,530,297,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,มะกอกเหนือ,2,ที่อ่านหนังสือประจำหมู่บ้านบ้านไสเลียบ,7.7416636,100.0695367,ควนขนุน,มะกอกเหนือ,10,9,9,ที่อ่านหนังสือประจ าหมู่บ้านบ้านไสเลียบ,209,298,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,7.7777536,100.1167953,ควนขนุน,พนางตุง,1,0,1,ศาลาประจ าหมู่บ้านบ้านทะเลน้อย,531,272,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,7.7777536,100.1167953,ควนขนุน,พนางตุง,2,1,2,ศาลาประจ าหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,496,273,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,โรงเรียนควนพนางตุง,7.777721799999999,100.1033782,ควนขนุน,พนางตุง,3,2,3,โรงเรียนควนพนางตุง,859,274,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้านบ้านชายคลอง,7.7346142,100.1285201,ควนขนุน,พนางตุง,4,3,4,ศาลาประจ าหมู่บ้านบ้านชายคลอง,450,275,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้านบ้านท่าช้าง,7.7462876,100.1069393,ควนขนุน,พนางตุง,5,4,5,ศาลาประจ าหมู่บ้านบ้านท่าช้าง,841,276,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้านบ้านไสคลิ้ง,7.7615069,100.1367166,ควนขนุน,พนางตุง,6,5,6,ศาลาประจ าหมู่บ้านบ้านไสคลิ้ง,815,277,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้านบ้านค่าย,7.767323999999999,100.08837,ควนขนุน,พนางตุง,7,6,7,ศาลาประจ าหมู่บ้านบ้านค่าย,633,278,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ที่ทำการกำนันตำบลพนางตุง,7.7801171,100.0898175,ควนขนุน,พนางตุง,8,7,8,ที่ท าการก านันต าบลพนางตุง,915,279,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,7.734145599999999,100.0256023,ควนขนุน,พนางตุง,9,8,9,ศาลาประจ าหมู่บ้านบ้านปากคลองเก่า,205,280,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,โรงเรียนบ้านธรรมเถียร,7.789683200000001,100.0953331,ควนขนุน,พนางตุง,10,9,10,โรงเรียนบ้านธรรมเถียร,785,281,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาประจำหมู่บ้านบ้านไทรงาม,7.7781796,100.118286,ควนขนุน,พนางตุง,11,10,11,ศาลาประจ าหมู่บ้านบ้านไทรงาม,431,282,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,7.7615069,100.1367166,ควนขนุน,พนางตุง,12,11,12,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,686,283,1,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,พนางตุง,2,ศาลาเอนกประสงค์ หมู่ที่ 13,7.7615069,100.1367166,ควนขนุน,พนางตุง,13,12,13,ศาลาอเนกประสงค์หมู่ที่ 13,645,284,1,location_fuzzy,0.9583,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านชะมวง,7.3838149,100.2598974,ควนขนุน,ชะมวง,1,0,1,ศาลาประจ าหมู่บ้านบ้านชะมวง,715,310,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาการเปรียญวัดพิกุลทอง,7.7408104,99.9839132,ควนขนุน,ชะมวง,2,1,2|4,ศาลาการเปรียญวัดพิกุลทอง,257,311,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านศาลาตำเสา,7.7885424,99.9643809,ควนขนุน,ชะมวง,3,2,3,ศาลาประจ าหมู่บ้านบ้านศาลาต าเสา,646,312,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านหนักขัน,7.7419453,99.9723573,ควนขนุน,ชะมวง,4,3,5,ศาลาประจ าหมู่บ้านบ้านหนักขัน,226,313,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านไสเตียน,7.753196000000001,99.9551971,ควนขนุน,ชะมวง,5,4,6,ศาลาประจ าหมู่บ้านบ้านไสเตียน,605,314,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านค่ายไพออก,7.3838149,100.2598974,ควนขนุน,ชะมวง,6,5,7,ศาลาประจ าหมู่บ้านบ้านค่ายไพออก,387,315,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านค่ายไพตก,7.3838149,100.2598974,ควนขนุน,ชะมวง,7,6,8,ศาลาประจ าหมู่บ้านบ้านค่ายไพตก,448,316,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านไทรโกบ,7.7372374,99.973056,ควนขนุน,ชะมวง,8,7,9,ศาลาประจ าหมู่บ้านบ้านไทรโกบ,468,317,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านหัวถนน,7.736974900000001,99.9842367,ควนขนุน,ชะมวง,9,8,10,ศาลาประจ าหมู่บ้านบ้านหัวถนน,420,318,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านปาบ,7.737530199999998,99.9891287,ควนขนุน,ชะมวง,10,9,11,ศาลาประจ าหมู่บ้านบ้านปาบ,257,319,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านสามหนอง,7.771804299999999,99.9381744,ควนขนุน,ชะมวง,11,10,12,ศาลาประจ าหมู่บ้านบ้านสามหนอง,539,320,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านศาลาม่วง,7.7427958,99.9646715,ควนขนุน,ชะมวง,12,11,13,ศาลาประจ าหมู่บ้านบ้านศาลาม่วง,336,321,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านไสตอ,7.7851689,99.9546944,ควนขนุน,ชะมวง,13,12,14,ศาลาประจ าหมู่บ้านบ้านไสตอ,552,322,2,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านหยีใน,7.769434400000001,99.9700718,ควนขนุน,ชะมวง,14,13,15,ศาลาประจ าหมู่บ้านบ้านหยีใน,668,323,3,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,ชะมวง,2,ศาลาประจำหมู่บ้านบ้านไสตอตก,7.7851689,99.9546944,ควนขนุน,ชะมวง,15,14,16,ศาลาประจ าหมู่บ้านบ้านไสตอตก,425,324,3,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลาประจำหมู่บ้านบ้านม่วงเตี้ย,7.666126299999999,100.0230734,ควนขนุน,แพรกหา,1,0,1,ศาลาประจ าหมู่บ้านบ้านม่วงเตี้ย,779,356,3,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลาประจำหมู่บ้านบ้านไสขาม,7.6506734,99.988483,ควนขนุน,แพรกหา,2,1,2,ศาลาประจ าหมู่บ้านบ้านไสขาม,441,357,3,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลาประจำหมู่บ้านบ้านแพรกหา,7.6503234,99.9875214,ควนขนุน,แพรกหา,3,2,3,ศาลาประจ าหมู่บ้านบ้านแพรกหา,697,358,4,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลา อพป.บ้านเขาโต๊ะบุญ,7.6641667,100.0083333,ควนขนุน,แพรกหา,4,3,4,ศาลา อพป.บ้านเขาโต๊ะบุญ,804,359,4,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลาประจำหมู่บ้านบ้านเขาพังอิฐ,7.6511029,100.0082279,ควนขนุน,แพรกหา,5,4,5,ศาลาประจ าหมู่บ้านบ้านเขาพังอิฐ,793,360,4,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลาประจำหมู่บ้านบ้านเขาป้าเจ้,7.6520326,100.0080005,ควนขนุน,แพรกหา,6,5,6,ศาลาประจ าหมู่บ้านบ้านเขาป้าเจ้,501,361,4,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลาประจำหมู่บ้านบ้านไสหยี,7.6520326,100.0080005,ควนขนุน,แพรกหา,7,6,7,ศาลาประจ าหมู่บ้านบ้านไสหยี,535,362,4,location_exact_normalized,1.0,
พัทลุง,อำเภอควนขนุน,แพรกหา,2,ศาลาประจำหมู่บ้านบ้านควนน้อย,7.674832,100.003384,ควนขนุน,แพรกหา,8,7,8,ศาลาประจ าหมู่บ้านบ้านควนน้อย,469,363,4,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านสำนักปราง หมู่ที่ 1,7.728210699999999,99.9004167,ศรีบรรพต,เขาย่า,1,0,1,ศาลาประจ าหมู่บ้าน บ้านส านักปราง,502,434,6,location_fuzzy,0.8824,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านสะพานยาง หมู่ที่ 2,7.747962100000001,99.9157776,ศรีบรรพต,เขาย่า,2,1,2,ศาลาประจ าหมู่บ้าน บ้านสะพานยาง,478,435,6,location_fuzzy,0.8788,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านม่วง หมู่ที่ 3,7.7458666,99.890643,ศรีบรรพต,เขาย่า,3,2,3,ศาลาประจ าหมู่บ้าน บ้านม่วง,648,436,6,location_fuzzy,0.8621,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านเขาย่าออก หมู่ที่ 4,7.7197137,99.9199675,ศรีบรรพต,เขาย่า,4,3,4,ศาลาประจ าหมู่บ้าน บ้านเขาย่าออก,518,437,6,location_fuzzy,0.8824,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านโหล๊ะเร็ดตกหมู่ที่ 5,7.7576419,99.9032094,ศรีบรรพต,เขาย่า,5,4,5,ศาลาประจ าหมู่บ้าน บ้านโหล๊ะเร็ดตก,567,438,6,location_fuzzy,0.8889,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านเขาย่าตก หมู่ที่ 6,7.710689700000001,99.9046058,ศรีบรรพต,เขาย่า,6,5,6,ศาลาประจ าหมู่บ้าน บ้านเขาย่าตก,574,439,6,location_fuzzy,0.8788,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านโพรงงู หมู่ที่ 7,7.729908200000001,99.8850586,ศรีบรรพต,เขาย่า,7,6,7,ศาลาประจ าหมู่บ้าน บ้านโพรงงู,651,440,6,location_fuzzy,0.871,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านโหล๊ะเร็ดออก หมู่ที่ 8,7.776026099999999,99.9199675,ศรีบรรพต,เขาย่า,8,7,8,ศาลาประจ าหมู่บ้าน บ้านโหล๊ะเร็ดออก,656,441,6,location_fuzzy,0.8919,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านสำนักวา หมู่ที่ 9,7.7206497,99.8865912,ศรีบรรพต,เขาย่า,9,8,9,ศาลาประจ าหมู่บ้าน บ้านส านักวา,445,442,6,location_fuzzy,0.875,
พัทลุง,อำเภอศรีบรรพต,เขาย่า,2,ศาลาประจำหมู่บ้าน บ้านหูหนาน หมู่ที่ 10,7.737366799999999,99.9101915,ศรีบรรพต,เขาย่า,10,9,10,ศาลาประจ าหมู่บ้าน บ้านหูหนาน,520,443,6,location_fuzzy,0.8571,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านหน้าวัด หมู่ที่ 1,7.704519400000001,99.8236533,ศรีบรรพต,เขาปู่,1,0,1,ศาลาประจ าหมู่บ้าน บ้านหน้าวัด,447,444,6,location_fuzzy,0.875,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านใสประดู่ หมู่ที่ 2,7.664779900000001,99.8385881,ศรีบรรพต,เขาปู่,2,1,2,ศาลาประจ าหมู่บ้าน บ้านใสประดู่,615,445,6,location_fuzzy,0.8788,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านควนลม หมู่ที่ 3,7.729098599999999,99.8041245,ศรีบรรพต,เขาปู่,3,2,3,ศาลาประจ าหมู่บ้าน บ้านควนลม,235,446,6,location_fuzzy,0.8667,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านทุ่งยูง หมู่ที่ 4,7.7451902,99.8041245,ศรีบรรพต,เขาปู่,4,3,4,ศาลาประจ าหมู่บ้าน บ้านทุ่งยูง,390,447,6,location_fuzzy,0.875,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านด่าน หมู่ที่ 5,7.717472799999999,99.8431866,ศรีบรรพต,เขาปู่,5,4,5,ศาลาประจ าหมู่บ้าน บ้านด่าน,303,448,6,location_fuzzy,0.8621,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านเหรียงงาม หมู่ที่ 6,7.7169567,99.8655158,ศรีบรรพต,เขาปู่,6,5,6,ศาลาประจ าหมู่บ้าน บ้านเหรียงงาม,619,449,6,location_fuzzy,0.8824,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านเขาป้าแหร้ หมู่ที่ 7,7.741928,99.8292338,ศรีบรรพต,เขาปู่,7,6,7,ศาลาประจ าหมู่บ้าน บ้านเขาป้าแหร้,459,450,6,location_fuzzy,0.8857,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านป่าตอ หมู่ที่ 8,7.699030199999999,99.8292338,ศรีบรรพต,เขาปู่,8,7,8,ศาลาประจ าหมู่บ้าน บ้านป่าตอ,564,451,6,location_fuzzy,0.8667,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านในวัง หมู่ที่ 9,7.704519400000001,99.8236533,ศรีบรรพต,เขาปู่,9,8,9,ศาลาประจ าหมู่บ้าน บ้านในวัง,326,452,6,location_fuzzy,0.8667,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านโหล๊ะปราง หมู่ที่ 10,7.704519400000001,99.8236533,ศรีบรรพต,เขาปู่,10,9,10,ศาลาประจ าหมู่บ้าน บ้านโหล๊ะปราง,299,453,6,location_fuzzy,0.8696,
พัทลุง,อำเภอศรีบรรพต,เขาปู่,2,ศาลาประจำหมู่บ้าน บ้านเขาปู่ หมู่ที่ 11,7.704519400000001,99.8236533,ศรีบรรพต,เขาปู่,11,10,11,ศาลาประจ าหมู่บ้าน บ้านเขาปู่,436,454,6,location_fuzzy,0.8571,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,ศาลาประจำหมู่บ้าน บ้านสวนโหนด หมู่ที่ 1,7.6514478,99.9629591,ศรีบรรพต,ตะแพน,1,0,1,ศาลาประจ าหมู่บ้าน บ้านสวนโหนด,397,455,6,location_fuzzy,0.875,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,โรงอาหารโรงเรียนวัดตะแพน,7.6554624,99.8766586,ศรีบรรพต,ตะแพน,2,1,2,โรงอาหารโรงเรียนวัดตะแพน,713,456,6,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,ศาลาประจำหมู่บ้าน บ้านวังยาว หมู่ที่ 3,7.639195399999998,99.8683073,ศรีบรรพต,ตะแพน,3,2,3,ศาลาประจ าหมู่บ้าน บ้านวังยาว,398,457,6,location_fuzzy,0.871,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,7.6452374,99.8090063,ศรีบรรพต,ตะแพน,4,3,4,ศาลาประจ าหมู่บ้าน บ้านห้วยครก,161,458,6,location_fuzzy,0.875,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,ศาลาประจำหมู่บ้าน บ้านท่ายูง หมู่ที่ 5,7.618795599999999,99.8236533,ศรีบรรพต,ตะแพน,5,4,5,ศาลาประจ าหมู่บ้าน บ้านท่ายูง,633,459,6,location_fuzzy,0.871,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,ศาลาประจำหมู่บ้าน บ้านหน้าควน หมู่ที่ 6,7.6508473,99.9437136,ศรีบรรพต,ตะแพน,6,5,6,ศาลาประจ าหมู่บ้าน บ้านหน้าควน,460,460,6,location_fuzzy,0.875,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,โรงอาหารโรงเรียนบ้านหัสคุณ,7.6497788,99.9285556,ศรีบรรพต,ตะแพน,7,6,7,โรงอาหารโรงเรียนบ้านหัสคุณ,742,461,6,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,สำนักสงฆ์บ้านท่าข้าม,7.6775386,99.8988081,ศรีบรรพต,ตะแพน,8,7,8,ส านักสงฆ์บ้านท่าข้าม,389,462,6,location_exact_normalized,1.0,
พัทลุง,อำเภอศรีบรรพต,ตะแพน,2,อาคารโรงเรียนบ้านสวนโหนด,7.6514478,99.9629591,ศรีบรรพต,ตะแพน,9,8,9,อาคารโรงเรียนบ้านสวนโหนด,429,463,7,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,ศาลาประจำหมู่บ้านบ้านสังแกระ,7.8521588,99.9353318,ป่าพะยอม,ป่าพะยอม,1,0,1,ศาลาประจ าหมู่บ้านบ้านสังแกระ,617,405,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,7.7542239,99.8194682,ป่าพะยอม,ป่าพะยอม,2,1,2,ศาลาประจ าหมู่บ้านบ้านป่าพะยอม,418,406,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,โรงเรียนอนุบาลป่าพะยอม,7.841230299999999,99.9385037,ป่าพะยอม,ป่าพะยอม,3,2,2,โรงเรียนอนุบาลป่าพะยอม,532,407,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,ศาลาประจำหมู่บ้านบ้านทุง,7.8521588,99.9353318,ป่าพะยอม,ป่าพะยอม,4,3,3,ศาลาประจ าหมู่บ้านบ้านทุ่ง,691,408,5,location_fuzzy,0.9796,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,ศาลาประจำหมู่บ้านบ้านประดู่หอม,7.851793,99.964334,ป่าพะยอม,ป่าพะยอม,5,4,4,ศาลาประจ าหมู่บ้านบ้านประดู่หอม,505,409,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,ศาลาประจำหมู่บ้านบ้านนาทราย,7.838677,99.863101,ป่าพะยอม,ป่าพะยอม,6,5,5,ศาลาประจ าหมู่บ้านบ้านนาทราย,705,410,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,ศาลาประจำหมู่บ้านบ้านโคกกอ,7.8521588,99.9353318,ป่าพะยอม,ป่าพะยอม,7,6,6,ศาลาประจ าหมู่บ้านบ้านโคกกอ,619,411,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,2,ศาลาประจำหมู่บ้านบ้านไสกุน,7.8654527,99.959434,ป่าพะยอม,ป่าพะยอม,8,7,7,ศาลาประจ าหมู่บ้านบ้านไสกุน,743,412,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านไร่เจ็ดสิบ,7.8113025,99.8459774,ป่าพะยอม,เกาะเต่า,1,0,1,ศาลาประจ าหมู่บ้านบ้านไร่เจ็ดสิบ,621,390,4,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านห้วยกรวด,7.8554397,99.9101915,ป่าพะยอม,เกาะเต่า,2,1,2,ศาลาประจ าหมู่บ้านบ้านห้วยกรวด,408,391,4,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านบางหล่อ,7.791444299999999,99.8295765,ป่าพะยอม,เกาะเต่า,3,2,3,ศาลาประจ าหมู่บ้านบ้านบางหล่อ,462,392,4,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศูนย์สาธิตการตลาดบ้านบางหล่อ,7.791444299999999,99.8295765,ป่าพะยอม,เกาะเต่า,4,3,3,ศูนย์สาธิตการตลาดบ้านบางหล่อ,660,393,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านคลองใหญ่,7.8265429,99.8689005,ป่าพะยอม,เกาะเต่า,5,4,4,ศาลาประจ าหมู่บ้านบ้านคลองใหญ่,1005,394,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านไสเลียบ,7.8321524,99.8957282,ป่าพะยอม,เกาะเต่า,6,5,5,ศาลาประจ าหมู่บ้านบ้านไสเลียบ,473,395,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศูนย์เรียนรู้บ้านไสเลียบ,7.8321524,99.8957282,ป่าพะยอม,เกาะเต่า,7,6,5,ศูนย์เรียนรู้บ้านไสเลียบ,623,396,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านปากเหมือง,7.77781,99.8342437,ป่าพะยอม,เกาะเต่า,8,7,6,ศาลาประจ าหมู่บ้านบ้านปากเหมือง,555,397,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านประชาสามัคคี,7.7700709,99.8878507,ป่าพะยอม,เกาะเต่า,9,8,7,ศาลาประจ าหมู่บ้านบ้านประชาสามัคคี,477,398,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านหนำวัว,7.784332600000001,99.8515593,ป่าพะยอม,เกาะเต่า,10,9,8,ศาลาประจ าหมู่บ้านบ้านหน าวัว,621,399,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านควนตะแบก,7.849026500000001,99.8403959,ป่าพะยอม,เกาะเต่า,11,10,9,ศาลาประจ าหมู่บ้านบ้านควนตะแบก,737,400,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านห้วยปริง,7.819731300000001,99.9013657,ป่าพะยอม,เกาะเต่า,12,11,10,ศาลาประจ าหมู่บ้านบ้านห้วยปริง,854,401,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านเกาะยวน,7.8504642,99.8934354,ป่าพะยอม,เกาะเต่า,13,12,11,ศาลาประจ าหมู่บ้านบ้านเกาะยวน,585,402,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านห้วยไม้ไผ่,7.76993,99.835768,ป่าพะยอม,เกาะเต่า,14,13,12,ศาลาประจ าหมู่บ้านบ้านห้วยไม้ไผ่,705,403,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,2,ศาลาประจำหมู่บ้านบ้านนา,7.838677,99.863101,ป่าพะยอม,เกาะเต่า,15,14,13,ศาลาประจ าหมู่บ้านบ้านนา,943,404,5,location_exact_normalized,1.0,
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,เต๊นท์บริเวณตลาดใหม่ป่าพะยอม,7.814176799999999,99.9520961,ป่าพะยอม,บ้านพร้าว,1,0,1,เต้นท์บริเวณตลาดใหม่ป่าพะยอม,564,413,5,location_fuzzy,0.9643,
