province,registrar,subdistrict,electorate,location,latitude,longitude
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านบ่อทราย,7.836562000000001,99.9709605
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านไสอ้อ,7.8144408,99.9409196
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านหาดสูง,7.8144408,99.9409196
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านไสกล้วย,7.8144408,99.9409196
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านหน้าป่า,7.7994581,99.9130875
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านไผ่รอบ,7.8144408,99.9409196
พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,2,ศาลาประจำหมู่บ้านบ้านบ่อทรายใน,7.836562000000001,99.9709605
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาประจำหมู่บ้านบ้านประดู่,7.5629896,99.9241575
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านสวนหลวง,7.5564909,99.9744535
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาประจำหมู่บ้านบ้านอ่างทอง,7.5564909,99.9744535
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านโหล๊ะหนุน,7.5505741,99.9603319
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านปากแพรก,7.5564909,99.9744535
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาประจำหมู่บ้านบ้านเกาะเหรียง,7.5629896,99.9241575
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านต้นตอ,7.5564909,99.9744535
พัทลุง,อำเภอศรีนครินทร์,อ่างทอง,2,ศาลาอเนกประสงค์บ้านเกาะขัน,7.5564909,99.9744535
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านคลองหมวย,7.565728799999999,99.9318053
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านสวนหมาก,7.5045591,99.9073986
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านลำสินธุ์,7.533063,99.937284
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านห้วยทำผัง,7.5045591,99.9073986
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านโหล๊ะไฟ,7.507218399999999,99.9070129
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านโตน,7.501031,99.9085119
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านขาม,7.508669999999999,99.921707
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านลำสินธุ์เหนือ,7.533063,99.937284
พัทลุง,อำเภอศรีนครินทร์,ลำสินธุ์,2,ศาลาประจำหมู่บ้านบ้านโหล๊ะอม,7.5045591,99.9073986
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านต้นประดู่,7.4710752,99.9927726
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านวังปริง,7.477495999999999,100.0135447
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านหัวหรั่ง,7.471108099999999,100.0050042
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านท่ายาง,7.470731900000001,99.9856344
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,อาคารสำนักงานเทศบาลตำบลชะรัด,7.471220799999999,99.979161
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาอเนกประสงค์บ้านนามะพร้าว,7.470731900000001,99.9856344
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศูนย์ถ่ายทอดเทคโนโลยีตำบลชะรัด,7.470731900000001,99.9856344
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านหูเล่,7.470731900000001,99.9856344
พัทลุง,ท้องถิ่นเทศบาลตำบลชะรัด,ชะรัด,2,ศาลาประจำหมู่บ้านบ้านสะพานแต้ว,7.470731900000001,99.9856344
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านชุมพล,7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองปริง,7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองเสม็ด,7.615725099999999,99.9576849
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาการเปรียญวัดลำกะ,7.5827562,99.9618832
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านห้วยไทร,7.615725099999999,99.9576849
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองหาญ (หนองโหล๊ะ),7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาอเนกประสงค์บ้านทุ่งยวน,7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านควนดินสอ,7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาอเนกประสงค์บ้านสวนโหนด,7.650070299999999,99.9772486
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองหว้า,17.0245089,102.9780981
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านลำกะ,7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านต้นธง,7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านนารา,7.615725099999999,99.9576849
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านหนองโหรง,7.615725099999999,99.9576849
พัทลุง,ท้องถิ่นเทศบาลตำบลชุมพล,ชุมพล,2,ศาลาประจำหมู่บ้านบ้านชุมทอง,7.6050041,99.9493424
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์ ร.ร.บ้านนาวง,7.586495599999999,99.8579768
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านลำใน,7.55964,99.885151
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาการเปรียญวัดบ้านนา,7.562269,99.9131441
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศูนย์ส่งเสริมสุขภาพราษฎร,7.5640073,99.8794744
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านต้นไทร,7.569812799999999,99.8929252
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์บ้านตีนนา,7.5640073,99.8794744
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์บ้านหนองเหรียง,7.5621172,99.8859108
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านคอกเสือ,7.5640073,99.8794744
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านวงค์,7.5640073,99.8794744
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาอเนกประสงค์บ้านป่าสน,7.5640073,99.8794744
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ศาลาประจำหมู่บ้านบ้านน้ำใต้บ่อ,7.576822099999999,99.8753746
พัทลุง,ท้องถิ่นเทศบาลตำบลบ้านนา,บ้านนา,2,ที่ทำการกลุ่มแม่บ้านลำในใต้,7.5640073,99.8794744
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านลานข่อย,7.8872993,99.8553365
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาการเปรียญวัดลานข่อย,7.8875764,99.87482
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยหลุด,7.8553141,99.8013351
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านทุ่งชุมพล,7.8808168,99.8327582
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยเรียน,7.821256099999999,99.8794744
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านถ้ำลา,7.852371,99.797831
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านมาดนั่ง,7.8553141,99.8013351
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยศรีเกษร,7.8684401,99.902977
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านห้วยรำพึง,7.8553141,99.8013351
พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,2,ศาลาประจำหมู่บ้านบ้านควนยาว,7.8553141,99.8013351
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,วัดประดู่เรียง,7.7391571,100.0863987
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,7.7416636,100.0695367
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),7.736405899999999,100.0686586
พัทลุง,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,มะกอกเหนือ,2,ศาลาเฉลิมพระเกียรติ ร.9,7.7416636,100.0695367
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,อาคารอเนกประสงค์ สำนักงานเทศบาลตำบลควนขนุน,7.734476799999999,100.0124479
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,อาคารหอประชุม โรงเรียนบ้านควนขนุน,7.733656099999999,100.007411
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,ศาลาการเปรียญ วัดสุวรรณวิชัย,7.737481399999999,100.0066003
พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,2,อาคารพ่อท่านนะ วัดสุวรรณวิชัย,7.7484794,100.0080005
