pdf_page,pdf_sequence,district,source_subdistrict_pdf,polling_unit_no,unit_index,moo,polling_place_pdf,registered_voters_66,province,registrar,latlong_subdistrict,latlong_location,latitude,longitude,electorate,latlong_row_id,latlong_match_method,latlong_match_score,coordinate_reused_count,merge_key_subdistrict_unit
3,338,ควนขนุน,นาขยาด,3,2,3,ศาลาประจ าหมู่บ้านบ้านเกาะยาง,404,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเกาะยาง,7.685908899999999,99.9794414,2,29,location_exact_normalized,1.0,1,นาขยาด|2
3,339,ควนขนุน,นาขยาด,4,3,4,ศาลาประจ าหมู่บ้านบ้านหนองในวัง,505,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านหนองในวัง,7.679982700000001,99.9576849,2,30,location_exact_normalized,1.0,1,นาขยาด|3
3,340,ควนขนุน,นาขยาด,5,4,5,ศาลาประจ าหมู่บ้านบ้านนาท่อม,575,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านนาท่อม,7.591457699999999,100.0019597,2,31,location_exact_normalized,1.0,1,นาขยาด|4
3,341,ควนขนุน,นาขยาด,6,5,6,ศาลาประจ าหมู่บ้านบ้านขันหมู่,796,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านขันหมู่,7.668115999999999,99.955747,2,32,location_exact_normalized,1.0,1,นาขยาด|5
3,342,ควนขนุน,นาขยาด,7,6,7,ศาลาประจ าหมู่บ้านบ้านสะพานข่อย,469,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านสะพานข่อย,7.6901421,99.9402381,2,33,location_exact_normalized,1.0,1,นาขยาด|6
3,343,ควนขนุน,นาขยาด,8,7,8,ศาลาประจ าหมู่บ้านบ้านโงกน ้า,476,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโงกน้ำ,7.707698400000001,99.9269198,2,34,location_exact_normalized,1.0,1,นาขยาด|7
3,344,ควนขนุน,นาขยาด,9,8,9,ศาลาประจ าหมู่บ้านบ้านทุ่งส าโรง,495,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านทุ่งสำโรง,7.679982700000001,99.9576849,2,35,location_exact_normalized,1.0,1,นาขยาด|8
3,345,ควนขนุน,นาขยาด,10,9,10,ศาลาประจ าหมู่บ้านบ้านโรงรม,448,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านโรงรม,7.679982700000001,99.9576849,2,36,location_exact_normalized,1.0,1,นาขยาด|9
3,346,ควนขนุน,นาขยาด,11,10,11,ศาลาประจ าหมู่บ้านบ้านไสควายฟัน,474,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านไสควายฟัน,7.679982700000001,99.9576849,2,37,location_exact_normalized,1.0,1,นาขยาด|10
3,347,ควนขนุน,นาขยาด,12,11,12,ศาลาประจ าหมู่บ้านบ้านเขาวังทอง,522,พัทลุง,อำเภอควนขนุน,นาขยาด,ศาลาประจำหมู่บ้านบ้านเขาวังทอง,7.679982700000001,99.9576849,2,38,location_exact_normalized,1.0,1,นาขยาด|11
3,348,ควนขนุน,พนมวังก์,1,0,1,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),455,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),7.6738819,100.0809748,2,39,location_exact_normalized,1.0,1,พนมวังก์|0
3,349,ควนขนุน,พนมวังก์,2,1,2,ศาลาประจ าหมู่บ้านบ้านระหว่างควน,821,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านระหว่างควน,7.6920875,100.0469114,2,40,location_exact_normalized,1.0,1,พนมวังก์|1
3,350,ควนขนุน,พนมวังก์,3,2,3,ศาลาประจ าหมู่บ้านบ้านควนปริง,693,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านควนปริง,7.681553500000001,100.0052044,2,41,location_exact_normalized,1.0,1,พนมวังก์|2
3,351,ควนขนุน,พนมวังก์,4,3,4,โรงเรียนทุ่งยางเปล,656,พัทลุง,อำเภอควนขนุน,พนมวังก์,โรงเรียนทุ่งยางเปล,7.653512500000001,100.0357031,2,42,location_exact_normalized,1.0,1,พนมวังก์|3
3,352,ควนขนุน,พนมวังก์,5,4,5,ศาลาประจ าหมู่บ้านบ้านพนมวังก์,485,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านพนมวังก์,7.3838149,100.2598974,2,43,location_exact_normalized,1.0,1,พนมวังก์|4
3,353,ควนขนุน,พนมวังก์,6,5,6,ศาลาประจ าหมู่บ้านบ้านทุ่งขึงหนัง,771,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,7.6731922,100.0191857,2,44,location_exact_normalized,1.0,1,พนมวังก์|5
3,354,ควนขนุน,พนมวังก์,7,6,7,ศาลาประจ าหมู่บ้านบ้านไสยวน,631,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านไสยวน,7.688851199999999,100.0064228,2,45,location_exact_normalized,1.0,1,พนมวังก์|6
3,355,ควนขนุน,พนมวังก์,8,7,8,ศาลาประจ าหมู่บ้านบ้านเกาะอ้ายเฒ่า,708,พัทลุง,อำเภอควนขนุน,พนมวังก์,ศาลาประจำหมู่บ้านบ้านเกาะอ้ายเฒ่า,7.697101200000001,100.0275755,2,46,location_exact_normalized,1.0,1,พนมวังก์|7
3,356,ควนขนุน,แพรกหา,1,0,1,ศาลาประจ าหมู่บ้านบ้านม่วงเตี้ย,779,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลาประจำหมู่บ้านบ้านม่วงเตี้ย,7.666126299999999,100.0230734,2,129,location_exact_normalized,1.0,1,แพรกหา|0
3,357,ควนขนุน,แพรกหา,2,1,2,ศาลาประจ าหมู่บ้านบ้านไสขาม,441,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลาประจำหมู่บ้านบ้านไสขาม,7.6506734,99.988483,2,130,location_exact_normalized,1.0,1,แพรกหา|1
4,358,ควนขนุน,แพรกหา,3,2,3,ศาลาประจ าหมู่บ้านบ้านแพรกหา,697,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลาประจำหมู่บ้านบ้านแพรกหา,7.6503234,99.9875214,2,131,location_exact_normalized,1.0,1,แพรกหา|2
4,359,ควนขนุน,แพรกหา,4,3,4,ศาลา อพป.บ้านเขาโต๊ะบุญ,804,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลา อพป.บ้านเขาโต๊ะบุญ,7.6641667,100.0083333,2,132,location_exact_normalized,1.0,1,แพรกหา|3
4,360,ควนขนุน,แพรกหา,5,4,5,ศาลาประจ าหมู่บ้านบ้านเขาพังอิฐ,793,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลาประจำหมู่บ้านบ้านเขาพังอิฐ,7.6511029,100.0082279,2,133,location_exact_normalized,1.0,1,แพรกหา|4
4,361,ควนขนุน,แพรกหา,6,5,6,ศาลาประจ าหมู่บ้านบ้านเขาป้าเจ้,501,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลาประจำหมู่บ้านบ้านเขาป้าเจ้,7.6520326,100.0080005,2,134,location_exact_normalized,1.0,1,แพรกหา|5
4,362,ควนขนุน,แพรกหา,7,6,7,ศาลาประจ าหมู่บ้านบ้านไสหยี,535,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลาประจำหมู่บ้านบ้านไสหยี,7.6520326,100.0080005,2,135,location_exact_normalized,1.0,1,แพรกหา|6
4,363,ควนขนุน,แพรกหา,8,7,8,ศาลาประจ าหมู่บ้านบ้านควนน้อย,469,พัทลุง,อำเภอควนขนุน,แพรกหา,ศาลาประจำหมู่บ้านบ้านควนน้อย,7.674832,100.003384,2,136,location_exact_normalized,1.0,1,แพรกหา|7
4,364,ควนขนุน,ปันแต,1,0,1,ศาลาประจ าหมู่บ้านบ้านปลายคลอง,281,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปลายคลอง,7.792807099999998,100.0611429,2,56,location_exact_normalized,1.0,1,ปันแต|0
4,365,ควนขนุน,ปันแต,2,1,2,ศาลาประจ าหมู่บ้านบ้านปันแต,160,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปันแต,7.791803600000001,100.0351252,2,57,location_exact_normalized,1.0,1,ปันแต|1
4,366,ควนขนุน,ปันแต,3,2,3,ศาลาประจ าหมู่บ้านบ้านส านักกอ,593,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสำนักกอ,7.804429099999999,100.0067757,2,58,location_exact_normalized,1.0,1,ปันแต|2
4,367,ควนขนุน,ปันแต,4,3,4,ศาลาประจ าหมู่บ้านบ้านปากสระ,337,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านปากสระ,7.804978500000001,100.0569463,2,59,location_exact_normalized,1.0,1,ปันแต|3
4,368,ควนขนุน,ปันแต,5,4,5,ศาลาประจ าหมู่บ้านบ้านควนปันแต,633,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านควนปันแต,7.8043368,100.0275755,2,60,location_exact_normalized,1.0,1,ปันแต|4
4,369,ควนขนุน,ปันแต,6,5,6,ศาลาประจ าหมู่บ้านบ้านในไร่,602,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านในไร่,7.7882409,100.0275755,2,61,location_exact_normalized,1.0,1,ปันแต|5
4,370,ควนขนุน,ปันแต,7,6,7,ศาลาประจ าหมู่บ้านบ้านโพธิ์,246,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านโพธิ์,7.7850935,100.0471549,2,62,location_exact_normalized,1.0,1,ปันแต|6
4,371,ควนขนุน,ปันแต,8,7,8,ศาลาประจ าหมู่บ้านบ้านสุนทราออก,199,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราออก,7.782078799999999,100.0611429,2,63,location_exact_normalized,1.0,1,ปันแต|7
4,372,ควนขนุน,ปันแต,9,8,9,ศาลาประจ าหมู่บ้านบ้านสุนทราตก,457,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านสุนทราตก,7.782478,100.0443576,2,64,location_exact_normalized,1.0,1,ปันแต|8
4,373,ควนขนุน,ปันแต,10,9,10,สถานปฏิบัติธรรมบ้านไสหลวง,444,พัทลุง,อำเภอควนขนุน,ปันแต,สถานปฏิบัติธรรมบ้านไสหลวง,7.7735798,100.0289689,2,65,location_exact_normalized,1.0,1,ปันแต|9
4,374,ควนขนุน,ปันแต,11,10,11,ศาลาประจ าหมู่บ้านบ้านทุ่งลาน,473,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,7.734939400000001,100.0100936,2,66,location_exact_normalized,1.0,1,ปันแต|10
4,375,ควนขนุน,ปันแต,12,11,12,ศาลาประจ าหมู่บ้านบ้านหารเจ,383,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านหารเจ,7.791652699999999,99.9968167,2,67,location_exact_normalized,1.0,1,ปันแต|11
4,376,ควนขนุน,ปันแต,13,12,13,ศาลาประจ าหมู่บ้านบ้านเขากลาง,242,พัทลุง,อำเภอควนขนุน,ปันแต,ศาลาประจำหมู่บ้านบ้านเขากลาง,7.762721,100.0576457,2,68,location_exact_normalized,1.0,1,ปันแต|12
4,377,ควนขนุน,ควนขนุน(เทศบาล),1,0,5,อาคารอเนกประสงค์ ส านักงานเทศบาลต าบลควนขนุน,349,พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,อาคารอเนกประสงค์ สำนักงานเทศบาลตำบลควนขนุน,7.734476799999999,100.0124479,2,268,location_exact_normalized,1.0,1,ควนขนุน(เทศบาล)|0
4,378,ควนขนุน,ควนขนุน(เทศบาล),2,1,9,อาคารหอประชุมโรงเรียนบ้านควนขนุน,479,พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,อาคารหอประชุม โรงเรียนบ้านควนขนุน,7.733656099999999,100.007411,2,269,location_exact_normalized,1.0,1,ควนขนุน(เทศบาล)|1
4,379,ควนขนุน,ควนขนุน(เทศบาล),3,2,9,ศาลาการเปรียญวัดสุวรรณวิชัย,599,พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,ศาลาการเปรียญ วัดสุวรรณวิชัย,7.737481399999999,100.0066003,2,270,location_exact_normalized,1.0,1,ควนขนุน(เทศบาล)|2
4,380,ควนขนุน,ควนขนุน(เทศบาล),4,3,9,อาคารพ่อท่านนะ  วัดสุวรรณวิชัย,296,พัทลุง,ท้องถิ่นเทศบาลตำบลควนขนุน,ควนขนุน,อาคารพ่อท่านนะ วัดสุวรรณวิชัย,7.7484794,100.0080005,2,271,location_exact_normalized,1.0,1,ควนขนุน(เทศบาล)|3
4,381,ควนขนุน,ควนขนุน,1,0,1,ศาลาประจ าหมู่บ้านบ้านควนบก,447,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้านบ้านควนบก,7.7485644,100.007979,2,8,location_exact_normalized,1.0,1,ควนขนุน|0
4,382,ควนขนุน,ควนขนุน,2,1,2,ศาลา อพป.บ้านดอนนูด,399,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลา อพป.บ้านดอนนูด,7.7484794,100.0080005,2,9,location_exact_normalized,1.0,1,ควนขนุน|1
4,383,ควนขนุน,ควนขนุน,3,2,3,ศาลาประจ าหมู่บ้านบ้านโคกวัด,761,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้านบ้านโคกวัด,7.747440399999999,99.9966606,2,10,location_exact_normalized,1.0,1,ควนขนุน|2
4,384,ควนขนุน,ควนขนุน,4,3,4,ศาลาประจ าหมู่บ้านบ้านโคกวา,909,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้านบ้านโคกวา,7.7516832,100.0132899,2,11,location_exact_normalized,1.0,1,ควนขนุน|3
4,385,ควนขนุน,ควนขนุน,5,4,5,ศาลาประจ าหมู่บ้านบ้านเพิง,465,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้านบ้านเพิง,7.764699,100.0024084,2,12,location_exact_normalized,1.0,1,ควนขนุน|4
4,386,ควนขนุน,ควนขนุน,6,5,6,ศาลาประจ าหมู่บ้านบ้านควนพลี,735,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้านบ้านควนพลี,7.7625474,100.0007649,2,13,location_exact_normalized,1.0,1,ควนขนุน|5
4,387,ควนขนุน,ควนขนุน,7,6,7,ศาลาประจ าหมู่บ้านบ้านโพธิ์,489,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้านบ้านโพธิ์,7.764699,100.0024084,2,14,location_exact_normalized,1.0,1,ควนขนุน|6
4,388,ควนขนุน,ควนขนุน,8,7,8,ศาลาประจ าหมู่บ้านบ้านข่อยม้า,256,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้านบ้านข่อยม้า,7.764699,100.0024084,2,15,location_exact_normalized,1.0,1,ควนขนุน|7
4,389,ควนขนุน,ควนขนุน,9,8,9,ศาลาประจ าหมู่บ้าน หมู่ที่ 9 บ้านควนขนุน,104,พัทลุง,อำเภอควนขนุน,ควนขนุน,ศาลาประจำหมู่บ้าน หมู่ที่ 9 บ้านควนขนุน,7.735698699999999,100.0077949,2,16,location_exact_normalized,1.0,1,ควนขนุน|8
4,390,ป่าพะยอม,เกาะเต่า,1,0,1,ศาลาประจ าหมู่บ้านบ้านไร่เจ็ดสิบ,621,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านไร่เจ็ดสิบ,7.8113025,99.8459774,2,175,location_exact_normalized,1.0,1,เกาะเต่า|0
4,391,ป่าพะยอม,เกาะเต่า,2,1,2,ศาลาประจ าหมู่บ้านบ้านห้วยกรวด,408,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านห้วยกรวด,7.8554397,99.9101915,2,176,location_exact_normalized,1.0,1,เกาะเต่า|1
4,392,ป่าพะยอม,เกาะเต่า,3,2,3,ศาลาประจ าหมู่บ้านบ้านบางหล่อ,462,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านบางหล่อ,7.791444299999999,99.8295765,2,177,location_exact_normalized,1.0,1,เกาะเต่า|2
5,393,ป่าพะยอม,เกาะเต่า,4,3,3,ศูนย์สาธิตการตลาดบ้านบางหล่อ,660,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศูนย์สาธิตการตลาดบ้านบางหล่อ,7.791444299999999,99.8295765,2,178,location_exact_normalized,1.0,1,เกาะเต่า|3
5,394,ป่าพะยอม,เกาะเต่า,5,4,4,ศาลาประจ าหมู่บ้านบ้านคลองใหญ่,1005,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านคลองใหญ่,7.8265429,99.8689005,2,179,location_exact_normalized,1.0,1,เกาะเต่า|4
5,395,ป่าพะยอม,เกาะเต่า,6,5,5,ศาลาประจ าหมู่บ้านบ้านไสเลียบ,473,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านไสเลียบ,7.8321524,99.8957282,2,180,location_exact_normalized,1.0,1,เกาะเต่า|5
5,396,ป่าพะยอม,เกาะเต่า,7,6,5,ศูนย์เรียนรู้บ้านไสเลียบ,623,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศูนย์เรียนรู้บ้านไสเลียบ,7.8321524,99.8957282,2,181,location_exact_normalized,1.0,1,เกาะเต่า|6
5,397,ป่าพะยอม,เกาะเต่า,8,7,6,ศาลาประจ าหมู่บ้านบ้านปากเหมือง,555,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านปากเหมือง,7.77781,99.8342437,2,182,location_exact_normalized,1.0,1,เกาะเต่า|7
5,398,ป่าพะยอม,เกาะเต่า,9,8,7,ศาลาประจ าหมู่บ้านบ้านประชาสามัคคี,477,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านประชาสามัคคี,7.7700709,99.8878507,2,183,location_exact_normalized,1.0,1,เกาะเต่า|8
5,399,ป่าพะยอม,เกาะเต่า,10,9,8,ศาลาประจ าหมู่บ้านบ้านหน าวัว,621,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านหนำวัว,7.784332600000001,99.8515593,2,184,location_exact_normalized,1.0,1,เกาะเต่า|9
5,400,ป่าพะยอม,เกาะเต่า,11,10,9,ศาลาประจ าหมู่บ้านบ้านควนตะแบก,737,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านควนตะแบก,7.849026500000001,99.8403959,2,185,location_exact_normalized,1.0,1,เกาะเต่า|10
5,401,ป่าพะยอม,เกาะเต่า,12,11,10,ศาลาประจ าหมู่บ้านบ้านห้วยปริง,854,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านห้วยปริง,7.819731300000001,99.9013657,2,186,location_exact_normalized,1.0,1,เกาะเต่า|11
5,402,ป่าพะยอม,เกาะเต่า,13,12,11,ศาลาประจ าหมู่บ้านบ้านเกาะยวน,585,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านเกาะยวน,7.8504642,99.8934354,2,187,location_exact_normalized,1.0,1,เกาะเต่า|12
5,403,ป่าพะยอม,เกาะเต่า,14,13,12,ศาลาประจ าหมู่บ้านบ้านห้วยไม้ไผ่,705,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านห้วยไม้ไผ่,7.76993,99.835768,2,188,location_exact_normalized,1.0,1,เกาะเต่า|13
5,404,ป่าพะยอม,เกาะเต่า,15,14,13,ศาลาประจ าหมู่บ้านบ้านนา,943,พัทลุง,อำเภอป่าพะยอม,เกาะเต่า,ศาลาประจำหมู่บ้านบ้านนา,7.838677,99.863101,2,189,location_exact_normalized,1.0,1,เกาะเต่า|14
5,405,ป่าพะยอม,ป่าพะยอม,1,0,1,ศาลาประจ าหมู่บ้านบ้านสังแกระ,617,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านสังแกระ,7.8521588,99.9353318,2,167,location_exact_normalized,1.0,1,ป่าพะยอม|0
5,406,ป่าพะยอม,ป่าพะยอม,2,1,2,ศาลาประจ าหมู่บ้านบ้านป่าพะยอม,418,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,7.7542239,99.8194682,2,168,location_exact_normalized,1.0,1,ป่าพะยอม|1
5,407,ป่าพะยอม,ป่าพะยอม,3,2,2,โรงเรียนอนุบาลป่าพะยอม,532,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,โรงเรียนอนุบาลป่าพะยอม,7.841230299999999,99.9385037,2,169,location_exact_normalized,1.0,1,ป่าพะยอม|2
5,408,ป่าพะยอม,ป่าพะยอม,4,3,3,ศาลาประจ าหมู่บ้านบ้านทุ่ง,691,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านทุง,7.8521588,99.9353318,2,170,location_fuzzy,0.9796,1,ป่าพะยอม|3
5,409,ป่าพะยอม,ป่าพะยอม,5,4,4,ศาลาประจ าหมู่บ้านบ้านประดู่หอม,505,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านประดู่หอม,7.851793,99.964334,2,171,location_exact_normalized,1.0,1,ป่าพะยอม|4
5,410,ป่าพะยอม,ป่าพะยอม,6,5,5,ศาลาประจ าหมู่บ้านบ้านนาทราย,705,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านนาทราย,7.838677,99.863101,2,172,location_exact_normalized,1.0,1,ป่าพะยอม|5
5,411,ป่าพะยอม,ป่าพะยอม,7,6,6,ศาลาประจ าหมู่บ้านบ้านโคกกอ,619,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านโคกกอ,7.8521588,99.9353318,2,173,location_exact_normalized,1.0,1,ป่าพะยอม|6
5,412,ป่าพะยอม,ป่าพะยอม,8,7,7,ศาลาประจ าหมู่บ้านบ้านไสกุน,743,พัทลุง,อำเภอป่าพะยอม,ป่าพะยอม,ศาลาประจำหมู่บ้านบ้านไสกุน,7.8654527,99.959434,2,174,location_exact_normalized,1.0,1,ป่าพะยอม|7
5,413,ป่าพะยอม,บ้านพร้าว,1,0,1,เต้นท์บริเวณตลาดใหม่ป่าพะยอม,564,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,เต๊นท์บริเวณตลาดใหม่ป่าพะยอม,7.814176799999999,99.9520961,2,190,location_fuzzy,0.9643,1,บ้านพร้าว|0
5,414,ป่าพะยอม,บ้านพร้าว,2,1,1,ศาลาประจ าหมู่บ้านบ้านพร้าว,553,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านพร้าว,7.8144408,99.9409196,2,191,location_exact_normalized,1.0,1,บ้านพร้าว|1
5,415,ป่าพะยอม,บ้านพร้าว,3,2,2,ศาลาประจ าหมู่บ้านบ้านตลิ่งชัน,727,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านตลิ่งชัน,7.7965689,99.92745370000002,2,192,location_exact_normalized,1.0,1,บ้านพร้าว|2
5,416,ป่าพะยอม,บ้านพร้าว,4,3,3,ศาลาประจ าหมู่บ้านบ้านศาลาน ้า,802,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านศาลาน้ำ,7.830872999999999,99.930464,2,193,location_exact_normalized,1.0,1,บ้านพร้าว|3
5,417,ป่าพะยอม,บ้านพร้าว,5,4,4,ศาลาประจ าหมู่บ้านบ้านบ่อทราย,419,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทราย,7.836562000000001,99.9709605,2,194,location_exact_normalized,1.0,1,บ้านพร้าว|4
5,418,ป่าพะยอม,บ้านพร้าว,6,5,5,ศาลาประจ าหมู่บ้านบ้านไสอ้อ,313,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสอ้อ,7.8144408,99.9409196,2,195,location_exact_normalized,1.0,1,บ้านพร้าว|5
5,419,ป่าพะยอม,บ้านพร้าว,7,6,6,ศาลาประจ าหมู่บ้านบ้านหาดสูง,767,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหาดสูง,7.8144408,99.9409196,2,196,location_exact_normalized,1.0,1,บ้านพร้าว|6
5,420,ป่าพะยอม,บ้านพร้าว,8,7,7,ศาลาประจ าหมู่บ้านบ้านไสกล้วย,468,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไสกล้วย,7.8144408,99.9409196,2,197,location_exact_normalized,1.0,1,บ้านพร้าว|7
5,421,ป่าพะยอม,บ้านพร้าว,9,8,8,ศาลาประจ าหมู่บ้านบ้านหน้าป่า,833,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านหน้าป่า,7.7994581,99.9130875,2,198,location_exact_normalized,1.0,1,บ้านพร้าว|8
5,422,ป่าพะยอม,บ้านพร้าว,10,9,9,ศาลาประจ าหมู่บ้านบ้านไผ่รอบ,810,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านไผ่รอบ,7.8144408,99.9409196,2,199,location_exact_normalized,1.0,1,บ้านพร้าว|9
5,423,ป่าพะยอม,บ้านพร้าว,11,10,10,ศาลาประจ าหมู่บ้านบ้านบ่อทรายใน,602,พัทลุง,อำเภอป่าพะยอม,บ้านพร้าว,ศาลาประจำหมู่บ้านบ้านบ่อทรายใน,7.836562000000001,99.9709605,2,200,location_exact_normalized,1.0,1,บ้านพร้าว|10
5,424,ป่าพะยอม,ลานข่อย,1,0,1,ศาลาประจ าหมู่บ้านบ้านลานข่อย,440,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาประจำหมู่บ้านบ้านลานข่อย,7.8872993,99.8553365,2,254,location_exact_normalized,1.0,1,ลานข่อย|0
5,425,ป่าพะยอม,ลานข่อย,2,1,1,ศาลาการเปรียญวัดลานข่อย,580,พัทลุง,ท้องถิ่นเทศบาลตำบลลานข่อย,ลานข่อย,ศาลาการเปรียญวัดลานข่อย,7.8875764,99.87482,2,255,location_exact_normalized,1.0,1,ลานข่อย|1
